,0,1,2,3,4,5,6,7,8,11
10,NOTARÍA 104, OAXACA, OAXACA, CARACTER: TITULAR, PRIV. DE AV. MORELOS ANTONIO GAY 111, CENTRO  OAXACA, OAXACA, Socio desde: 2010, 01 951 501 0175,c_chagoya@hotmail.com
11,NOTARÍA 88, OAXACA, OAXACA, CARACTER: TITULAR, PRIVADA DE MORELOS (ANTONIO GAY) 111, OAXACA CENTRO  OAXACA, OAXACA, Socio desde: 2005, 01 951 513 70 29,notpub78oax@yahoo.com.mx
12,NOTARÍA 108, TEOTITLAN DE FLORES MAGON, OAXACA, CARACTER: TITULAR, CALLE GALEANA 3, CENTRO  TEOTITLAN DE FLORES MAGON, OAXACA, Socio desde: 2008, ,notaria108oax@hotmail.com
13,NOTARÍA 81, OAXACA, OAXACA, CARACTER: TITULAR, CALZADA SAN FELIPE DEL AGUA 310 INT. A, SAN FELIPE DEL AGUA  OAXACA, OAXACA, Socio desde: 2008, 01 951 520 0115,notaria81oax@gmail.com
14,NOTARÍA 105, OAXACA, OAXACA, CARACTER: TITULAR, JUAN N. ALVAREZ 604-B, BARRIO SAN LORENZO  OAXACA, OAXACA, Socio desde: 2014, ,notaria105oax@hotmail.com
15,NOTARÍA 112, OCOTLAN, OAXACA, CARACTER: TITULAR, 16 DE SEPTIEMBRE 103, CENTRO  OCOTLAN, OAXACA, Socio desde: 2011, ,notariam112@hotmail.com
16,NOTARÍA 131, OAXACA, OAXACA, CARACTER: TITULAR, FRANCISCO CARRION 100, FRACC. VILLA DE ANTEQUERA  OAXACA, OAXACA, Socio desde: 2017, 01 951 18 18 852,elang_at@yahoo.com
17,NOTARÍA 26, SALINA CRUZ, OAXACA, CARACTER: TITULAR, WILFRIDO C. CRUZ 300, CENTRO  SALINA CRUZ, OAXACA, Socio desde: 2011, 01 971 714 0106,notaria26oaxaca@gmail.com
18,NOTARÍA 109, EL ESPINAL, OAXACA, CARACTER: TITULAR, MIGUEL HIDALGO 60, PRIMERA SECCION  EL ESPINAL, OAXACA, Socio desde: 2011, ,notariaespinal@hotmail.com
19,NOTARÍA 115, SANTA MARIA HUATULCO, OAXACA, CARACTER: TITULAR, COCOTILLO 326, SECTOR H  SANTA MARIA HUATULCO, OAXACA, Socio desde: 2009, 01 958 58 713 62,notario@notaria115oax.com
20,NOTARÍA 48, OAXACA, OAXACA, CARACTER: TITULAR, PINO SUAREZ 804, CENTRO  OAXACA, OAXACA, Socio desde: 2003, 01 951 515 97 07,notariopublico48@hotmail.com
21,NOTARÍA 92, OAXACA, OAXACA, CARACTER: TITULAR, MELCHOR OCAMPO 105, CENTRO  OAXACA, OAXACA, Socio desde: 2008, 01 951 514 7153,notaria_publica@hotmail.com
22,NOTARÍA 110, OAXACA DE JUAREZ, OAXACA, CARACTER: TITULAR, CARRETERA PANAMERICANA 96, SANTA MARIA DEL TULE  OAXACA DE JUAREZ, OAXACA, Socio desde: 2019, 01 951 51 8 02 22,genavaco@gmail.com
23,NOTARÍA 89, OAXACA, OAXACA, CARACTER: TITULAR, REFORMA 409, CENTRO  OAXACA, OAXACA, Socio desde: 2006, ,gerardoamado2003@yahoo.com.mx
24,NOTARÍA 66, OAXACA, OAXACA, CARACTER: TITULAR, BELISARIO DOMINGUEZ 416, REFORMA  OAXACA, OAXACA, Socio desde: 1993, ,gil.gamboa@hotmail.com
25,NOTARÍA 116, OAXACA, OAXACA, CARACTER: TITULAR, BELISARIO DOMINGUEZ 416 INT. 3, REFORMA  OAXACA, OAXACA, Socio desde: 2009, 01 951 515 2985,gilmage@gmail.com
26,NOTARÍA 85, TEHUANTEPEC, OAXACA, CARACTER: TITULAR, CALLE HIDALGO 17, BARRIO SAN SEBASTIAN  TEHUANTEPEC, OAXACA, Socio desde: 2006, 01 971 715 1158,servicios@notaria85oax.com
27,NOTARÍA 83, VILLA DE ETLA, OAXACA, CARACTER: TITULAR, CALLE CENTENARIO 38 INT. D, CENTRO  VILLA DE ETLA, OAXACA, Socio desde: 2007, 01 951 520 2319,notaria83etlaoax@hotmail.com
28,NOTARÍA 61, HUAJUAPAN DE LEON, OAXACA, CARACTER: TITULAR, BALDERAS 9 INT. PLANTA ALTA DEPTO 1, CENTRO  HUAJUAPAN DE LEON, OAXACA, Socio desde: 1994, 01 953 503 47 85,notaria61_huajuapan@hotmail.com
29,NOTARÍA 96, OAXACA, OAXACA, CARACTER: TITULAR, CALZADA DE LA REPUBLICA LOCAL CON ACCESO, JALATLACO  OAXACA, OAXACA, Socio desde: 2017, 9515186971,notaria96oaxaca@yahoo.com.mx
30,NOTARÍA 76, TUXTEPEC, OAXACA, CARACTER: TITULAR, IGNACIO ALLENDE 211, CENTRO  TUXTEPEC, OAXACA, Socio desde: 1994, 01 287-875-06-36,notariahoo76@hotmail.com
31,NOTARÍA 120, OAXACA, OAXACA, CARACTER: TITULAR, BELISARIO DOMINGUEZ 416, REFORMA  OAXACA, OAXACA, Socio desde: 2009, 01 951 515 2985,indyra04@hotmail.com
32,NOTARÍA 71, OAXACA, OAXACA, CARACTER: TITULAR, ANTONIO DE LEON 405, CANDIANI  OAXACA, OAXACA, Socio desde: 1998, (01 951) 514-21-60 TEL.,isaurotcc@hotmail.com
33,NOTARÍA 95, BAHIAS DE HUATULCO, OAXACA, CARACTER: TITULAR, GARDENIA 1201 INT. SECTOR H, LA CRUCECITA  BAHIAS DE HUATULCO, OAXACA, Socio desde: 2018, 01 958 587 2154,javierjimenez.gob@gmail.com
34,NOTARÍA 91, OAXACA DE JUAREZ, OAXACA, CARACTER: TITULAR, AV. INDEPENDENCIA 102, CENTRO  OAXACA DE JUAREZ, OAXACA, Socio desde: 2010, 01 951 514 5413,mtzgracida@yahoo.com.mx
35,NOTARÍA 84, VILLA DE ZACHILA, OAXACA, CARACTER: TITULAR, CALZADA VICENTE GUERRERO 117, CENTRO  VILLA DE ZACHILA, OAXACA, Socio desde: 2005, ,notaria84@hotmail.com
36,NOTARÍA 132, ZIMATLAN, OAXACA, CARACTER: TITULAR, GARCIA VIGIL 104, SAN LORENZO  ZIMATLAN, OAXACA, Socio desde: 2017, 9515716857,n132notariapublicazimatlan@outlook.com
37,NOTARÍA 118, HUAJUAPAN DE LEON, OAXACA, CARACTER: TITULAR, ANTONIO DE LEON 5 INT. 4 PISO 1 , CENTRO  HUAJUAPAN DE LEON, OAXACA, Socio desde: 2006, 01 953 5 32 01 65,notaria118@live.com
38,NOTARÍA 103, OAXACA, OAXACA, CARACTER: TITULAR, CUAUHTEMOC 439, EJIDO GUADALEPE VICTORIA  OAXACA, OAXACA, Socio desde: 2011, ,notariapublica103@hotmail.com
39,NOTARÍA 74, OAXACA, OAXACA, CARACTER: TITULAR, REFORMA 528-A INT. 3, CENTRO  OAXACA, OAXACA, Socio desde: 1995, ,mph0301@yahoo.com
40,NOTARÍA 78, OAXACA, OAXACA, CARACTER: TITULAR, ANTONIO GAY 111, CENTRO  OAXACA, OAXACA, Socio desde: 1999, ,notpub78oax@yahoo.com.mx
41,NOTARÍA 41, JUCHITAN, OAXACA, CARACTER: TITULAR, 16 DE SEPTIEMBRE 12 INT. A, CENTRO  JUCHITAN, OAXACA, Socio desde: 1984, ,notaria.41@hotmail.com
42,NOTARÍA 86, OCOTLAN DE MORELOS, OAXACA, CARACTER: TITULAR, MATAMOROS 203, CENTRO  OCOTLAN DE MORELOS, OAXACA, Socio desde: 2010, 01 951 539 6379,notaria86_oaxaca@hotmail.com
43,NOTARÍA 75, OAXACA, OAXACA, CARACTER: TITULAR, AV. HIDALGO 507 INT. A, CENTRO  OAXACA, OAXACA, Socio desde: 1998, ,notaria75oax@prodigy.net.mx
44,NOTARÍA 117, OAXACA, OAXACA, CARACTER: TITULAR, CARRETERA INTERNACIONAL 1500, DEL BOSQUE  OAXACA, OAXACA, Socio desde: 2009, 01 951 515 9312,notariapublica117@hotmail.com
45,NOTARÍA 38, OAXACA, OAXACA, CARACTER: TITULAR, AV. INDEPENDENCIA 1208, CENTRO  OAXACA, OAXACA, Socio desde: 1992, 0195 1514 0506,notaria38@hotmail.com
46,NOTARÍA 124, OAXACA, OAXACA, CARACTER: TITULAR, REFORMA 206 ALTOS INT. 4, CENTRO  OAXACA, OAXACA, Socio desde: 2011, 19515168678,notaria124oaxaca@hotmail.com
47,NOTARÍA 69, OAXACA, OAXACA, CARACTER: TITULAR, PINO SUAREZ 206, CENTRO  OAXACA, OAXACA, Socio desde: 1994, 01 951-516-52-92,notaria69oaxaca@hotmail.com
48,NOTARÍA 125, OAXACA, OAXACA, CARACTER: TITULAR, REFORMA 206 INT. INTERIOR ALTOS, CENTRO  OAXACA, OAXACA, Socio desde: 2016, 9515144368,raychagoya@gmail.com
49,NOTARÍA 111, OAXACA, OAXACA, CARACTER: ADSCRITO, DR. AURELIO VALDIVIESO 116 INT. 1, CENTRO  OAXACA, OAXACA, Socio desde: 2011, 01 951 516 4035,ricardoharp@yahoo.com
50,NOTARÍA 97, TUXTEPEC, OAXACA, CARACTER: TITULAR, VICENTE GUERRERO 241, CENTRO  TUXTEPEC, OAXACA, Socio desde: 2013, ,notariapublica97@hotmail.com
51,NOTARÍA 114, MIAHUATLAN, OAXACA, CARACTER: TITULAR, 16 DE SEPTIEMBRE 99, CENTRO  MIAHUATLAN, OAXACA, Socio desde: 2010, 01 951 572 0588,notaria114oax@yahoo.com.mx
52,NOTARÍA 98, OAXACA DE JUAREZ, OAXACA, CARACTER: TITULAR, AV. INDEPENDENCIA 1208, CENTRO  OAXACA DE JUAREZ, OAXACA, Socio desde: 2008, 01 951 5140 506,notaria38@hotmail.com
53,NOTARÍA 101, EJUTLA DE CRESPO, OAXACA, CARACTER: TITULAR, CALLE PABLO CASIMIRO LANZA 3, CENTRO  EJUTLA DE CRESPO, OAXACA, Socio desde: 2008, 01 951 573 0130,notaria101oax@hotmail.com
