,0,1,2,3,4,5,6,7,8,11,12
11,NOTARÍA 122, ECATEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, VICENTE VILLADA 9, SAN CRISTOBAL CENTRO  ECATEPEC, ESTADO DE MEXICO, Socio desde: 2000, 36 11 08 95,ahp@notariahoffmann.com.mx,
12,NOTARÍA 152, LERMA, ESTADO DE MEXICO, CARACTER: TITULAR, PASEO TOLLOCAN INT. LOCALES 6, 7 Y 8, LA ESTACION  LERMA, ESTADO DE MEXICO, Socio desde: 2005,, 'com.mx');notariapublica152@yahoo.com.mx]
13,NOTARÍA 139, ECATEPEC DE MORELOS, ESTADO DE MEXICO, CARACTER: INTERINO, AVE. REVOLUCIÓN 40 INT. B, SANTA AGUEDA  ECATEPEC DE MORELOS, ESTADO DE MEXICO, Socio desde: 2005, LOS MISMOS,arabela@notaria139edomex.com,
14,NOTARÍA 141, CHALCO, ESTADO DE MEXICO, CARACTER: TITULAR, SAN SEBASTIAN 15, BARRIO SAN SEBASTIAN  CHALCO, ESTADO DE MEXICO, Socio desde: 2018, 59 75 37 46 ,delariva@notariapublica141chalco.com,
15,NOTARÍA 41, TOLUCA , ESTADO DE MEXICO, CARACTER: TITULAR, SAN JUAN 108, FRACC PLAZAS DE SAN BUENAVENTURA  TOLUCA , ESTADO DE MEXICO, Socio desde: 2016, 167-4141,contacto@notaria41edomex.com,
16,NOTARÍA 19, TLALNEPANTLA, ESTADO DE MEXICO, CARACTER: TITULAR, VALLARTA 26 INT. 1ER PISO, CENTRO  TLALNEPANTLA, ESTADO DE MEXICO, Socio desde: 1988, 53-90-92-66,agp@notario19.com.mx,
17,NOTARÍA 170, METEPEC, ESTADO DE MEXICO, CARACTER: SUPLENTE, AVENIDA SOLIDARIDAD LA TORRES PONIENTE 401 INT. LOCAL B, SAN CARLOS  METEPEC, ESTADO DE MEXICO, Socio desde: 2011, 01 722 437 9819,notaria170edomexfm@gmail.com,
18,NOTARÍA 144, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, ANDRES QUINTANA ROO 703, CIPRES  TOLUCA, ESTADO DE MEXICO, Socio desde: 2006, 01 722 280 9885,notaria144toluca@yahoo.com.mx,
19,NOTARÍA 97, VALLE DE BRAVO, ESTADO DE MEXICO, CARACTER: INTERINO, A.U. BENITO JUAREZ GARCIA S/N, SANCHEZ  VALLE DE BRAVO, ESTADO DE MEXICO, Socio desde: 2017, 01 726 26 27 120,contacto@not97edomex.mx,
20,NOTARÍA 95, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: INTERINO, AV. DE LOS BOSQUES 169, LOMAS DE TECAMACHALCO  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2003, TEL Y FAX,arturo.gonzalez@notaria95.com.mx,
21,NOTARÍA 123, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, BOULEVARD TOLUCA-METEPEC, NORTE 117 INT. DESP 201, RANCHO SAN RAFAEL  TOLUCA, ESTADO DE MEXICO, Socio desde: 2005,, 'com');not123edomex@gmail.com]
22,NOTARÍA 187, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, AV. SOLIDARIDAD LAS TORRES S/N, LA PROVIDENCIA  TOLUCA, ESTADO DE MEXICO, Socio desde: 2018, 01 722 211 52 80,anotaria187@gmail.com,
23,NOTARÍA 178, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, CIRCUITOS MEDICOS 24 INT. PRIMER PISO, CIUDAD SATELITE  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2013, 53740624,notario178@yahoo.com,
24,NOTARÍA 87, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, PASEO TOLLOCAN 904 PTE, MORELOS  TOLUCA, ESTADO DE MEXICO, Socio desde: 2003, 0172 2217 8910,notaria87edomex@hotmail.com,
25,NOTARÍA 110, ATIZAPAN DE ZARAGOZA, ESTADO DE MEXICO, CARACTER: TITULAR, AVENIDA DE LOS JINETES 185, FRACC. LAS ARBOLEDAS  ATIZAPAN DE ZARAGOZA, ESTADO DE MEXICO, Socio desde: 1996, 5370.18.38,carlosfrancisco_castro@yahoo.com.mx,
26,NOTARÍA 129, COACALCO DE BERRIOZABAL, ESTADO DE MEXICO, CARACTER: TITULAR, BOULEVARD DE LAS ROSAS 4 Y 6, VILLA DE LAS FLORES 2A. SECCION  COACALCO DE BERRIOZABAL, ESTADO DE MEXICO, Socio desde: 2004, LOS MISMOS,chp@notariahoffmann.com.mx,
27,NOTARÍA 67, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, MARIANO MATAMOROS 200 INT. DESPACHO 106, CENTRO  TOLUCA, ESTADO DE MEXICO, Socio desde: 2011, 722 2133234,not67tol@prodigy.net.mx,
28,NOTARÍA 22, ECATEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, AV. LOPEZ MATEOS 24, CENTRO  ECATEPEC, ESTADO DE MEXICO, Socio desde: 1984, 5787.37. 69,notario22edomex@gmail.com,
29,NOTARÍA 153, NAUCALPAN, ESTADO DE MEXICO, CARACTER: INTERINO, AV. FUENTE DE TEMPLANZA 19 INT. P.B. ‘B’, LOMAS DE TECAMACHALCO  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2007, 55 89 32 37,notaria@not153.com.mx,
30,NOTARÍA 159, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: TITULAR, AV. JESUS DEL MONTE 32 INT. PISO 6 DESP. 601/602, EX HACIENDA JESUS DEL MONTE  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2011, 52 914 858,jvillicana@notaria159.com.mx,
31,NOTARÍA 105, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, BLVD. AVILA CAMACHO 460 EDIF C INT. DESP 101 Y 102, SN. ANDRES ATOTO  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2001, 53 59.54.43,c.zuckermann@notaria105.com,
32,NOTARÍA 80, TECAMACHALCO, ESTADO DE MEXICO, CARACTER: TITULAR, FUENTE DE LOS TRITONES 24 INT. 1ER PISO, LOMAS DE TECAMACHALCO  TECAMACHALCO, ESTADO DE MEXICO, Socio desde: 1983, 5589 5785,dagodi@prodigy.net.mx,
33,NOTARÍA 52, ZUMPANGO, ESTADO DE MEXICO, CARACTER: TITULAR, ZARAGOZA 1 INT. DESP 12 Y 13, CENTRO  ZUMPANGO, ESTADO DE MEXICO, Socio desde: 2000, 01 591 917.01.41,notaria52edomex@hotmail.com,
34,NOTARÍA 143, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: TITULAR, FUENTES CERES 19, LOMAS DE TECAMACHALCO  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2006, 22 24 3535,eric.garzon@notaria143.com.mx,
35,NOTARÍA 142, TLALNEPANTLA, ESTADO DE MEXICO, CARACTER: TITULAR, CONVENTO CORPUS CRISTI 50, JARDINES DE STA MONICA  TLALNEPANTLA, ESTADO DE MEXICO, Socio desde: 2005, 11 06 34 88,emacedo@notaria142.com,
36,NOTARÍA 117, TECAMAC, ESTADO DE MEXICO, CARACTER: TITULAR, AVE.CINCO DE MAYO 18, CENTRO  TECAMAC, ESTADO DE MEXICO, Socio desde: 1994, 5934 6335,not117edomex@prodigy.net.mx,
37,NOTARÍA 47, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: INTERINO, FUENTE DE PIRAMIDE 1 INT. 101, LOMAS DE TECAMACHALCO  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2012, ,esa@notarias47y171.com,
38,NOTARÍA 74, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, AV. ADOLFO LOPEZ MATEOS 33 INT. A, JARDINES DE SAN MATEO  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2011, ,eaguilar@notaria74.com,
39,NOTARÍA 3, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: SUPLENTE, SOR JUANA INES DE LA CRUZ 8, TLALNEPANTLA  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2012, 53901672,enrique@n3.com.mx,
40,NOTARÍA 191, NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, CARACTER: INTERINO, BOULEVARD MANUEL AVILA CAMACHO 685 INT. 303, INDUSTRIAL ALCE BLANCO  NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, Socio desde: 2017, 46 14 88 48,erastomartinez@notaria191.com,
41,NOTARÍA 148, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, MARIANO MATAMOROS 803, FRANCISCO MURGUIA  TOLUCA, ESTADO DE MEXICO, Socio desde: 2007, 01 722 277 83 77,contacto@148em.mx,
42,NOTARÍA 6, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, JOSE VICENTE VILLADA SUR 205, CENTRO  TOLUCA, ESTADO DE MEXICO, Socio desde: 1992, LAS DOS LINEAS,notario6@hotmail.com,
43,NOTARÍA 182, METEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, AVENIDA TECNOLOGICO 1101 NORTE LOCAL B-9, AGRICOLA BELLAVISTA  METEPEC, ESTADO DE MEXICO, Socio desde: 2016, 017222716659,notaria182metepec@gmail.com,
44,NOTARÍA 15, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, EDUARDO GONZALEZ Y PICHARDO 302, LA MERCED  TOLUCA, ESTADO DE MEXICO, Socio desde: 2011, 01 722 213 4842,notaria15mex@not15mex.com,
45,NOTARÍA 169, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: INTERINO, AV. JESUS DEL MONTE 39-B INT. OFICINA 1804, JESUS DEL MONTE  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2012, 36 05 1076,fdiez@notaria169emex.com,
46,NOTARÍA 42, NEZAHUALCOYOTL, ESTADO DE MEXICO, CARACTER: TITULAR, AV. ADOLFO LOPEZ MATEOS 463, BENITO JUAREZ  NEZAHUALCOYOTL, ESTADO DE MEXICO, Socio desde: 1975, 5792 0840,ftrueba@notaria42em.com.mx,
47,NOTARÍA 8, TLALNEPANTLA, ESTADO DE MEXICO, CARACTER: TITULAR, SOR JUANA INES DE LA CRUZ 11, CENTRO  TLALNEPANTLA, ESTADO DE MEXICO, Socio desde: 1994, 53 90 73 80,fvelasco@notaria-8.com,
48,NOTARÍA 128, TEXCOCO, ESTADO DE MEXICO, CARACTER: TITULAR, 16 DE SEPTIEMBRE 111 INT. A – 1ER PISO, CENTRO  TEXCOCO, ESTADO DE MEXICO, Socio desde: 2009, 01 595 954 6403,not128tex@hotmail.com,
49,NOTARÍA 23, NEZAHUALCOYOTL, ESTADO DE MEXICO, CARACTER: SUPLENTE, AVENIDA CUAUHTEMOC 13, MEXICO  NEZAHUALCOYOTL, ESTADO DE MEXICO, Socio desde: 2011, 57971096,notariokiwan@notaria23edomex.com.mx,
50,NOTARÍA 121, TEJUPILCO, ESTADO DE MEXICO, CARACTER: INTERINO, LEONA VICARIO 46, FLORIDA  TEJUPILCO, ESTADO DE MEXICO, Socio desde: 2017, 01 724 26 703 91,administracion@notaria121edomex.com,
51,NOTARÍA 127, IXTAPALUCA, ESTADO DE MEXICO, CARACTER: INTERINO, MUNICIPIO LIBRE 8, IXTAPALUCA CENTRO  IXTAPALUCA, ESTADO DE MEXICO, Socio desde: 2003, 59 72 34 73,nota127@yahoo.com.mx,
52,NOTARÍA 192, TLALNEPANTLA DE BAZ, ESTADO DE MEXICO, CARACTER: TITULAR, GUSTAVO BAZ 309 INT. EDIFICIO E INTERIOR 103, LA LOMA  TLALNEPANTLA DE BAZ, ESTADO DE MEXICO, Socio desde: 2017, 76 00 65 00,notaria192@notaria192.com.mx,
53,NOTARÍA 5, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, VICENTE VILLADA 122, CENTRO  TOLUCA, ESTADO DE MEXICO, Socio desde: 1973, 01722-213-41-81,notario@not5edomex.com.mx,
54,NOTARÍA 109, COACALCO DE BERRIOZABAL, ESTADO DE MEXICO, CARACTER: SUPLENTE, AVENIDA JOSE LOPEZ PORTILLO 132, CABECERA MUNICIPAL  COACALCO DE BERRIOZABAL, ESTADO DE MEXICO, Socio desde: 1999, 21 59 17 26,gezeta@notaria109em.com.mx,
55,NOTARÍA 82, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, JOSE VICENTE VILLADA SUR 106, CENTRO  TOLUCA, ESTADO DE MEXICO, Socio desde: 1982, 01 722 213.45.25,gabrielezetamoll@prodigy.net.mx,
56,NOTARÍA 7, TOLUCA DE LERDO, ESTADO DE MEXICO, CARACTER: INTERINO, MARIANO MATAMOROS SUR S/N, CENTRO  TOLUCA DE LERDO, ESTADO DE MEXICO, Socio desde: 2015, 01 722 214 4141,maris_0903@hotmail.com,
57,NOTARÍA 75, CUAUTITLAN MEXICO, ESTADO DE MEXICO, CARACTER: TITULAR, CALZADA DE GUADALUPE 703, TLAYACAC  CUAUTITLAN MEXICO, ESTADO DE MEXICO, Socio desde: 2012, 52906749,graciela.jimenez@notaria75edomex.com,
58,NOTARÍA 133, ATIZAPAN DE ZARAGOZA, ESTADO DE MEXICO, CARACTER: TITULAR, BLVD. ADOLFO LOPEZ MATEOS 9 INT. 1-B, EL POTRERO  ATIZAPAN DE ZARAGOZA, ESTADO DE MEXICO, Socio desde: 2004, LOS MISMOS,guillermo.rubio@notaria133.com.mx,
59,NOTARÍA 77, OTUMBA, ESTADO DE MEXICO, CARACTER: TITULAR, PLAZA DE LA CONSTITUCION 7, CENTRO  OTUMBA, ESTADO DE MEXICO, Socio desde: 1982, 01 592 922.04.04,luzmafo@hotmail.com,
60,NOTARÍA 21, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, FUENTE DE PIRAMIDES 1 INT. DESP 301, LOMAS DE TECAMACHALCO SECC. FUENTES  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 1985, 5294-60-08,memonot21@gmail.com,
61,NOTARÍA 184, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: INTERINO, PASAJE INTERLOMAS 6 INT. 201, MAGNOCENTRO  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2017, 5925-2433 ,g.fernandez@notaria184edomex.mx,
62,NOTARÍA 174, ECATEPEC DE MORELOS, ESTADO DE MEXICO, CARACTER: TITULAR, TAMPICO 30, TIERRA BLANCA  ECATEPEC DE MORELOS, ESTADO DE MEXICO, Socio desde: 2018, 57706322,notaria174edomex@gmail.com,
63,NOTARÍA 193, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: TITULAR, AV. ADOLFO RUIZ CORTINES S/N, FRACC. LAS MARGARITAS  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2017, 50-84-22-55,hector.astudillo@notaria193.mx,
64,NOTARÍA 147, TULTITLAN, ESTADO DE MEXICO, CARACTER: INTERINO, MANUEL ACUÑA 28, BARRIO BELEM  TULTITLAN, ESTADO DE MEXICO, Socio desde: 2005, 5888 3645,notaria_147@yahoo.com.mx,
65,NOTARÍA 155, METEPEC, ESTADO DE MEXICO, CARACTER: INTERINO, PASEO SAN ISIDRO 658 INT. 11, BARRIO ESPIRITU SANTO  METEPEC, ESTADO DE MEXICO, Socio desde: 2007, 01 722 232 2403,notaria155edomex@prodigy.net.mx,
66,NOTARÍA 59, LOS REYES LA PAZ, ESTADO DE MEXICO, CARACTER: INTERINO, FRANCISCO I. MADERO 8, LOS REYES ACAQUILPAN  LOS REYES LA PAZ, ESTADO DE MEXICO, Socio desde: 1997, 5855.66.92,letipaniagua@hotmail.com,
67,NOTARÍA 102, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, ACUEDUCTO RIO LERMA 7, AVILA CAMACHO  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 1982, 52 94 01 91,horacio.aguilar@notaria102edomex.mx,
68,NOTARÍA 27, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, COLEGIO 4, CD. SATELITE CTO.  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 1993, TODOS,not2754@yahoo.com,
69,NOTARÍA 78, LERMA, ESTADO DE MEXICO, CARACTER: INTERINO, ARTESANOS 1, CENTRO  LERMA, ESTADO DE MEXICO, Socio desde: 2018, 01 728 282 08 07,notaria.78.lerma@gmail.com,
70,NOTARÍA 68, TOLUCA, ESTADO DE MEXICO, CARACTER: INTERINO, AV. HIDALGO PONIENTE 408 INT. 2o PISO, CENTRO  TOLUCA, ESTADO DE MEXICO, Socio desde: 2017, 01 722 214 35 33,notaria_68@yahoo.com.mx,
71,NOTARÍA 164, TLALNEPANTLA, ESTADO DE MEXICO, CARACTER: TITULAR, CONVENTO DE TEPOTZOTLAN 23, JARDINES DE SANTA MONICA  TLALNEPANTLA, ESTADO DE MEXICO, Socio desde: 2008, 53 655731,notaria164edomex@yahoo.com.mx,
72,NOTARÍA 175, CUAUTITLÁN IZCALLI, ESTADO DE MEXICO, CARACTER: INTERINO, AV. DE LOS CHOPOS 2-A, ARCOS DEL ALBA  CUAUTITLÁN IZCALLI, ESTADO DE MEXICO, Socio desde: 2012, 55 58737182,jvm@notaria175.com,
73,NOTARÍA 132, ZINACANTEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, CALLE 2 DE ABRIL 108, BARRIO SAN MIGUEL  ZINACANTEPEC, ESTADO DE MEXICO, Socio desde: 2000, 01 722 218.82.68,maldo1944@hotmail.com,
74,NOTARÍA 45, NAUCALPAN, ESTADO DE MEXICO, CARACTER: TITULAR, PARQUE DE CHAPULTEPEC 36, EL PARQUE  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2005, 53 58 45 45 EXT. 130,jzamudio@notaria45.com.mx,
75,NOTARÍA 157, ECATEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, NICOLAS BRAVO 35, SAN CRISTOBAL CENTRO  ECATEPEC, ESTADO DE MEXICO, Socio desde: 2006, 5770 0643,notario157@prodigy.net.mx,
76,NOTARÍA 30, NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, CARACTER: TITULAR, FUENTE DE TRITONES 24 INT. PISO 1, TECAMACHALCO  NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, Socio desde: 2012, 5294 0094,jorgegoni@prodigy.net.mx,
77,NOTARÍA 9, TLALNEPANTLA, ESTADO DE MEXICO, CARACTER: TITULAR, BERRIOZABAL 7 INT. 101, SAN JAVIER  TLALNEPANTLA, ESTADO DE MEXICO, Socio desde: 1977, 5390.12.97,cibarol@yahoo.com.mx,
78,NOTARÍA 81, TOLUCA, ESTADO DE MEXICO, CARACTER: TITULAR, PROLONGACION 5 DE MAYO 1613 INT. 104, C. F. E. 2DA. SECCION  TOLUCA, ESTADO DE MEXICO, Socio desde: 2006, 01 722 219 5238,jgallegos@n81.mx,
79,NOTARÍA 119, TULTITLAN, ESTADO DE MEXICO, CARACTER: INTERINO, VALENTIN GOMEZ FARIAS 52, BARRIO DE SAN JUAN  TULTITLAN, ESTADO DE MEXICO, Socio desde: 2006, 0155 5888 3071,villalobos__jorge@hotmail.com,
80,NOTARÍA 125, METEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, AVENIDA LICENCIADO BENITO JUAREZ GARCIA 1301 PLANTA BAJA INT. LOCAL 21, HIPICO  METEPEC, ESTADO DE MEXICO, Socio desde: 2005, 017222106809,notaria125@hotmail.com,
81,NOTARÍA 24, TOLUCA, ESTADO DE MEXICO, CARACTER: SUPLENTE, JUAN RODRIGUEZ 409, RESIDENCIAL COLON  TOLUCA, ESTADO DE MEXICO, Socio desde: 2001, 01-722-219-61.64,jvaldes6@hotmail.com,
82,NOTARÍA 140, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: INTERINO, AVENIDA DE LOS BOSQUES 85, LOMAS DE TECAMACHALCO  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2005, 5220 6736,notaria140@notaria-portilla.com,
83,NOTARÍA 158, EDO MEXICO, ESTADO DE MEXICO, CARACTER: TITULAR, AV. ARBOLEDAS DE LA HACIENDA 52, FRACCIONAMIENTO LAS ARBOLEDAS  EDO MEXICO, ESTADO DE MEXICO, Socio desde: 2008, 55 16 68 1372,notaria158em@prodigy.net.mx,
84,NOTARÍA 60, ECATEPEC DE MORELOS, ESTADO DE MEXICO, CARACTER: TITULAR, PEDRO MORENO 5, SAN CRISTOBAL CENTRO  ECATEPEC DE MORELOS, ESTADO DE MEXICO, Socio desde: 2015, 5787 5611,notaria60@notaria60edomex.com,
85,NOTARÍA 29, NEZAHUALCOYOTL, ESTADO DE MEXICO, CARACTER: TITULAR, SOR JUANA INES DE LA CRUZ 85, METROPOLITANA 3A. SECCION  NEZAHUALCOYOTL, ESTADO DE MEXICO, Socio desde: 1999, 57 65 13 11,29notariaedomexantonio@prodigy.net.mx,
86,NOTARÍA 151, NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, CARACTER: TITULAR, AV. DE LAS FUENTES 94, LOMAS DE TECAMACHALCO  NAUCALPAN DE JUAREZ, ESTADO DE MEXICO, Socio desde: 2000, MISMOS,notaria151@hotmail.com,
87,NOTARÍA 65, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: TITULAR, PASEO DE LA HERRADURA 403, PARQUES DE LA HERRADURA  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 1977, TODOS LOS TELS-,mazoyjl@gmail.com,
88,NOTARÍA 149, METEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, PRADERA 9, LA VIRGEN METEPEC  METEPEC, ESTADO DE MEXICO, Socio desde: 2011, 01 722 508 6222,info@notaria149.mx,
89,NOTARÍA 113, NEZAHUALCOYOTL, ESTADO DE MEXICO, CARACTER: INTERINO, AV. SOR JUANA INES DE LA CRUZ 109, METROPOLITANA 3A. SECCION  NEZAHUALCOYOTL, ESTADO DE MEXICO, Socio desde: 2006, 57 93 99 24,jortiz@notaria113.mx,
90,NOTARÍA 165, NAUCALPAN, ESTADO DE MEXICO, CARACTER: INTERINO, FUENTE DE TREVI 23 INT. DESP. 502, LOMAS DE TECAMACHALCO  NAUCALPAN, ESTADO DE MEXICO, Socio desde: 2006, ,ruben.valdez@vaf.com.mx,
91,NOTARÍA 124, METEPEC, ESTADO DE MEXICO, CARACTER: TITULAR, JOSE MA. MORELOS Y PAVON 336, BARRIO DE COAUXUSTENCO  METEPEC, ESTADO DE MEXICO, Socio desde: 2000, LOS MISMOS,jama@notaria124edomex.com.mx,
92,NOTARÍA 114, IXTAPALUCA, ESTADO DE MEXICO, CARACTER: TITULAR, AV. CUAUHTEMOC 60 INT. 2NDO PISO, STA. BARBARA  IXTAPALUCA, ESTADO DE MEXICO, Socio desde: 2007, 01 55 17226312,notaria.114@hotmail.com,
93,NOTARÍA 168, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: SUPLENTE, BOULEVARD INTERLOMAS 14 INT. DESPACHO 801, CENTRO URBANO SAN FERNANDO  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2011, ,notariapublica168@yahoo.com.mx,
94,NOTARÍA 16, TEXCOCO, ESTADO DE MEXICO, CARACTER: INTERINO, CERRADA FRAY PEDRO DE GANTE 5, SAN PEDRO  TEXCOCO, ESTADO DE MEXICO, Socio desde: 2011, 01 595 954 0026,not16mex@hotmail.com,
95,NOTARÍA 85, HUIXQUILUCAN, ESTADO DE MEXICO, CARACTER: INTERINO, PARQUE DE CADIZ 2 INT. 1ER PISO, PARQUES DE LA HERRADURA  HUIXQUILUCAN, ESTADO DE MEXICO, Socio desde: 2004, 52911158,jcvillicana@notaria85.com.mx,
96,NOTARÍA 90, ESTADO DE MEXICO, ESTADO DE MEXICO, CARACTER: ADSCRITO, SALVADOR SANCHEZ COLIN 12 INT. LOCAL 9, SAN BARTOLO  ESTADO DE MEXICO, ESTADO DE MEXICO, Socio desde: 2004, 62 36 05 97 ,notaria90@notaria90.com,
97,NOTARÍA 99, CUAUTITLAN IZCALLI, ESTADO DE MEXICO, CARACTER: INTERINO, C-44-A , CENTRO URBANO  CUAUTITLAN IZCALLI, ESTADO DE MEXICO, Socio desde: 2004, 58 68 91 22,jruiz@notaria99.com.mx,
98,NOTARÍA 72, TEXCOCO DE MORA, ESTADO DE MEXICO, CARACTER: TITULAR, 2 DE MARZO 213 BIS INT. PISO 1 Y 2, CENTRO  TEXCOCO DE MORA, ESTADO DE MEXICO, Socio desde: 1997, 01 595 954.11.67,jmvaldes@prodigy.net.mx,
