,0,1,2,3,4,5,6,7,8,11
16,NOTARÍA 146, COMITAN DE DOMINGUEZ, CHIAPAS, CARACTER: TITULAR, CALLE CENTRAL NORTE 8, BARRIO CENTRO  COMITAN DE DOMINGUEZ, CHIAPAS, Socio desde: 2006, 19636320730,cfsolber@hotmail.com
17,NOTARÍA 4, REFORMA, CHIAPAS, CARACTER: TITULAR, C. MIGUEL HIDALGO S/N, CENTRO  REFORMA, CHIAPAS, Socio desde: 2011, ,notaria04_reforma@hotmail.com
18,NOTARÍA 137, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, AVENIDA CENTRAL PONIENTE 847 INT. DEPARTAMENTO 2, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2012, 01 961 614 7950,cocastellanos@notaria137chiapas.com
19,NOTARÍA 107, BERRIOZABAL, CHIAPAS, CARACTER: TITULAR, SEPTIMA AVENIDA NORTE 390, CENTRO  BERRIOZABAL, CHIAPAS, Socio desde: 2006, 01 961 656 0749,kroesquinca@hotmail.com
20,NOTARÍA 43, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 1A AVENIDA SUR PONIENTE 1135 INT. B PLANTA ALTA, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2019, 01 961-118-11-35,cesaresquinca@gmail.com
21,NOTARÍA 100, TUXTLA CHICO, CHIAPAS, CARACTER: TITULAR, MORELOS 26, BARRIO SAN MIGUEL  TUXTLA CHICO, CHIAPAS, Socio desde: 2005, ,pacomoralesu@hotmail.com
22,NOTARÍA 187, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, DOCTOR JOSE FELIPE FLORES 19, CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2017, 01 967 678 75 45,np187chiapas@gmail.com
23,NOTARÍA 61, TAPACHULA DE CORDOVA Y ORDOÑEZ, CHIAPAS, CARACTER: TITULAR, 8A SUR 57, CENTRO SUR PONIENTE  TAPACHULA DE CORDOVA Y ORDOÑEZ, CHIAPAS, Socio desde: 2017, 01 962 625 67 48 ,np_61@outlook.com
24,NOTARÍA 21, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, NOVENA PONIENTE NORTE 333, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 1980, 0196 1613 6661,notaria21chiapas@yahoo.com.mx
25,NOTARÍA 141, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 16 AVENIDA NORTE 1, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2013, ,notaria141_deleon@hotmail.com
26,NOTARÍA 112, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, CALLE CENTRAL SUR 138 INT. DEPTO 106, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2009, ,notaria112chiapas@gmail.com
27,NOTARÍA 142, CACAHOATAN, CHIAPAS, CARACTER: TITULAR, 1A AVE. SUR 14, CENTRO  CACAHOATAN, CHIAPAS, Socio desde: 2019, 01 962 19 10 504,euli-chis@hotmail.com
28,NOTARÍA 65, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 17 CALLE ORIENTE 58 INT. PRIMER PISO, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2007, 01 962 626 2078,notaria65chiapas@yahoo.com.mx
29,NOTARÍA 193, TAPACHULA, CHIAPAS, CARACTER: TITULAR, AVENIDA 9 NORTE 104, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2013, ,fatima_siman@hotmail.com
30,NOTARÍA 47, TONALA, CHIAPAS, CARACTER: TITULAR, AV. REVOLUCION 26, CENTRO  TONALA, CHIAPAS, Socio desde: 2007, 01 966 663 0274,notaria47tonalachiapas@hotmail.com
31,NOTARÍA 151, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, EDIFICIO MADARIAGA PRIMER PISO. CALLE CHIAPAS S/N INT. 2o PISO, PLAN DE AYALA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2015, 01 961 1466 113,notaria151@notaria151chiapas.com.mx
32,NOTARÍA 122, CHIAPA DE CORZO, CHIAPAS, CARACTER: TITULAR, 5 DE FEBRERO 276 INT. A, BARRIO SAN ANTONIO  CHIAPA DE CORZO, CHIAPAS, Socio desde: 2011, ,fgsy16@hotmail.com
33,NOTARÍA 81, ACAPETAHUA, CHIAPAS, CARACTER: TITULAR, 1A. CALLE PONIENTE ESQ. AVENIDA SUR PLANTA BAJA, CENTRO  ACAPETAHUA, CHIAPAS, Socio desde: 2012, ,fcogiron@hotmail.com
34,NOTARÍA 89, BARRIO SAN FELIPE, CHIAPAS, CARACTER: TITULAR, 1A. AV. NORTE LOCAL 9, BARRIO SAN FELIPE  BARRIO SAN FELIPE, CHIAPAS, Socio desde: 2012, ,gabriel@inef.com.mx
35,NOTARÍA 40, VILLAFLORES, CHIAPAS, CARACTER: TITULAR, 2A. NORTE S/N, CENTRO  VILLAFLORES, CHIAPAS, Socio desde: 2019, 01965 69 03 264,notaria_40@outlook.com
36,NOTARÍA 170, LA CONCORDIA, CHIAPAS, CARACTER: TITULAR, AVENIDA CENTRAL PONIENTE S/N, BARRIO SAN PEDRO  LA CONCORDIA, CHIAPAS, Socio desde: 2017, 01 992 636 41 19 ,garycancino@hotmail.com
37,NOTARÍA 168, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 3a NORTE PONIENTE 154, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2013, ,notaria168@hotmail.com
38,NOTARÍA 157, COMITAN DE DOMINGUEZ, CHIAPAS, CARACTER: TITULAR, 1A AVENIDA PONIENTE SUR 5, CENTRO  COMITAN DE DOMINGUEZ, CHIAPAS, Socio desde: 2017, 01 963 10 14 429,notariapublica157@hotmail.com
39,NOTARÍA 32, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 4A. AVENIDA NORTE ORIENTE 133, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2007, 01 961 612 7769,notaria32tuxtla@hotmail.com
40,NOTARÍA 94, CHIAPA DE CORZO, CHIAPAS, CARACTER: TITULAR, CENOBIO AGUILAR 362, BARRIO SAN ANTONIO ABAD  CHIAPA DE CORZO, CHIAPAS, Socio desde: 2007, ,gilbertoomendez_np94mx@hotmail.com
41,NOTARÍA 123, BERRIOZABAL, CHIAPAS, CARACTER: SUPLENTE, 2A SUR ORIENTE 215, CENTRO  BERRIOZABAL, CHIAPAS, Socio desde: 2013, ,notaria123chiapas@gmail.com
42,NOTARÍA 169, CHIAPAS, CHIAPAS, CARACTER: TITULAR, CARRETERA SUCHIAPA VILLAFLORES 20, BARRIO EL MIRADOR  CHIAPAS, CHIAPAS, Socio desde: 2016, 01 961 656 20 28,notaria169.suchiapa@gmail.com
43,NOTARÍA 186, PALENQUE, CHIAPAS, CARACTER: TITULAR, AV. 5 DE MAYO S/N, CENTRO  PALENQUE, CHIAPAS, Socio desde: 2013, ,grmiceli@hotmail.com
44,NOTARÍA 39, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, CALZ. ANTONIO PARIENTE ALGARIN 504 INT. LOCAL 9, LOS CAFETALES  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2002, ,notaria39chiapas@gmail.com
45,NOTARÍA 99, JIQUIPILAS, CHIAPAS, CARACTER: TITULAR, PRIMERA PONIENTA NORTE 22, CENTRO  JIQUIPILAS, CHIAPAS, Socio desde: 2011, 01 968 681 1034,notaria99ruiz@hotmail.com
46,NOTARÍA 72, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, AV. IGNACIO ALLENDE 4, CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2018, 01 967 678 95 78,humberto.flores@notaria72.mx
47,NOTARÍA 191, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, RAFAEL SELVAS 590, LOS LAGUITOS  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2019, 01 961 125 04 09,ivangsanchez@gmail.com
48,NOTARÍA 138, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: SUSTITUTO, CIRCUNVALACION TAPACHULA 330, MOCTEZUMA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2013, 961 2121896,notaria0138@gmail.com
49,NOTARÍA 101, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 1RA. NORTE OTE. 450, TERAN  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2005, 01 961 67 18836,notariatuxtla101@hotmail.com
50,NOTARÍA 195, TAPACHULA, CHIAPAS, CARACTER: TITULAR, CUARTA CALLE PONIENTE 29, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2008, ,angelesht73@hotmail.com
51,NOTARÍA 158, VILLAFLORES, CHIAPAS, CARACTER: TITULAR, CENTRAL SUR 23, CENTRO  VILLAFLORES, CHIAPAS, Socio desde: 2015, ,notaria@np158.mx
52,NOTARÍA 177, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 10 PONIENTE NORTE 1085, VISTA HERMOSA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2018, 01 961 611 29 93,notario177chiapas@gmail.com
53,NOTARÍA 27, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 2A. PTE. 21, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 1991, ,cruztoledo2003@yahoo.com.mx
54,NOTARÍA 104, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, CALLE SEPTIMA NORTE 1030, BARRIO COLON  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2002, ,jorgerovelo@hotmail.com
55,NOTARÍA 174, COMITAN DE DOMINGUEZ, CHIAPAS, CARACTER: TITULAR, 6A CALLE SUR ORIENTE 88, BARRIO DE SAN AGUSTIN  COMITAN DE DOMINGUEZ, CHIAPAS, Socio desde: 2008, ,notaria174chiapas@live.com.mx
56,NOTARÍA 18, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 4A. PTE. SUR 150 INT. 1ER PISO, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 1997, ,not18chis@prodigy.net.mx
57,NOTARÍA 162, LAS MARGARITAS, CHIAPAS, CARACTER: TITULAR, 1A AV OTE NTE 17, CENTRO  LAS MARGARITAS, CHIAPAS, Socio desde: 2013, 01 9636 360 091,josemadoca@hotmail.com
58,NOTARÍA 36, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 9A. ORIENTE 7 INT. 1ER PISO, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2007, 01 962 118 33 57,notaria36tapachula@prodigy.net.mx
59,NOTARÍA 49, TAPACHULA, CHIAPAS, CARACTER: TITULAR, AV. CENTRAL 45, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2002, 01 962 642 7014,notaria49chiapas@hotmail.com
60,NOTARÍA 150, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 2A AVENIDA SUR 1057, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2012, 01 961 613 1235,jcoutino@yahoo.com
61,NOTARÍA 126, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, DECIMA PONIENTE NORTE 769 INT. LOCAL B, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2011, ,juanjfupa@gmail.com
62,NOTARÍA 182, LAS ROSAS, CHIAPAS, CARACTER: TITULAR, AVENIDA CENTRAL NORTE 48, CENTRO  LAS ROSAS, CHIAPAS, Socio desde: 2013, 19926720080,notaria182@hotmail.com
63,NOTARÍA 181, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: SUPLENTE, AVENIDA 5A NORTE PONIENTE 1416 INT. A, MOCTEZUMA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2015, ,lrodriguez@notaria181.com
64,NOTARÍA 147, SAN FERNANDO, CHIAPAS, CARACTER: TITULAR, CARRETERA SAN FERNANDO 50 A, SIN COLONIA  SAN FERNANDO, CHIAPAS, Socio desde: 2019, 01961 271 5069,notaria147chiapas@gmail.com
65,NOTARÍA 103, OCOZOCOAUTLA DE ESPINOSA, CHIAPAS, CARACTER: TITULAR, CALLE CENTRAL BARRIO SAN ANTONIO 34, CENTRO  OCOZOCOAUTLA DE ESPINOSA, CHIAPAS, Socio desde: 2009, 01 968 68 81090,notaria103chiapas@gmail.com
66,NOTARÍA 132, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, GUADALUPE VICTORIA 1, CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2016, 019676781102,not132chiapas@hotmail.com
67,NOTARÍA 12, TAPACHULA, CHIAPAS, CARACTER: TITULAR, AV. CENTRAL SUR 59 INT. 101, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2002, 0196 2625 4065,notariapublica012@prodigy.net.mx
68,NOTARÍA 178, PARRAL, CHIAPAS, CARACTER: TITULAR, PRIMERA AV SUR 159, CENTRO  PARRAL, CHIAPAS, Socio desde: 2013, ,notariapublica178chiapas@hotmail.com
69,NOTARÍA 192, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: SUPLENTE,  1050, VISTA HERMOSA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2019, 0196 122 36 540,notaria192@outlook.com
70,NOTARÍA 5, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 4A. AV. SUR 34 INT. ALTOS 1, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2005, 01 962 118 18 35,marcos_jus@hotmail.com
71,NOTARÍA 37, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, 5 DE FEBRERO 23 INT. A, CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2007, 01 967 678 3387,notaria37chiapas@prodigy.net.mx
72,NOTARÍA 130, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, AV CRESCENCIO ROSAS 54, BARRIO SAN DIEGO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2015, ,notariapublica130@gmail.com
73,NOTARÍA 108, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 21 PONIENTE SUR 1348, PENIPAK  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2007, 01 961 6111084,notariapublica108@hotmail.com
74,NOTARÍA 85, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, PROLONGACION CALZADA CIRO FARRERA 2, LOS LAGUITOS  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2008, ,notaria_85chiapas@hotmail.com
75,NOTARÍA 72, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: ADJUNTO, AV. IGNACIO ALLENDE 4, CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2005, 01 967 678 95 78,guadalupe.flores@notaria72.mx
76,NOTARÍA 41, SAN CRISTOBAL DE LA CASAS, CHIAPAS, CARACTER: TITULAR, MARIA ADELINA FLORES NUM 7, CENTRO  SAN CRISTOBAL DE LA CASAS, CHIAPAS, Socio desde: 2012, ,notaria41am@prodigy.net.mx
77,NOTARÍA 75, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, GUADALUPE VICTORIA 30, BARRIO LA MERCED  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2006, 01 967 678 97 25,arturo.moralesurioste75@gmail.com
78,NOTARÍA 31, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, BLVD. DOCTOR BELISARIO DOMINGUEZ 3895 INT. C, TERAN  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2006, 01 961 615 8917,notaria31chiapas@hotmail.com
79,NOTARÍA 154, TAPACHULA DE CORDOVA Y ORDOÑEZ, CHIAPAS, CARACTER: TITULAR, 6a. AVE. NORTE 48, CENTRO  TAPACHULA DE CORDOVA Y ORDOÑEZ, CHIAPAS, Socio desde: 2013, ,marthasumuanocancino@yahoo.com.mx
80,NOTARÍA 46, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, LIBRAMIENTO NORTE PONIENTE 2851 INT. PLANTA ALTA LOCAL 19, MIRAVALLE  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2006, 01 961 611 1779,msolorzano@notaria46chiapas.com
81,NOTARÍA 98, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 1A. CALLE ORIENTE 35 INT. A, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2008, 01 962 62 53061,notario.milton@hotmail.com
82,NOTARÍA 67, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 6TA. NORTE PONIENTE 1882, RESIDENCIAL HACIENDA  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2005, ,m67notari@hotmail.com
83,NOTARÍA 55, OCOSINGO, CHIAPAS, CARACTER: TITULAR, CALLE CENTRAL 8, CENTRO  OCOSINGO, CHIAPAS, Socio desde: 2014, ,notaria55ocosingo@hotmail.com
84,NOTARÍA 119, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 4A. AVENIDA SUR 13, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2011, ,notaria119ntg@gmail.com
85,NOTARÍA 14, TONALA, CHIAPAS, CARACTER: TITULAR, AV. RAYON 958, CENTRO  TONALA, CHIAPAS, Socio desde: 2007, 01 966 66 35369,notaria-14@hotmail.com
86,NOTARÍA 24, TAPACHULA, CHIAPAS, CARACTER: TITULAR, AVENIDA CENTRAL SUR 29, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2002, 01 962 62 61 623,ndegyvesc@prodigy.net.mx
87,NOTARÍA 38, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 13A. PONIENTE NORTE 199, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2005, 01 961 613 11 22,normyta2001@yahoo.com.mx
88,NOTARÍA 127, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 6A. SUR PTE. 1614, XAMAIPAK  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2009, LOS MISMOS,notaria127chiapas@hotmail.com
89,NOTARÍA 42, COMITAN, CHIAPAS, CARACTER: TITULAR, 6A. CALLE SUR OTE 17, BARRIO SAN SEBASTIAN  COMITAN, CHIAPAS, Socio desde: 2003, 01 963 63 27 424,notario42@hotmail.com
90,NOTARÍA 16, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 13A PONIENTE NORTE 199, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 1992, 01 961 613 1122,oscaresquinca16@gmail.com
91,NOTARÍA 156, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, RIO USUMACINTA 139, LOS LAURELES  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2019, 01 961 615 5713,ovidiocortazarramos@hotmail.com
92,NOTARÍA 114, CHIAPA DE CORZO, CHIAPAS, CARACTER: TITULAR, CALLE MEXICANIDAD DE CHIAPAS 11, CENTRO  CHIAPA DE CORZO, CHIAPAS, Socio desde: 2011, 01 961 153 0254,chiapadecorzonotaria114@gmail.com
93,NOTARÍA 111, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: TITULAR, DOCTOR NAVARRO 17-A, EL CERRILLO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2013, ,notaria111chiapas@yahoo.com.mx
94,NOTARÍA 90, BERRIOZABAL, CHIAPAS, CARACTER: TITULAR, AV CENTRAL PONIENTE 153-Bis, CENTRO  BERRIOZABAL, CHIAPAS, Socio desde: 2013, 01 961 615 56 06,notaria90chiapas@gmail.com
95,NOTARÍA 148, VENUSTIANO CARRANZA, CHIAPAS, CARACTER: TITULAR, AV CENTRAL 26, CENTRO  VENUSTIANO CARRANZA, CHIAPAS, Socio desde: 2013, 6870211,notaria.148@gmail.com
96,NOTARÍA 10, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, DECIMA PONIENTE SUR 549 INT. A, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2009, 01 961 60 00849,notaria10chis@gmail.com
97,NOTARÍA 20, COMITAN DE DOMINGUEZ, CHIAPAS, CARACTER: ADJUNTO, PRIMERA CALLE SUR ORIENTE 8, COMITAN DE DOMINGUEZ CENTRO  COMITAN DE DOMINGUEZ, CHIAPAS, Socio desde: 2015, 6321344,pensamientoruth@yahoo.com.mx
98,NOTARÍA 23, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 64 NORTE PONIENTE 1415, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2002, ,sarmandoaguilar@hotmail.com
99,NOTARÍA 163, CINTALAPA, CHIAPAS, CARACTER: SUPLENTE, Av. 1 SUR ORIENTE 195, CENTRO CINTALAPA DE FIGUEROA  CINTALAPA, CHIAPAS, Socio desde: 2013, ,notariapublica163cintalapa@hotmail.com
100,NOTARÍA 102, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, 9A CALLE PONIENTE SUR 153, CENTRO TUXTLA GUTIERREZ  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2009, 01 961 61 261 99,contactanos@notaria102chiapas.com.mx
101,NOTARÍA 64, PICHUCALCO, CHIAPAS, CARACTER: TITULAR, AURORA S/N, CENTRO  PICHUCALCO, CHIAPAS, Socio desde: 2011, 01 932 323 0131,susanalarapintonotaria64@hotmail.com
102,NOTARÍA 135, SAN CRISTOBAL DE LAS CASAS, CHIAPAS, CARACTER: SUPLENTE, HERMANOS DOMINGUEZ 13 INT. A, ZONA CENTRO  SAN CRISTOBAL DE LAS CASAS, CHIAPAS, Socio desde: 2014, ,ramosnotaria135@gmail.com
103,NOTARÍA 20, COMITAN DE DOMINGUEZ, CHIAPAS, CARACTER: TITULAR, 1A. CALLE SUR- ORIENTE 8, CENTRO  COMITAN DE DOMINGUEZ, CHIAPAS, Socio desde: 1997, DIRECTO EXT. 119,notario20@gmail.com
104,NOTARÍA 95, ARRIAGA, CHIAPAS, CARACTER: TITULAR, 4a. AVENIDA ORIENTE NORTE 1 ALTOS 2, CENTRO  ARRIAGA, CHIAPAS, Socio desde: 2011, ,notariapublica95@gmail.com
105,NOTARÍA 25, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, AV. CENTRAL ORIENTE 836 INT. 11, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 1983, ,not25chis@prodigy.net.mx
106,NOTARÍA 183, TUXTLA GUTIERREZ, CHIAPAS, CARACTER: TITULAR, AV. CENTRAL ORIENTE 836 INT. 11 PLANTA BAJA, CENTRO  TUXTLA GUTIERREZ, CHIAPAS, Socio desde: 2006, 01 961 612 6490,notario183chiapas@hotmail.com
107,NOTARÍA 45, TAPACHULA, CHIAPAS, CARACTER: TITULAR, 2A. AVENIDA SUR 111, CENTRO  TAPACHULA, CHIAPAS, Socio desde: 2007, ,notaria45chis@gmail.com
