,0,1,2,3,4,5,6,7,8,11
19,NOTARÍA 21, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, PASEO TABASCO 427, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 1983, 01 993 314 13 73,fdavid@notaria21tabasco.mx
20,NOTARÍA 17, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, AV. 27 DE FEBRERO 1822, ATASTA DE SERRA  VILLAHERMOSA, TABASCO, Socio desde: 2009, LOS MISMOS,gerardolopezconde17@hotmail.com
21,NOTARÍA 7, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, PLUTARCO ELIAS CALLES 515, JESUS GARCIA  VILLAHERMOSA, TABASCO, Socio desde: 2002, 01 993 3521 694 AL 97,medinapereznieto@hotmail.com
22,NOTARÍA 1, CUNDUACAN, TABASCO, CARACTER: ADSCRITO, HIDALGO 10, CENTRO  CUNDUACAN, TABASCO, Socio desde: 2017, 914 336 0045,gregorio@notariataracena.mx
23,NOTARÍA 1, NACAJUCA, TABASCO, CARACTER: ADSCRITO, AV. DEL BOSQUE 14, BOSQUE DE SALOYA  NACAJUCA, TABASCO, Socio desde: 2006, 01 993 139 7098,notaria1nacajuca@outlook.com
24,NOTARÍA 28, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, IGNACIO ZARAGOZA 704, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 1998, ,nota28@prodigy.net.mx
25,NOTARÍA 4, CARDENAS, TABASCO, CARACTER: TITULAR, HERMENEGILDO GALEANA 408, CENTRO  CARDENAS, TABASCO, Socio desde: 2011, ,notaria4cardenastabasco@yahoo.com.mx
26,NOTARÍA 3, JALPA DE MENDEZ, TABASCO, CARACTER: ADSCRITO, PROLONGACIÓN JUSTO SIERRA 62, BARRIO SAN LUIS  JALPA DE MENDEZ, TABASCO, Socio desde: 2019, 01914 337 16 52,notario3jalpa@hotmail.com
27,NOTARÍA 31, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, CALLE 24 116, FLORIDA  VILLAHERMOSA, TABASCO, Socio desde: 2002, 01 993 315 78 11,jesuspina@prodigy.net.mx
28,NOTARÍA 39, CENTRO, TABASCO, CARACTER: TITULAR, AV HIDALGO 10, CENTRO  CENTRO, TABASCO, Socio desde: 2014, 019933151176,fabiantaracena@hotmail.com
29,NOTARÍA 1, HUIMANGUILLO, TABASCO, CARACTER: TITULAR, JACINTO LOPEZ 65, CENTRO  HUIMANGUILLO, TABASCO, Socio desde: 2007, 01 917 375 0125,jemanotaria1@yahoo.com.mx
30,NOTARÍA 16, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, AVENIDA MEXICO 315, DEL BOSQUE  VILLAHERMOSA, TABASCO, Socio desde: 2007, 01 99 33 51 00 57,joaquinglez@prodigy.net.mx
31,NOTARÍA 6, VILLAHERMOSA, TABASCO, CARACTER: SUPLENTE, AV. CAMPO SITIO GRANDE ESQUINA AV. CAMPO SAMARIA CASA 8 INT. SAUCES II, FRACCIONAMIENTO CARRIZAL TABASCO 2000 CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 2016, 01 993 316 22 16,notaria6centrotab@outlook.com
32,NOTARÍA 35, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, QUINTIN ARAUZ 110, PRIMERO DE MAYO  VILLAHERMOSA, TABASCO, Socio desde: 2015, ,japerezalonso@notaria35.mx
33,NOTARÍA 2, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, MELCHOR OCAMPO 113, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 1998, LOS MISMOS,notaria2@prodigy.net.mx
34,NOTARÍA 1, PARAISO, TABASCO, CARACTER: TITULAR, BUENOS AIRES 204, CENTRO  PARAISO, TABASCO, Socio desde: 1977, 01 933-333-03-05,notariotabasco@hotmail.com
35,NOTARÍA 1, PARAISO, TABASCO, CARACTER: ADSCRITO, BUENOS AIRES 204, CENTRO  PARAISO, TABASCO, Socio desde: 2001, 01 933-333-13-60,ponsjorge@hotmail.com
36,NOTARÍA 31, VILLAHERMOSA, TABASCO, CARACTER: ADSCRITO, CALLE 24 116, FLORIDA  VILLAHERMOSA, TABASCO, Socio desde: 2019, 01 993 315 45 46,alberto_lara@notaria31tabasco.com
37,NOTARÍA 1, CARDENAS, TABASCO, CARACTER: TITULAR, MOCTEZUMA 625, CENTRO  CARDENAS, TABASCO, Socio desde: 2004, 01 937 372 1817,notariaunocar@hotmail.com
38,NOTARÍA 22, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, 5 DE MAYO 418, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 1985, 01 993-312-18-23,jmcerna22@hotmail.com
39,NOTARÍA 3, COMALCALCO, TABASCO, CARACTER: TITULAR, LERDO 813, GUERRERO  COMALCALCO, TABASCO, Socio desde: 2007, 01 933 334 0066,julio_delaguila@hotmail.com
40,NOTARÍA 22, VILLAHERMOSA, TABASCO, CARACTER: ADSCRITO, 5 DE MAYO 418, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 2005, 01 993 312 18 23,jcerna@prodigy.net.mx
41,NOTARÍA 12, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, AVENIDA 27 DE FEBRERO 2101, ATASTA  VILLAHERMOSA, TABASCO, Socio desde: 2019, 35 43 439,notaria12@notaria12tabasco.com
42,NOTARÍA 18, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, CALLE 23 DE AGOSTO 201 -A, JESUS GARCIA  VILLAHERMOSA, TABASCO, Socio desde: 2019, 01 993 242 9890,filigranacja@gmail.com
43,NOTARÍA 2, HUIMANGUILLO, TABASCO, CARACTER: ADSCRITO, RAFAEL MARTINEZ DE ESCOBAR 35, HUIMANGUILLO  HUIMANGUILLO, TABASCO, Socio desde: 2016, 9173 750082,juancarlos_ocana@live.com.mx
44,NOTARÍA 32, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, NARCISO SAENZ 126, ZONA LUZ  VILLAHERMOSA, TABASCO, Socio desde: 2002, (01993)312-05-21,salapoisot@hotmail.com
45,NOTARÍA 26, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, CALLE PRIMAVERA FRACC. PRIMAVERA 103, ATASTA DE SERRA  VILLAHERMOSA, TABASCO, Socio desde: 1989, 01 993* 3-15-56-42,leticiagr@hotmail.com
46,NOTARÍA 1, EMILIANO ZAPATA, TABASCO, CARACTER: TITULAR, CRISTOBAL COLON 1006, CENTRO  EMILIANO ZAPATA, TABASCO, Socio desde: 2003, 01 934 343 00 45,luis_mayonotaria@yahoo.com.mx
47,NOTARÍA 3, HUIMANGUILLO, TABASCO, CARACTER: ADSCRITO, AV. RAFAEL MARTINEZ DE ESCOBAR 8, CENTRO  HUIMANGUILLO, TABASCO, Socio desde: 2012, ,mannixx68@hotmail.com
48,NOTARÍA 4, VILLAHERMOSA, TABASCO, CARACTER: ADSCRITO, TENIS 116, DEPORTIVA RESIDENCIAL  VILLAHERMOSA, TABASCO, Socio desde: 2019, 01 993 186 0596,rhonorarioscachon@gmail.com
49,NOTARÍA 3, HUIMANGUILLO, TABASCO, CARACTER: TITULAR, RAFAEL MARTINEZ DE ESCOBAR 8, CENTRO  HUIMANGUILLO, TABASCO, Socio desde: 2005, 01 917 37 506 16,mannixx68@hotmail.com
50,NOTARÍA 30, VILLAHERMOSA, TABASCO, CARACTER: SUPLENTE, NIÑOS HÉROES 158 INT. D, ATASTA DE SERRA  VILLAHERMOSA, TABASCO, Socio desde: 2007, ,buendiaburgosm@yahoo.com.mx
51,NOTARÍA 2, MACUSPANA, TABASCO, CARACTER: TITULAR, VICENTE GUERRERO 102, MACUSPANA  MACUSPANA, TABASCO, Socio desde: 2016, 01 993 347 80 31 ,notaria2_macuspana@hotmail.com
52,NOTARÍA 4, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, TENIS 116, DEPORTIVA RESIDENCIAL  VILLAHERMOSA, TABASCO, Socio desde: 2007, ,miguelcachon01@hotmail.com
53,NOTARÍA 29, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, NICOLAS BRAVO EDIF. PASTRANA 102 INT. 2NDO PISO, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 2004, 01 993 3 52 47 81 ,licnarcisooropeza@hotmail.com
54,NOTARÍA 1, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, ALDAMA 605, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 2004, 01 993 312 17 63,notaria1vhsa@prodigy.net.mx
55,NOTARÍA 2, PARAISO, TABASCO, CARACTER: TITULAR, CALLE 2 DE ABRIL 303, CENTRO  PARAISO, TABASCO, Socio desde: 2019, 01 9333331665,notariaparaiso@gmail.com
56,NOTARÍA 33, CENTRO, TABASCO, CARACTER: TITULAR, CARRETERA VILLA HERMOSA FRONTERA KM 18 S/N, VILLA OCUILTZAPOTLAN  CENTRO, TABASCO, Socio desde: 2003, 01 99 33 21 22 46,hadcha@hotmail.com
57,NOTARÍA 4, COMALCALCO, TABASCO, CARACTER: TITULAR, JUAREZ 110, CENTRO  COMALCALCO, TABASCO, Socio desde: 2005, 01 933 334 86 74,notaria4comal@hotmail.com
58,NOTARÍA 19, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, PASEO DE LOS LEONES 103-A, REFORMA  VILLAHERMOSA, TABASCO, Socio desde: 1983, TEL Y FAX,notaria19tab@aol.com
59,NOTARÍA 29, VILLAHERMOSA, TABASCO, CARACTER: ADSCRITO, SAUCES 101 INT. ESQUINA CON AVENIDA DE LAS FLORES, HERIBERTO KEHOE VICENT  VILLAHERMOSA, TABASCO, Socio desde: 2017, 9933095501,oropeza_lutzow@hotmail.com
60,NOTARÍA 38, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, PASEO TABASCO 427 INT. 1, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 2004, 01 993 314 13 73,romanesteban@notaria38tabasco.com
61,NOTARÍA 5, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, MARRAKECH 1, GONZALEZ 1A SECCION  VILLAHERMOSA, TABASCO, Socio desde: 2000, (01 993) 312-46-75,notaria@notaria5tabasco.com
62,NOTARÍA 3, PARAISO, TABASCO, CARACTER: TITULAR, CALLE GREGORIO MENDEZ MAGAÑA 209, CENTRO  PARAISO, TABASCO, Socio desde: 2018, 019333333609,notaria3paraiso@hotmail.com
63,NOTARÍA 1, TEAPA, TABASCO, CARACTER: TITULAR, PLAZA INDEPENDENCIA 167 INT. A, CENTRO  TEAPA, TABASCO, Socio desde: 2004, EL MISMO,yani_lopez@hotmail.com
64,NOTARÍA 9, VILLAHERMOSA, TABASCO, CARACTER: TITULAR, JOSE N. ROVIROSA 133, CENTRO  VILLAHERMOSA, TABASCO, Socio desde: 1975, 01 993-312-06-37,zozimo.vazquez@hotmail.com
