,0,1,2,3,4,5,6,7,8,11,12
58,NOTARÍA 28, CD. JUAREZ, CHIHUAHUA, CARACTER: TITULAR, PASEO TRIUNFO DE LA REPUBLICA 3340 INT. 602, PARTIDO ESCOBEDO  CD. JUAREZ, CHIHUAHUA, Socio desde: 1999, 0165 6629 3925,obecerra@notaria28.com,
59,NOTARÍA 3, SAUCILLO, CHIHUAHUA, CARACTER: TITULAR, COLON 124, AGUSTIN MELGAR  SAUCILLO, CHIHUAHUA, Socio desde: 2016, 621 47 501 31,pedro_castaned@hotmail.com,
60,NOTARÍA 5, JUAREZ, CHIHUAHUA, CARACTER: , AVENIDA DEL CHARRO 452, FRACCIONAMIENTO ALAMOS DE SAN LORENZO  JUAREZ, CHIHUAHUA, Socio desde: 2016, 016566551500,raguirre@notario5.com,
61,NOTARÍA 1, GUACHOCHI, CHIHUAHUA, CARACTER: TITULAR, MACLOVIO HERRERA 309, CENTRO  GUACHOCHI, CHIHUAHUA, Socio desde: 2013, ,haguirre_61@hotmail.com,
62,NOTARÍA 1, DELICIAS, CHIHUAHUA, CARACTER: TITULAR, 20 NORTE 504, IMPERIAL  DELICIAS, CHIHUAHUA, Socio desde: 1993, ,rcchnotaria1@hotmail.com,
63,NOTARÍA 24, CD. JUAREZ, CHIHUAHUA, CARACTER: TITULAR, CARLOS VILLARREAL 2875, MARGARITAS  CD. JUAREZ, CHIHUAHUA, Socio desde: 1991, 01 656 613-18-89,notaria24juarez@yahoo.com.mx,
64,NOTARÍA 2, HIDALGO DEL PARRAL, CHIHUAHUA, CARACTER: TITULAR, VALLARTA 2, CENTRO  HIDALGO DEL PARRAL, CHIHUAHUA, Socio desde: 2017, 627 5236 844,rramos@notaria2parral.com.mx,
65,NOTARÍA 16, CD. JUAREZ, CHIHUAHUA, CARACTER: TITULAR, AV. EJERCITO NACIONAL 7695 INT. C, FRACC. PARTIDO IGLESIAS  CD. JUAREZ, CHIHUAHUA, Socio desde: 1999, 0165 6617 6428,agonzalez@eclegal.com,
66,NOTARÍA 21, JUAREZ, CHIHUAHUA, CARACTER: TITULAR, JOSE CLEMENTE OROZCO 398, ALAMOS DE SAN LORENZO  JUAREZ, CHIHUAHUA, Socio desde: 2018, 01 656 716 77 36,notaria21smm@hotmail.com,
67,NOTARÍA 3, CHIHUAHUA, CHIHUAHUA, CARACTER: TITULAR, CALLE CORONADO 115, CENTRO  CHIHUAHUA, CHIHUAHUA, Socio desde: 2005, 01 614 410 01 00,hvilla@notaria3chih.com,
68,NOTARÍA 29, CHIHUAHUA, CHIHUAHUA, CARACTER: TITULAR, CALLE CORONADO 406, CENTRO  CHIHUAHUA, CHIHUAHUA, Socio desde: 2005, 01 614 410 41 37,notaria29chihuahua@gmail.com,
69,NOTARÍA 19, CHIHUAHUA, CHIHUAHUA, CARACTER: TITULAR, HIDALGO 11, PACIFICO  CHIHUAHUA, CHIHUAHUA, Socio desde: 2012, 01 652 572 3990,v.m.a2007@hotmail.com,
70,NOTARÍA 3, HIDALGO DEL PARRAL, CHIHUAHUA, CARACTER: TITULAR, CONSTITUCION 19, CENTRO  HIDALGO DEL PARRAL, CHIHUAHUA, Socio desde: 1993, ,notaria3hgo@hotmail.com,
