,0,1,2,3,4,5,6,7,8,11,12
14,NOTARÍA 76, PUERTO PEÑASCO, SONORA, CARACTER: TITULAR, AVENIDA LOS PINOS 127, CENTRO  PUERTO PEÑASCO, SONORA, Socio desde: 2015, 01 638 388 1203,chastre_encinas@hotmail.com,
15,NOTARÍA 44, GUAYMAS, SONORA, CARACTER: TITULAR, CALLE 20 304, CENTRO  GUAYMAS, SONORA, Socio desde: 2008, 01 622 22 20545,notariapublica_44@hotmail.com,
16,NOTARÍA 70, NOGALES, SONORA, CARACTER: TITULAR, CAMPILLO 86 INT. LOC 214, FUNDO LEGAL  NOGALES, SONORA, Socio desde: 2013, ,dolyzanotaria70@hotmail.com,
17,NOTARÍA 73, HERMOSILLO, SONORA, CARACTER: TITULAR, MANUEL Z. CUBILLAS 74, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2007, 01 662 2175638,notariapublica73@gmail.com,
18,NOTARÍA 55, CD. OBREGON, SONORA, CARACTER: TITULAR, AV. MIGUEL ALEMAN 164 SUR, CENTRO  CD. OBREGON, SONORA, Socio desde: 1970, 01 644 414 96 31,notaria-55@hotmail.com,
19,NOTARÍA 106, HERMOSILLO, SONORA, CARACTER: TITULAR, ARCO IRIS 46, PALMAR DEL SOL  HERMOSILLO, SONORA, Socio desde: 2016, 662 216 25 95,notaria106.sonora@gmail.com,
20,NOTARÍA 66, HERMOSILLO, SONORA, CARACTER: SUPLENTE, DR. PESQUEIRA 26, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2017, 01 662 213 00 75,notaria66sonora@hotmail.com,
21,NOTARÍA 11, HERMOSILLO, SONORA, CARACTER: SUPLENTE, CALLE LONDRES 180, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2004, 01-662-217-44-53,notariapublica11@hotmail.com,
22,NOTARÍA 26, PUERTO PEÑASCO, SONORA, CARACTER: TITULAR, BOULEVARD FREEMONT, PLAZA ALAINAS 289 INT. LOCAL 4, CENTRO SUR  PUERTO PEÑASCO, SONORA, Socio desde: 2003,, 'com.mx');fmanzot@yahoo.com.mx]
23,NOTARÍA 92, AGUA PRIETA, SONORA, CARACTER: TITULAR, CALLE 2 AVENIDA 6TA. 210, CENTRO  AGUA PRIETA, SONORA, Socio desde: 1981, ,notaria92@prodigy.net.mx,
24,NOTARÍA 18, CIUDAD OBREGON, SONORA, CARACTER: TITULAR, 5 DE FEBRERO 133 SUR, CENTRO  CIUDAD OBREGON, SONORA, Socio desde: 1992, 01-644-414-25-04,galfaro1@prodigy.net.mx,
25,NOTARÍA 81, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD FRANCISCO EUSEBIO KINO 309 INT. TORRE HERMOSILLO PISO 11, COUNTRY CLUB  HERMOSILLO, SONORA, Socio desde: 2016, 6622 89 0089,ggq81@hotmail.com,
26,NOTARÍA 81, HERMOSILLO, SONORA, CARACTER: SUPLENTE, BLVD. KINO 309 INT. PISO 16-2, COUNTRY CLUB  HERMOSILLO, SONORA, Socio desde: 2009, 01 662 289 0050,ggutierrezsanchez@hotmail.com,
27,NOTARÍA 72, HERMOSILLO, SONORA, CARACTER: TITULAR, OLIVARES 46, OLIVARES  HERMOSILLO, SONORA, Socio desde: 2006, 01 662 218 25 22,gilbertoov33@gmail.com,
28,NOTARÍA 36, HERMOSILLO, SONORA, CARACTER: TITULAR, ROSALES 114 INT. ALTOS, CENTRO  HERMOSILLO, SONORA, Socio desde: 1995, 01 662-217-53-75,notaria36@prodigy.net.mx,
29,NOTARÍA 83, HERMOSILLO, SONORA, CARACTER: TITULAR, LIVERPOOL 9, PRADOS DEL CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2016, 662 21 22 287,notaria83hermosillo@gmail.com,
30,NOTARÍA 51, HERMOSILLO, SONORA, CARACTER: TITULAR, GALEANA 35, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 1997, ,notaria51@prodigy.net.mx,
31,NOTARÍA 54, SAN LUIS RIO COLORADO, SONORA, CARACTER: TITULAR, AV. FELIX CONTRERAS Y CALLE SEGUNDA 611 INT. D, CUAUHTEMOC  SAN LUIS RIO COLORADO, SONORA, Socio desde: 2018, 01 653 53 41 402,spleycasc@gmail.com,
32,NOTARÍA 31, CIUDAD OBREGON, SONORA, CARACTER: TITULAR, SINALOA 400 NTE, ZONA CENTRO  CIUDAD OBREGON, SONORA, Socio desde: 2002, ,horacioolea@prodigy.net.mx,
33,NOTARÍA 80, HERMOSILLO, SONORA, CARACTER: TITULAR, ROSALES 33, CENTRO  HERMOSILLO, SONORA, Socio desde: 2002, 0166 2213 5465,notaria80@notarios.com.mx,
34,NOTARÍA 16, HERMOSILLO, SONORA, CARACTER: TITULAR, DR PALIZA 28 INT. 1 Y 2 , CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2016, 6622121199,notariapublica16@hotmail.com,
35,NOTARÍA 53, HERMOSILLO, SONORA, CARACTER: TITULAR, MORELIA Y GALEANA 147, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 1994, ,ivanf@notariapublica53.com,
36,NOTARÍA 28, HERMOSILLO, SONORA, CARACTER: TITULAR, ENRIQUE GARCIA SANCHEZ 30-L, SAN BENITO  HERMOSILLO, SONORA, Socio desde: 2019, 01662 215 9566,ivonne@notariacorral.com,
37,NOTARÍA 110, SAN LUIS RIO COLORADO, SONORA, CARACTER: TITULAR, AV OBREGON INT. LOCAL A-1, RESIDENCIAS  SAN LUIS RIO COLORADO, SONORA, Socio desde: 2014, ,notaria110slrc@gmail.com,
38,NOTARÍA 111, HERMOSILLO, SONORA, CARACTER: TITULAR, DR PALIZA 34, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2015, ,titular@notaria111.mx,
39,NOTARÍA 101, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD PASEO RIO SEGUNDO PISO INT. LOCAL 201, PROYECTO RIO SONORA  HERMOSILLO, SONORA, Socio desde: 2013, ,ernesto1977@hotmail.com,
40,NOTARÍA 35, HERMOSILLO, SONORA, CARACTER: TITULAR, OBREGON 136, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2012, ,notaria35@hotmail.com,
41,NOTARÍA 25, CD. OBREGON, SONORA, CARACTER: TITULAR, YAQUI Y SINALOA 901 OTE, ZONA NORTE  CD. OBREGON, SONORA, Socio desde: 2002, 01 644 413 91 00,notaria25@cob.megared.net.mx,
42,NOTARÍA 105, MAGDALENA DE KINO, SONORA, CARACTER: TITULAR, IGNACIO ALLENDE 312, CENTRO  MAGDALENA DE KINO, SONORA, Socio desde: 2016, 6323220343,notaria-105@hotmail.com,
43,NOTARÍA 20, NAVOJOA, SONORA, CARACTER: TITULAR, AV. MIGUEL HIDALGO 106-B PONIENTE, REFORMA  NAVOJOA, SONORA, Socio desde: 2007, ,notaria_20sonora@outlook.com,
44,NOTARÍA 103, GUAYMAS, SONORA, CARACTER: SUPLENTE, AVENIDA 16 128, CENTRO  GUAYMAS, SONORA, Socio desde: 2014, ,notariopublico103@hotmail.com,
45,NOTARÍA 41, GUAYMAS, SONORA, CARACTER: TITULAR, 14 , CENTRO  GUAYMAS, SONORA, Socio desde: 2014, 01 622 2224882,flores_francisco@hotmail.com,
46,NOTARÍA 57, HUATABAMPO, SONORA, CARACTER: SUPLENTE, CONSTITUCION 10, CENTRO  HUATABAMPO, SONORA, Socio desde: 2006, ,licrascon@msn.com,
47,NOTARÍA 82, CD. OBREGON, SONORA, CARACTER: TITULAR, HIDALGO Y SINALOA 100 NTE, CENTRO  CD. OBREGON, SONORA, Socio desde: 1983, ,gubt@prodigy.net.mx,
48,NOTARÍA 91, HERMOSILLO, SONORA, CARACTER: TITULAR, CAMPODONICO 56, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2017, 01 662 213 66 43,lupita.carbajal@gmail.com,
49,NOTARÍA 2, CAJEME, SONORA, CARACTER: TITULAR, SINALOA 158 NTE, CENTRO  CAJEME, SONORA, Socio desde: 1999, (01 644) 414-50-72,mirna@notaria2son.com,
50,NOTARÍA 38, NOGALES, SONORA, CARACTER: SUPLENTE, AVENIDA OBREGON 38 ALTOS INT. DESPACHO 204, CENTRO  NOGALES, SONORA, Socio desde: 2019, 01 631 31 25820,ysalmeron@notaria38nogales.com,
51,NOTARÍA 67, HERMOSILLO, SONORA, CARACTER: TITULAR, CALZADA DE GUADALUPE 77, CENTRO  HERMOSILLO, SONORA, Socio desde: 2015, 01 662 2172 992,notariagastelum@gmail.com,
52,NOTARÍA 9, EMPALME, SONORA, CARACTER: TITULAR, JOSE MARIA MORELOS 48, MODERNA  EMPALME, SONORA, Socio desde: 2004, 01-622-137-01-01,amolivia3@hotmail.com,
53,NOTARÍA 6, HUATABAMPO, SONORA, CARACTER: SUPLENTE, SUFRAGIO EFECTIVO 2, CENTRO  HUATABAMPO, SONORA, Socio desde: 2018, 01 647 426 02 11,notaria6pimienta@hotmail.com,
54,NOTARÍA 75, NOGALES, SONORA, CARACTER: TITULAR, BLVD LUIS DONALDO COLOSIO PLAZA DYAMOND 873 INT. LOCAL 36, CHULAVISTA  NOGALES, SONORA, Socio desde: 2013, ,lmoreno@notaria75.com,
55,NOTARÍA 85, CD. OBREGON, SONORA, CARACTER: TITULAR, HIDALGO 805 INT. PONIENTE, DEL VALLE  CD. OBREGON, SONORA, Socio desde: 2004, 01 644 414 72 40,f_castell@prodigy.net.mx,
56,NOTARÍA 93, CAJEME, SONORA, CARACTER: TITULAR, CALLE 5 DE FEBRERO 149 SUR INT. ALTOS, CENTRO  CAJEME, SONORA, Socio desde: 2006, 01 644 414 8282,notaria_93@yahoo.com,
57,NOTARÍA 69, OBREGON, SONORA, CARACTER: TITULAR, SONORA 357 NTE, ZONA NORTE  OBREGON, SONORA, Socio desde: 2005, ,lic_acevesg@hotmail.com,
58,NOTARÍA 68, HERMOSILLO, SONORA, CARACTER: SUPLENTE, DR. AGUILAR 69, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2004, 01 662 213 14 98,lfruibal@notaria68.net,
59,NOTARÍA 39, HERMOSILLO, SONORA, CARACTER: TITULAR, GALEANA 55, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2010, ,lrmontesdeoca@gmail.com,
60,NOTARÍA 47, CD. OBREGON, SONORA, CARACTER: TITULAR, SINALOA 230 SUR INT. DESP 101, CENTRO  CD. OBREGON, SONORA, Socio desde: 1973, 0164 4414 3366,notaria47son@prodigy.net.mx,
61,NOTARÍA 15, CAJEME, SONORA, CARACTER: TITULAR, HIDALGO 698 OTE, CENTRO  CAJEME, SONORA, Socio desde: 2002, ,oficina@notaria15.net,
62,NOTARÍA 66, HERMOSILLO, SONORA, CARACTER: TITULAR, DOCTOR PESQUEIRA 26, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2002, (01662)2-13-00-75,notaria66sonora@hotmail.com,
63,NOTARÍA 59, CD. OBREGON, SONORA, CARACTER: TITULAR, SINALOA 146 NORTE, CENTRO  CD. OBREGON, SONORA, Socio desde: 1965, 0164 4414 4655,josefinaperezn@hotmail.com,
64,NOTARÍA 90, HERMOSILLO, SONORA, CARACTER: SUPLENTE, NICOLAS BRAVO 54, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2007, 01 662 212 10 64,maximoreynoso@prodigy.net.mx,
65,NOTARÍA 63, HERMOSILLO, SONORA, CARACTER: TITULAR, TEHUANTEPEC 135, PRADOS DEL CENTENARIO  HERMOSILLO, SONORA, Socio desde: 2001, (01-662) 212-03-05,notariotitular@notaria63.com,
66,NOTARÍA 4, HERMOSILLO, SONORA, CARACTER: SUPLENTE, FRAY MARCOS DE NIZA 12, LOS ARCOS  HERMOSILLO, SONORA, Socio desde: 2010, 01 662 262 0473,notariapublica4@hotmail.com,
67,NOTARÍA 10, GUAYMAS, SONORA, CARACTER: SUPLENTE, CALLE 22 36 NTE, CENTRO  GUAYMAS, SONORA, Socio desde: 2003, ,notario@salashermanos.com,
68,NOTARÍA 19, NAVOJOA, SONORA, CARACTER: TITULAR, PESQUEIRA 313 NTE, REFORMA  NAVOJOA, SONORA, Socio desde: 1991, 01 642 422-78-21,miguel19nav@prodigy.net.mx,
69,NOTARÍA 95, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD RODRIGUEZ 100, SAN BENITO  HERMOSILLO, SONORA, Socio desde: 1999, 01 662 210 9384,notario@notaria95.com,
70,NOTARÍA 42, PUERTO PEÑASCO, SONORA, CARACTER: TITULAR, AVE. ALCANTAR 34, EL PUERTO  PUERTO PEÑASCO, SONORA, Socio desde: 1994, 01 638-383-20-06,osvaldo_of@hotmail.com,
71,NOTARÍA 42, PUERTO PEÑASCO, SONORA, CARACTER: SUPLENTE, ALCANTAR 34, EL PUERTO  PUERTO PEÑASCO, SONORA, Socio desde: 2011, 01 638 383 7296,notaria42@hotmail.com,
72,NOTARÍA 3, H. CABORCA, SONORA, CARACTER: SUPLENTE, CALLE SEXTA 239, CENTRO  H. CABORCA, SONORA, Socio desde: 2018, 01 637 372 20 29,pablo@davila-law.com,
73,NOTARÍA 5, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD. FRANCISCO SERNA 61, LAS PALMAS  HERMOSILLO, SONORA, Socio desde: 1992, 01 662-212-79-39,notaria5@notariapublica5.com.mx,
74,NOTARÍA 97, HERMOSILLO, SONORA, CARACTER: TITULAR, CALZADA GUADALUPE 77, CENTRO  HERMOSILLO, SONORA, Socio desde: 1992, ,notariagastelum@prodigy.net.mx,
75,NOTARÍA 88, SAN LUIS RIO COLORADO, SONORA, CARACTER: TITULAR, AV. KINO 501, CENTRO  SAN LUIS RIO COLORADO, SONORA, Socio desde: 1982, 01 653* 534-33-36,notaria88son@prodigy.net.mx,
76,NOTARÍA 90, HERMOSILLO, SONORA, CARACTER: TITULAR, NICOLAS BRAVO 54, CENTRO  HERMOSILLO, SONORA, Socio desde: 2013, 16622121274,rafaelreynosoothon@hotmail.com,
77,NOTARÍA 7, NAVOJOA, SONORA, CARACTER: TITULAR, AV. MATAMOROS 205 PTE, REFORMA  NAVOJOA, SONORA, Socio desde: 2003, 01 642 421 44 77,renebs7@hotmail.com,
78,NOTARÍA 102, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD. LUIS DONALDO COLOSIO MURRIETA 450, METROCENTRO  HERMOSILLO, SONORA, Socio desde: 2013, ,lunarene@hotmail.com,
79,NOTARÍA 34, NOGALES, SONORA, CARACTER: TITULAR, AV. ALVARO OBREGON 73 INT. 2NDO NIVEL, FUNDO LEGAL  NOGALES, SONORA, Socio desde: 2000, 312.07.69,licrobertocantu@prodigy.net.mx,
80,NOTARÍA 30, CIUDAD OBREGON, SONORA, CARACTER: TITULAR, VICENTE GUERRERO 218 OTE, CENTRO  CIUDAD OBREGON, SONORA, Socio desde: 2014, ,robertodelapena@notaria30obregon.com,
81,NOTARÍA 78, NOGALES, SONORA, CARACTER: TITULAR, AV. ALVARO OBREGON 315 INT. DESP 9 Y 10, CENTRO  NOGALES, SONORA, Socio desde: 2002, LOS MISMOS,RMORENOD@PRODIGY.NET.MX,
82,NOTARÍA 46, HERMOSILLO, SONORA, CARACTER: TITULAR, TEHUANTEPEC 85, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 1994, ,notpub46@hotmail.com,
83,NOTARÍA 101, HERMOSILLO, SONORA, CARACTER: SUPLENTE, PASEO RIO SONORA SUR 205 INT. 201, PROYECTO RIO SONORA  HERMOSILLO, SONORA, Socio desde: 2014, ,notaria101hermosillo@hotmail.com,
84,NOTARÍA 32, HERMOSILLO, SONORA, CARACTER: TITULAR, BLVD. HIDALGO 54, CENTENARIO  HERMOSILLO, SONORA, Socio desde: 1973, 01 662* 217-42-76,notaria_32@infinitum.com.mx,
85,NOTARÍA 107, HERMOSILLO, SONORA, CARACTER: TITULAR, DR. IGNACIO PESQUEIRA 253, LOS ARCOS  HERMOSILLO, SONORA, Socio desde: 2015, 01 662 21 67 660 ,ssugich@notario107.com,
86,NOTARÍA 12, SAN LUIS RIO COLORADO, SONORA, CARACTER: TITULAR, AV. KINO Y CALLE 5TA. 500, COMERCIAL  SAN LUIS RIO COLORADO, SONORA, Socio desde: 1994, 653 534 1437,srmnotario12@hotmail.com,
87,NOTARÍA 48, OBREGON, SONORA, CARACTER: TITULAR, CALLE PUEBLA 316 INT. NORTE, ZONA NORTE  OBREGON, SONORA, Socio desde: 2013, 01 644 413 48 01,servandopablos@hotmail.com,
88,NOTARÍA 87, HUATABAMPO, SONORA, CARACTER: SUPLENTE, JUAREZ 7, CENTRO  HUATABAMPO, SONORA, Socio desde: 2013, ,notaria87hpo@hotmail.com,
89,NOTARÍA 27, OBREGON, SONORA, CARACTER: TITULAR, AV. MORELOS 800, ZONA NORTE  OBREGON, SONORA, Socio desde: 2013, ,victorlanderos@hotmail.com,
90,NOTARÍA 87, HUATABAMPO, SONORA, CARACTER: TITULAR, JUAREZ 7, CENTRO  HUATABAMPO, SONORA, Socio desde: 2008, 01 647 42 61966,notaria87hpo@hotmail.com,
91,NOTARÍA 17, HERMOSILLO, SONORA, CARACTER: TITULAR, CALLE OLIVARES 36, LOS ARCOS  HERMOSILLO, SONORA, Socio desde: 2006, 01 662 217 30 43,notaria17.ymf@hotmail.com,
