,0,1,2,3,4,5,6,7,8,11,12
26,NOTARÍA 82, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AV. CHEMUYIL 1345, FRACCIONAMIENTO GALAXIA DEL CARMEN  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2015, 984 109 1087,notaria82playa@gmail.com,
27,NOTARÍA 89, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, AV. CALZADA VERACRUZ 246, ADOLFO LOPEZ MATEOS  CHETUMAL, QUINTANA ROO, Socio desde: 2017, 983831455948,notario@notaria89qroo.com,
28,NOTARÍA 19, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV BONAMPAK 101, SUPERMANZANA 3  CANCUN, QUINTANA ROO, Socio desde: 2015, ,notpub19@hotmail.com,
29,NOTARÍA 29, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. XCARET EDIFICIO CANCUN INT. PLANTA BAJA, SUPERMANZANA 36  CANCUN, QUINTANA ROO, Socio desde: 2012, ,notaria29cancun@prodigy.net.mx,
30,NOTARÍA 78, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: AUXILIAR, AV. 40 NORTE S/N, LUIS DONALDO COLOSIO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2018, 019841473794,gonzalo.zavala@notaria-78.mx,
31,NOTARÍA 62, CANCUN, QUINTANA ROO, CARACTER: TITULAR, CARACOL 74 INT. RET 7, SUPERMANZANA 27  CANCUN, QUINTANA ROO, Socio desde: 2011, 01 998 884 0477,notario@n62.mx,
32,NOTARÍA 117, CANCUN, QUINTANA ROO, CARACTER: TITULAR, TORRES SPECTRUM PH 07 AVENIDA SAYIL S/N, SUPERMANZANA 6  CANCUN, QUINTANA ROO, Socio desde: 2019, 01998 500 22 15,notario@notaria117cancun.com,
33,NOTARÍA 102, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AVE. PASEO TULUM EDIF BUGAMBILIAS RETORNO ED2, PLAYACAR FASE II  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2018, 01 984 873 0655,israel.canto@cantoviana.com,
34,NOTARÍA 64, CANCUN, QUINTANA ROO, CARACTER: TITULAR, PLAZA NICHUPTE S/N INT. LOCAL 201, SUPERMANZANA 16  CANCUN, QUINTANA ROO, Socio desde: 2011, 01 998 802 20 00,ivonnelemus@notaria64qroo.com,
35,NOTARÍA 33, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, ROMA 575, FLAMBOYANES  CHETUMAL, QUINTANA ROO, Socio desde: 2004, 01 983 83 22 352,notaria33quintanaroo@hotmail.com,
36,NOTARÍA 72, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. XEL-HA 6 INT. 1, SUPERMANZANA 26  CANCUN, QUINTANA ROO, Socio desde: 2011, 01 998 898 4981,jsauza@notaria72cancun.com,
37,NOTARÍA 91, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, MONTE DE LAS CASCADAS 525, FRACCIONAMIENTO BOSQUE REAL  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2018, 019841227813,contacto@91notaria.com,
38,NOTARÍA 52, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. KABAH SUR INT. LOCALES 308-315, SUPERMANZANA 55  CANCUN, QUINTANA ROO, Socio desde: 2007, LOS MISMOS,jrivero_ramirez@hotmail.com,
39,NOTARÍA 66, CANCUN, QUINTANA ROO, CARACTER: TITULAR, MARAÑON INT. PLANTA BAJA, BENITO JUAREZ  CANCUN, QUINTANA ROO, Socio desde: 2004, TEL. Y FAX,javier.reyes@notaria66cancun.com,
40,NOTARÍA 15, COZUMEL, QUINTANA ROO, CARACTER: AUXILIAR, CALLE 17 SUR 1100, ANDRES QUINTANA ROO II  COZUMEL, QUINTANA ROO, Socio desde: 2019, 987 21 917,javiervillalobos@notariapublica15.com.mx,
41,NOTARÍA 18, CANCUN, QUINTANA ROO, CARACTER: AUXILIAR, CALLE NUBE 35, SUPERMANZANA 4  CANCUN, QUINTANA ROO, Socio desde: 2011, 01 998 884 2581,tovilla@notaria18cancun.com.mx,
42,NOTARÍA 74, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA ACANCEH 8, SUPERMANZANA 15  CANCUN, QUINTANA ROO, Socio desde: 2011, ,j.galvan@mac.com,
43,NOTARÍA 32, ISLA MUJERES, QUINTANA ROO, CARACTER: TITULAR, LIC. GASTON ALEGRE LOPEZ PARCELA 461, SUPER MANZANA 2  ISLA MUJERES, QUINTANA ROO, Socio desde: 2007, 01 998 898 0595,notaria32qroo@prodigy.net.mx,
44,NOTARÍA 45, ISLA MUJERES, QUINTANA ROO, CARACTER: TITULAR, AV. NICOLAS BRAVO INT. LOCAL A, CENTRO  ISLA MUJERES, QUINTANA ROO, Socio desde: 2007, 01 998 8921184,notaria45qroo@hotmail.com,
45,NOTARÍA 78, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AV 40 NORTE , LUIS DONALDO COLOSIO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2014, ,jorgeparra30@yahoo.com.mx,
46,NOTARÍA 84, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA 28 DE JULIO, 28 DE JULIO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2015, 01 984 109 3550,notaria84playadelcarmen@gmail.com,
47,NOTARÍA 85, QUINTANA ROO, QUINTANA ROO, CARACTER: TITULAR, AVENIDA SAYIL INT. LOCAL 103, SUPERMANZANA 6A  QUINTANA ROO, QUINTANA ROO, Socio desde: 2015, 01 998 267 7504,jubm2000@yahoo.com.mx,
48,NOTARÍA 8, CANCUN, QUINTANA ROO, CARACTER: TITULAR, BOULEVARD KUKULCAN KILOMETRO 2.5 INT. LOCALES 3 Y 4, VILLA PESCADORES ZONA HOTELERA  CANCUN, QUINTANA ROO, Socio desde: 2009, ,arjona@notaria8cancun.com,
49,NOTARÍA 115, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. SAYIL S/N INT. LOCAL 303,  CANCUN, QUINTANA ROO, Socio desde: 2018, 01 998 889 96 61,marlene.patino@notaria115.mx,
50,NOTARÍA 35, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 20 AV. ESQ. CALLE 32 NORTE INT. PLANTA BAJA, GONZALO GUERRERO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2003, 01 984 803 15 05,np35@prodigy.net.mx,
51,NOTARÍA 63, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. IXCUN 1 INT. 3-4 , SUPERMANZANA 32  CANCUN, QUINTANA ROO, Socio desde: 2011, 01 998 898 03 38 ,josesaucedo51@yahoo.com.mx,
52,NOTARÍA 66, CANCUN, QUINTANA ROO, CARACTER: AUXILIAR, CALLE MARAÑON 3, SUPERMANZANA 25 CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2011, ,roberto.rodriguez@notaria66cancun.com,
53,NOTARÍA 28, CANCUN, QUINTANA ROO, CARACTER: TITULAR, EDIFICIO DIOMEDA, SM 00C S/N INT. OFNA. 405, PUERTO CANCUN  CANCUN, QUINTANA ROO, Socio desde: 2018,, 'com');jmj@macarigongora.com]
54,NOTARÍA 34, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, CALLE 34 34 NTE, GONZALO GUERRERO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2004, 01 984 803 2932,contabilidad@notariapublica34.com,
55,NOTARÍA 106, BACALAR, QUINTANA ROO, CARACTER: TITULAR, CALLE 23 67, MARIO VILLANUEVA  BACALAR, QUINTANA ROO, Socio desde: 2018, 019836882006,notario@notaria106qr.com,
56,NOTARÍA 62, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, SMZA 27 74, CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2018, 01 998 884 6362,juancarlos@n62.mx,
57,NOTARÍA 80, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA DEL SOL MANZANA 1 LOTE 15 INT. 1 C, SUPERMANZANA 45  CANCUN, QUINTANA ROO, Socio desde: 2016, 01 99 82 06 30 61,gabymartinez0708@gmail.com,
58,NOTARÍA 51, CANCUN, QUINTANA ROO, CARACTER: TITULAR, CALLE PECARI 16 INT. DEPTO 1, SM 20  CANCUN, QUINTANA ROO, Socio desde: 2010, LOS MISMOS,jcaballero@notaria51qroo.com,
59,NOTARÍA 73, CANCUN, QUINTANA ROO, CARACTER: TITULAR, SUPERMANZANA 4 S/N INT. 230 A, CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2017, 01 998 848 08 58,jjjaimeh1@hotmail.com,
60,NOTARÍA 23, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, AV INDEPENDENCIA 101, CENTRO  CHETUMAL, QUINTANA ROO, Socio desde: 2013, ,notaria23qroo@outlook.com,
61,NOTARÍA 41, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: AUXILIAR, AV. LUIS DONALDO COLOSIO PLAZA COBA INT. LOCAL 005-101-102, GALAXIA DEL CARMEN  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2010, ,jtraconis@jtvabogados.mx,
62,NOTARÍA 81, TULUM, QUINTANA ROO, CARACTER: TITULAR, AV TULUM 139, CENTRO  TULUM, QUINTANA ROO, Socio desde: 2015, ,notaria81tulum@gmail.com,
63,NOTARÍA 108, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, CAMELIAS 164, ADOLFO LOPEZ MATEOS  CHETUMAL, QUINTANA ROO, Socio desde: 2018, 01 983 28 54 140,108notaria@gmail.com,
64,NOTARÍA 49, CANCUN, QUINTANA ROO, CARACTER: TITULAR, CALLE VENADO 72, SUPERMANZANA 20  CANCUN, QUINTANA ROO, Socio desde: 2009, 01 998 8804 054,leonardo28@prodigy.net.mx,
65,NOTARÍA 54, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, RETORNO VENUSTIANO CARRANZA 569, FRACCIONAMIENTO FLAMBOYANES  CHETUMAL, QUINTANA ROO, Socio desde: 2011, 01 983 127 0370,notaria54chetu@hotmail.com,
66,NOTARÍA 26, SOLIDARIDAD PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 15 AV. NORTE 159, CENTRO  SOLIDARIDAD PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2000, LOS MISMOS,notaria26@live.com.mx,
67,NOTARÍA 107, BACALAR, QUINTANA ROO, CARACTER: TITULAR, CALLE 30 S/N, GONZALO GUERRERO  BACALAR, QUINTANA ROO, Socio desde: 2018, 01983 11 66 552,losorioleo76@gmail.com,
68,NOTARÍA 58, BENITO JUAREZ, QUINTANA ROO, CARACTER: TITULAR, AV. KABAH INT. LOCAL 2 P.A., SMZA 17 CENTRO  BENITO JUAREZ, QUINTANA ROO, Socio desde: 2015, ,luispola@notaria58cancun.com,
69,NOTARÍA 6, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, AVENIDA NADER 8, SUPERMANZANA 2 CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2015, 884 2282,benjaminrk@hotmail.com,
70,NOTARÍA 67, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, SM 3, CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2013, ,lpalacios@notaria67.mx,
71,NOTARÍA 30, CANCUN, QUINTANA ROO, CARACTER: TITULAR, SIERRA 13, SUPERMANZANA 3 POR AV. BONAMPAK  CANCUN, QUINTANA ROO, Socio desde: 1992, 01 998 193 0110,luism@cyamex.com,
72,NOTARÍA 118, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. ANDRES QUINTANA ROO S/N, SUPERMANZANA 44 FRACC. ALBORADA  CANCUN, QUINTANA ROO, Socio desde: 2018, 01 998 688 9329 ,notaria118cancun@gmail.com,
73,NOTARÍA 109, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, AV. 5 DE MAYO 67, PLUTARCO ELIAS CALLES  CHETUMAL, QUINTANA ROO, Socio desde: 2018, 01 983 832 48 92,info@n109qroo.com,
74,NOTARÍA 56, COZUMEL, QUINTANA ROO, CARACTER: TITULAR, PEDRO JOAQUÍN COLDWELL INT. 101 LOCAL 25, CENTRO  COZUMEL, QUINTANA ROO, Socio desde: 2012, 987 8723437,manueltotoch@gmail.com,
75,NOTARÍA 122, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AV. BENITO JUAREZ S/N, PLAYA DEL CARMEN  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2019, 01984 147 9663,notario@notaria122.com,
76,NOTARÍA 3, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. BONAMPAK , SECCION E  CANCUN, QUINTANA ROO, Socio desde: 1979, 01 998 881-75- 41,notario@notariasanchezcancun.com,
77,NOTARÍA 100, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA COBA SUPERMANZANA 4, CENTRO  CANCUN, QUINTANA ROO, Socio desde: 2017, 01 998 898 29 04,contacto@notaria100.com,
78,NOTARÍA 61, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, AV. LOPEZ PORTILLO 712 INT. SM-60, U. MORELOS  CANCUN, QUINTANA ROO, Socio desde: 2000, ,marcoyuricancun@gmail.com,
79,NOTARÍA 60, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AV. 38 NORTE 12 INT. LOCAL A Y B, FRACCIONAMIENTO ZAZIL-HA  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2011, 01 984 109 1294,corporativo.notariapublica60@gmail.com,
80,NOTARÍA 112, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA CANCUN S/N, SUPERMANZANA 524 SANTA FE  CANCUN, QUINTANA ROO, Socio desde: 2018, 01 998 68 86567,notaria112@outlook.com,
81,NOTARÍA 69, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, AVENIDA CHAPULTEPEC 183, CENTRO  CHETUMAL, QUINTANA ROO, Socio desde: 2010, ,mane_peyrefitte@hotmail.com,
82,NOTARÍA 4, COZUMEL, QUINTANA ROO, CARACTER: TITULAR, CALLE 11 SUR 885, ADOLFO LOPEZ MATEOS  COZUMEL, QUINTANA ROO, Socio desde: 2009, 01 987 87 20754,notaria4cozumel@hotmail.com,
83,NOTARÍA 7, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, AV ACANCEH LOCAL 202A, SUPER MANZANA 11  CANCUN, QUINTANA ROO, Socio desde: 2013, ,mario@notaria7cancun.com,
84,NOTARÍA 86, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA KABAH INT. LOCAL 5, SUPERMANZANA 13  CANCUN, QUINTANA ROO, Socio desde: 2015, 019988021606,mario@notaria86cancun.com,
85,NOTARÍA 124, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AV. SAYIL S/N, SM6  CANCUN, QUINTANA ROO, Socio desde: 2018, 019982880409,mtorio@notaria124cancun.com,
86,NOTARÍA 21, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, AV. 30 NORTE 179, CENTRO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2010, 01 984 873 0393,miguelortiz@notaria21qroo.com.mx,
87,NOTARÍA 70, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, PRIVADA SAN SALVADOR 257,  CHETUMAL, QUINTANA ROO, Socio desde: 2011, 01 983 833 1650,miguel.angulo@notaria70.mx,
88,NOTARÍA 27, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 35 AV. NORTE, CENTRO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2007, 01 984 873 3495,notaria_publica27@hotmail.com,
89,NOTARÍA 36, CANCUN, QUINTANA ROO, CARACTER: TITULAR, AVENIDA NADER CALLE MERO , SUPERMANZANA 3  CANCUN, QUINTANA ROO, Socio desde: 2003, TELS Y FAX,nahumnot@hotmail.com,
90,NOTARÍA 25, BENITO JUAREZ, QUINTANA ROO, CARACTER: TITULAR, CALLE TEJON 10, SUPER MANZANA 20, MANZANA 4  BENITO JUAREZ, QUINTANA ROO, Socio desde: 2003,, 'com.mx');nmagana@notariapublica25.com.mx]
91,NOTARÍA 53, CANCUN, QUINTANA ROO, CARACTER: TITULAR, ENCINO INT. PLANTA BAJA, SM 43 PEDREGAL DEL BOSQUE  CANCUN, QUINTANA ROO, Socio desde: 2009, 01 998 8878385,ocanto@notaria53.com.mx,
92,NOTARÍA 94, CANCUN, QUINTANA ROO, CARACTER: SUPLENTE, RINCONADA NIEBLA , SUPERMANZANA 18  CANCUN, QUINTANA ROO, Socio desde: 2018, 998 884 0190,preynoso@notaria94cancun.com,
93,NOTARÍA 88, KANTUNILKIN, QUINTANA ROO, CARACTER: TITULAR, 05 DE FEBRERO 491, KANTUNILKIN CENTRO  KANTUNILKIN, QUINTANA ROO, Socio desde: 2015, 045 998 215 7325,patriciomartin@notaria88qroo.com,
94,NOTARÍA 83, SOLIDARIDAD, QUINTANA ROO, CARACTER: TITULAR, CALLE 7 SUR INT. LOCAL 201, FRACC PLAYACAR FASE II  SOLIDARIDAD, QUINTANA ROO, Socio desde: 2013, 01 984 147 5200 al 03,notarioheredia@notaria83.mx,
95,NOTARÍA 37, CANCUN, QUINTANA ROO, CARACTER: TITULAR, JABEL 15, SUPERMANZANA 20  CANCUN, QUINTANA ROO, Socio desde: 2003, 01 998 310 76 60,notario@notaria37cancun.mx,
96,NOTARÍA 89, CHETUMAL, QUINTANA ROO, CARACTER: SUPLENTE, CALZADA VERACRUZ 246, ADOLFO LOPEZ MATEOS  CHETUMAL, QUINTANA ROO, Socio desde: 2012, 01 983 14 55 948,emiliochancob@gmail.com,
97,NOTARÍA 41, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, PROLONGACION LUIS DONALDO COLOSIO INT. LOCAL 5, GALAXIA DEL CARMEN  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2010, 01 984 109 4678,burodeservicioslegales@hotmail.com,
98,NOTARÍA 90, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 5TA AVENIDA S/N, ZAZILHA  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2015, 01 984 873 3412,dehesa34@hotmail.com,
99,NOTARÍA 47, COZUMEL, QUINTANA ROO, CARACTER: TITULAR, CALLE 1A. SUR 339 INT. 1, CENTRO  COZUMEL, QUINTANA ROO, Socio desde: 2009, 01 987 87 27531,lezamaricardo@hotmail.com,
100,NOTARÍA 92, PUERTO MORELOS, QUINTANA ROO, CARACTER: TITULAR, AV. CARRETERA CANCUN-TULUM S/N, SMZA 15  PUERTO MORELOS, QUINTANA ROO, Socio desde: 2018, 01998 25 66 537,rivega@notaria92.mx,
101,NOTARÍA 57, KANTUNILKIN, QUINTANA ROO, CARACTER: TITULAR, CALLE ANDRES QUINTANA ROO NO.737, CENTRO  KANTUNILKIN, QUINTANA ROO, Socio desde: 2011, ,notaria@n57.mx,
102,NOTARÍA 59, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 45 AV. , CENTRO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 2014, 01 984 8030 610,rossananotaria59@gmail.com,
103,NOTARÍA 13, SOLIDARIDAD, QUINTANA ROO, CARACTER: TITULAR, AVENIDA 45 NORTE , GONZALO GUERRERO  SOLIDARIDAD, QUINTANA ROO, Socio desde: 2006, 01 998 887 13 13,notarias13y30@cyamex.com,
104,NOTARÍA 44, CHETUMAL, QUINTANA ROO, CARACTER: TITULAR, AV. SAN SALVADOR 559, OCHO DE OCTUBRE  CHETUMAL, QUINTANA ROO, Socio desde: 2014, ,notariopublico44@hotmail.com,
105,NOTARÍA 75, CANCUN, QUINTANA ROO, CARACTER: TITULAR, CALLE 21 NORTE 63, SM 64  CANCUN, QUINTANA ROO, Socio desde: 2016, 2518083,direccion@notaria75qroo.com,
106,NOTARÍA 11, CANCUN, QUINTANA ROO, CARACTER: AUXILIAR, AVENIDA PALENQUE 119, SUPERMANZANA 30  CANCUN, QUINTANA ROO, Socio desde: 2009, 01 998 887 3097 EXT. 108,notaria11cancun@hotmail.com,
107,NOTARÍA 15, COZUMEL, QUINTANA ROO, CARACTER: TITULAR, CALLE 17 SUR 1100, ANDRES QUINTANA ROO  COZUMEL, QUINTANA ROO, Socio desde: 2012, 01 987 872 4033,veronicavillanueva@notariapublica15.com.mx,
108,NOTARÍA 24, PLAYA DEL CARMEN, QUINTANA ROO, CARACTER: TITULAR, 30 AV. SUR 141, CENTRO  PLAYA DEL CARMEN, QUINTANA ROO, Socio desde: 1996, 0198 4873 1772,santincoral@prodigy.net.mx,
109,NOTARÍA 120, CANCUN, QUINTANA ROO, CARACTER: TITULAR, PLAYA HERMOSA S/N, SUPERMANZANA 29  CANCUN, QUINTANA ROO, Socio desde: 2018, 01 9983101030,notario120@cisjabogados.com,
