,0,1,2,3,4,5,6,7,8,11
10,NOTARÍA 88, SALTILLO, COAHUILA, CARACTER: TITULAR, COLIMA 331, REPUBLICA ORIENTE  SALTILLO, COAHUILA, Socio desde: 2012, ,notaria88@gmail.com
11,NOTARÍA 122, SALTILLO, COAHUILA, CARACTER: TITULAR, PASEO DE LA REFORMA 2347, RANCHO LAS VARAS  SALTILLO, COAHUILA, Socio desde: 2018, 01 844 688 38 76,notaria122coah@yahoo.com
12,NOTARÍA 115, SALTILLO, COAHUILA, CARACTER: TITULAR, ZACATECAS 404, REPUBLICA NORTE  SALTILLO, COAHUILA, Socio desde: 2019, 01 8444 15 2006,notaria115saltillo@gmail.com
13,NOTARÍA 41, SALTILLO, COAHUILA, CARACTER: TITULAR, REYNOSA 345, REPUBLICA ORIENTE  SALTILLO, COAHUILA, Socio desde: 2016, 8444815221,alvarojosecampos@notaria41saltillo.com
14,NOTARÍA 33, TORREON, COAHUILA, CARACTER: TITULAR, AV. ABASOLO 526 OTE, CENTRO  TORREON, COAHUILA, Socio desde: 2006, ,not.33.anaosorio@hotmail.com
15,NOTARÍA 22, NAVA, COAHUILA, CARACTER: TITULAR, ALDAMA 305 OTE, CENTRO  NAVA, COAHUILA, Socio desde: 2018, 01 862 624 55 55,notaria22nava@hotmail.com
16,NOTARÍA 16, MONCLOVA, COAHUILA, CARACTER: TITULAR, MORELIA 102, GUADALUPE  MONCLOVA, COAHUILA, Socio desde: 2006, 01 866 631 4846,notariapublica_16@yahoo.com.mx
17,NOTARÍA 53, TORREON, COAHUILA, CARACTER: TITULAR, MARIANO LOPEZ ORTIZ 918 NTE, CENTRO  TORREON, COAHUILA, Socio desde: 1994, 0187 1713 0614,anaramos53@prodigy.net.mx
18,NOTARÍA 11, TORREON, COAHUILA, CARACTER: TITULAR, PRIVADA ISABEL LA CATOLICA 11 PTE, CENTRO  TORREON, COAHUILA, Socio desde: 2016, 871 712 14 45,andresgth@notaria11tor.com
19,NOTARÍA 18, SALTILLO, COAHUILA, CARACTER: TITULAR, PIEDRAS NEGRAS 1982, REPUBLICA ORIENTE  SALTILLO, COAHUILA, Socio desde: 1995, CEL 818 396 0607,notariapublica18saltillo@gmail.com
20,NOTARÍA 5, MONCLOVA, COAHUILA, CARACTER: TITULAR, CALLE GUAYANAS 1055, GUADALUPE  MONCLOVA, COAHUILA, Socio desde: 2016, 0186 6635 84 98,not5coahmex@hotmail.com
21,NOTARÍA 63, SALTILLO, COAHUILA, CARACTER: TITULAR, ROMAN CEPEDA FLORES 173, RESIDENCIAL LOS PINOS  SALTILLO, COAHUILA, Socio desde: 2017, 01 844 141 4383,63notariapublica@gmail.com
22,NOTARÍA 11, SALTILLO, COAHUILA, CARACTER: TITULAR, EMILIO CARRANZA NORTE 450, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 1995, 0184 4410 4450,ajprado@prodigy.net.mx
23,NOTARÍA 55, TORREON, COAHUILA, CARACTER: TITULAR, BLVD. INDEPENDENCIA 291 OTE, NUEVA LOS ANGELES  TORREON, COAHUILA, Socio desde: 1998, TODOS,notaria55@hotmail.com
24,NOTARÍA 56, SALTILLO, COAHUILA, CARACTER: TITULAR, MICHOACAN PONIENTE 215, REPUBLICA  SALTILLO, COAHUILA, Socio desde: 2000, ,armindarodriguez@prodigy.net.mx
25,NOTARÍA 13, MONCLOVA, COAHUILA, CARACTER: TITULAR, ECUADO 528, FRACCIONAMIENTO CARRANZA  MONCLOVA, COAHUILA, Socio desde: 2010, ,arnoldommaldonado@hotmail.com
26,NOTARÍA 6, MONCLOVA, COAHUILA, CARACTER: TITULAR, CALLE TERCERA 1122, CIUDAD DEPORTIVA  MONCLOVA, COAHUILA, Socio desde: 2007, 01 866 631 6477,notaria6monclova@yahoo.com.mx
27,NOTARÍA 39, FRONTERA, COAHUILA, CARACTER: TITULAR, PRESIDENTE CARRANZA 113 -A, FRONTERA CENTRO  FRONTERA, COAHUILA, Socio desde: 2018, 018666354040,np39monclova@gmail.com
28,NOTARÍA 16, TORREON, COAHUILA, CARACTER: TITULAR, LEONA VICARIO 228 SUR, CENTRO  TORREON, COAHUILA, Socio desde: 1990, ,notaria16torreon@prodigy.net.mx
29,NOTARÍA 69, SALTILLO, COAHUILA, CARACTER: TITULAR, DIEGO RIVERA 761, SN ISIDRO  SALTILLO, COAHUILA, Socio desde: 2013, ,mfariasc10@gmail.com
30,NOTARÍA 91, SALTILLO, COAHUILA, CARACTER: TITULAR, MARIANO MATAMOROS NORTE 742, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 2012, ,blancangnotaria91@gmail.com
31,NOTARÍA 60, TORREON, COAHUILA, CARACTER: TITULAR, MATAMOROS 913 PONIENTE, CENTRO  TORREON, COAHUILA, Socio desde: 2019, 01 871 71 23 085,cromoram@gmail.com
32,NOTARÍA 39, SALTILLO, COAHUILA, CARACTER: TITULAR, HUITZILOPOCHTLI 573, FRACCIONAMIENTO SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2016, 01 844 416 06 59,notariapublica39coahuila@gmail.com
33,NOTARÍA 82, TORREON, COAHUILA, CARACTER: TITULAR, GALEANA 227 SUR INT. PISO 1, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 712 36 38 ,carlos_mijares_4@hotmail.com
34,NOTARÍA 111, SALTILLO, COAHUILA, CARACTER: TITULAR, LAGO DE CHAPALA 1111, LA SALLE  SALTILLO, COAHUILA, Socio desde: 2018, 018446883111,notaria111saltillo@gmail.com
35,NOTARÍA 54, TORREON, COAHUILA, CARACTER: TITULAR, JAVIER MINA 402 NORTE, CENTRO  TORREON, COAHUILA, Socio desde: 2015, ,notariapublica54@hotmail.com
36,NOTARÍA 12, TORREON, COAHUILA, CARACTER: TITULAR, AV. ESCOBEDO 52 OTE, CENTRO  TORREON, COAHUILA, Socio desde: 1998, TELS. Y FAX,notaria_12@prodigy.net.mx
37,NOTARÍA 72, SALTILLO, COAHUILA, CARACTER: TITULAR, BLVD. VENUSTIANO CARRANZA 1623 INT. A, REPUBLICA PONIENTE  SALTILLO, COAHUILA, Socio desde: 2006, ,notmorales@gmail.com
38,NOTARÍA 40, TORREON, COAHUILA, CARACTER: TITULAR, CALZADA MANUEL GOMEZ MORIN 31, RESIDENCIAL LA HACIENDA  TORREON, COAHUILA, Socio desde: 2017, 871-731-0802,notario@notariapublica40torreon.com
39,NOTARÍA 25, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA CORREGIDORA 50 PTE., CENTRO  TORREON, COAHUILA, Socio desde: 2016, 018717939175,crcgnot25@infinitummail.com
40,NOTARÍA 20, TORREON, COAHUILA, CARACTER: TITULAR, AV. MORELOS PTE. 779 INT. ALTOS, ZONA CENTRO  TORREON, COAHUILA, Socio desde: 1994, 0187 1712 0150,np_203557@yahoo.com.mx
41,NOTARÍA 29, MONCLOVA, COAHUILA, CARACTER: TITULAR, NUEVO LEON 402, LOS PINOS  MONCLOVA, COAHUILA, Socio desde: 2012, ,cecilialopez@np18y29.com.mx
42,NOTARÍA 105, SALTILLO, COAHUILA, CARACTER: TITULAR, JUAN ANTONIO DE LA FUENTE 484, ZONA CENTRO  SALTILLO, COAHUILA, Socio desde: 2017, 018444148574,cesarv@vvcabogados.com
43,NOTARÍA 64, MATAMOROS, COAHUILA, CARACTER: TITULAR, AVENIDA HIDALGO 123 PONIENTE, CENTRO  MATAMOROS, COAHUILA, Socio desde: 2015, ,np64_matamoros@hotmail.com
44,NOTARÍA 59, TORREON, COAHUILA, CARACTER: TITULAR, CALLE LISBOA 100 INT. 1ER PISO, SAN ISIDRO  TORREON, COAHUILA, Socio desde: 2005, 0187 1747 9363,notaria59torreon@yahoo.com
45,NOTARÍA 48, TORREON, COAHUILA, CARACTER: TITULAR, JAVIER MINA 344 SUR, CENTRO  TORREON, COAHUILA, Socio desde: 1994, ,nota48@hotmail.com
46,NOTARÍA 20, SALTILLO, COAHUILA, CARACTER: TITULAR, AV. UNIVERSIDAD 1300, UNIVERSIDAD  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 414 56 43,20notariasaltillo@gmail.com
47,NOTARÍA 33, MONCLOVA, COAHUILA, CARACTER: TITULAR, MATAMOROS 300, ZONA CENTRO  MONCLOVA, COAHUILA, Socio desde: 2013, ,daniel_gr28@hotmail.com
48,NOTARÍA 1, TORREON, COAHUILA, CARACTER: TITULAR, DONATO GUERRA 322, CENTRO  TORREON, COAHUILA, Socio desde: 2000, 0187 1711 0943,notariapublica01@hotmail.com
49,NOTARÍA 127, SALTILLO, COAHUILA, CARACTER: TITULAR, LAGO COLORADO 483, VALLE SAN AGUSTIN  SALTILLO, COAHUILA, Socio desde: 2019, 01844430 83 36,notaria127@mdlsinergy.com
50,NOTARÍA 4, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, XICOTENCATL 123 NORTE, CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2016, 8787821322,djimenez@jimenezasociados.com.mx
51,NOTARÍA 5, SALTILLO, COAHUILA, CARACTER: TITULAR, CAMPECHE 332, REPUBLICA PONIENTE  SALTILLO, COAHUILA, Socio desde: 1995, ,edil2309@hotmail.com
52,NOTARÍA 51, SALTILLO, COAHUILA, CARACTER: TITULAR, LA LAJUELA 223, AMPLIACION REAL DE PEÑA  SALTILLO, COAHUILA, Socio desde: 2018, 01 844 415 15 11,notaria51.saltillo2018@gmail.com
53,NOTARÍA 1, TORREON, COAHUILA, CARACTER: ADSCRITO, C. DONATO GUERRA 322 SUR, CENTRO  TORREON, COAHUILA, Socio desde: 2019, 01 871 712 59 65,notariapublica1@outlook.com
54,NOTARÍA 15, NUEVA ROSITA, COAHUILA, CARACTER: TITULAR, RAMOS ARIZPE 248, ZARAGOZA  NUEVA ROSITA, COAHUILA, Socio desde: 2019, 01 861 614 73 55,eladioromerodavila@gmail.com
55,NOTARÍA 36, MONCLOVA, COAHUILA, CARACTER: ADSCRITO, BLVD. FRANCISCO I. MADERO 15, GUADALUPE  MONCLOVA, COAHUILA, Socio desde: 2018, 01 866 633 37 00,martha.gonzaleznotaria36@gmail.com
56,NOTARÍA 32, MONCLOVA, COAHUILA, CARACTER: TITULAR, RIO BALSAS 318 INT. A, JARDINES DEL VALLE  MONCLOVA, COAHUILA, Socio desde: 2014, ,np32monclova@hotmail.com
57,NOTARÍA 73, TORREON, COAHUILA, CARACTER: TITULAR, GARCIA CARRILLO 165 INT. SUR, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 722 0907,emilio@darwichgarza.com
58,NOTARÍA 8, SALTILLO, COAHUILA, CARACTER: TITULAR, TAMAULIPAS 304, REPUBLICA NORTE  SALTILLO, COAHUILA, Socio desde: 2005, 0184 4414 4416,notaria08_enriquegarza@prodigy.net.mx
59,NOTARÍA 88, TORREON, COAHUILA, CARACTER: TITULAR, AV. OCAMPO 240 ORIENTE INT. 1, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 717 73 81 ,elara@notaria88.com
60,NOTARÍA 68, MATAMOROS, COAHUILA, CARACTER: TITULAR, CALLE PABELLON 25 SUR, CENTRO  MATAMOROS, COAHUILA, Socio desde: 2013, ,erikrodriguez7777@yahoo.com.mx
61,NOTARÍA 85, TORREON, COAHUILA, CARACTER: TITULAR, BLVD. REVOLUCION 260 INT. PTE., CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 716 52 09,notariaa85@gmail.com
62,NOTARÍA 21, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA MORELOS 607 PTE, CENTRO  TORREON, COAHUILA, Socio desde: 1997, LOS MISMOS,notariapublica21@prodigy.net.mx
63,NOTARÍA 38, TORREON, COAHUILA, CARACTER: TITULAR, PRIVADA GUILLERMO PRIETO 83 PONIENTE, CENTRO  TORREON, COAHUILA, Socio desde: 2014, ,e.ramos@ramosycobo.com
64,NOTARÍA 22, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA ALLENDE 149 PTE., CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 712 38 58,eugeniocota@hotmail.com
65,NOTARÍA 87, SALTILLO, COAHUILA, CARACTER: TITULAR, AV PASEO DEL VALLE 310, SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2013, 18444584225,fdknotario87@gmail.com
66,NOTARÍA 78, TORREON, COAHUILA, CARACTER: TITULAR, AV. JUAREZ 175, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 018717126893,notaria78torreon@gmail.com
67,NOTARÍA 14, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA MORELOS 240 PTE., CENTRO  TORREON, COAHUILA, Socio desde: 1983, 01 871 712 1960,felcordero@notaria14torreon.com.mx
68,NOTARÍA 22, MONCLOVA, COAHUILA, CARACTER: TITULAR, BLVD. FRANCISCO I MADERO 15, GUADALUPE  MONCLOVA, COAHUILA, Socio desde: 1995, TODOS LOS TELS.,felipeglz@notaria22.org.mx
69,NOTARÍA 41, MONCLOVA, COAHUILA, CARACTER: TITULAR, REPUBLICA DEL SALVADOR 500 B, GUADALUPE  MONCLOVA, COAHUILA, Socio desde: 2018, 01 866 63 512 69,notaria41monclova@gmail.com
70,NOTARÍA 102, SALTILLO, COAHUILA, CARACTER: TITULAR, AVE. LAS AMERICAS 857, LATINOAMERICANA  SALTILLO, COAHUILA, Socio desde: 2017, 01 844 415 26 62,fmgnotario102@gmail.com
71,NOTARÍA 44, TORREON, COAHUILA, CARACTER: TITULAR, AV. ABASOLO 1028 OTE, CENTRO  TORREON, COAHUILA, Socio desde: 1993, TELS Y FAX,fernandoantoniocardenas@prodigy.net.mx
72,NOTARÍA 2, TORREON, COAHUILA, CARACTER: TITULAR, AV. ALLENDE 539 OTE, CENTRO  TORREON, COAHUILA, Socio desde: 1991, ,notaria02@prodigy.net.mx
73,NOTARÍA 45, TORREON, COAHUILA, CARACTER: TITULAR, AVE.MORELOS EDIF. MONTERREY 1320 PTE INT. DESP 1002, CENTRO  TORREON, COAHUILA, Socio desde: 1973, ,notariapublica45@gmail.com
74,NOTARÍA 45, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA MORELOS 1320 PONIENTE INT. 1002, CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 712 76 63,notariapublica45trc@gmail.com
75,NOTARÍA 2, PARRAS DE LA FUENTE, COAHUILA, CARACTER: TITULAR, CALLE ISIDRO TREVIÑO 4, CENTRO  PARRAS DE LA FUENTE, COAHUILA, Socio desde: 2006, 01 842 422 0795,f_orozco@hotmail.com
76,NOTARÍA 4, SALTILLO, COAHUILA, CARACTER: TITULAR, DR. GONZALO VALDEZ 245, DOCTORES  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 485 0572,franciscoaguirre@np4.com.mx
77,NOTARÍA 83, TORREON, COAHUILA, CARACTER: TITULAR, AV. ESCOBEDO 195 OTE., CENTRO  TORREON, COAHUILA, Socio desde: 2018, 01 871 714 32 32,notaria83torreon@hotmail.com
78,NOTARÍA 37, SALTILLO, COAHUILA, CARACTER: TITULAR, PERIFERICO LUIS ECHEVERRIA ALVAREZ 6537 INT. PLANTA ALTA, SAN RAMON  SALTILLO, COAHUILA, Socio desde: 2008, 01 844 1 34 0568,saltillonotaria37@saltillonotaria37.com.mx
79,NOTARÍA 123, SALTILLO, COAHUILA, CARACTER: TITULAR, BLVD. PEDRO FIGUEROA 2990 INT. PLAZA COMERCIAL SAN PATRICIO LOCAL 06 , FRACCIONAMIENTO SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2005, 01 844 688 21 28,notaria123@icloud.com
80,NOTARÍA 86, TORREON, COAHUILA, CARACTER: TITULAR, AVENIDA MATAMOROS 801 ORIENTE, CENTRO  TORREON, COAHUILA, Socio desde: 2019, 01 871 789 26 74,notaria86torreon@hotmail.com
81,NOTARÍA 40, MONCLOVA, COAHUILA, CARACTER: TITULAR, BLVD. FRANCISCO I MADERO 222, CENTRO  MONCLOVA, COAHUILA, Socio desde: 2019, 01 866 21 12 886,muela_84@hotmail.com
82,NOTARÍA 9, MONCLOVA, COAHUILA, CARACTER: TITULAR, BOULEVARD FRANCISCO I. MADERO 222 INT. 2, CENTRO  MONCLOVA, COAHUILA, Socio desde: 2008, 01 866 632 19 55,notaria9_lic.muela@hotmail.com
83,NOTARÍA 29, SALTILLO, COAHUILA, CARACTER: TITULAR, CALLE HIDALGO 2586, REPÚBLICA ORIENTE  SALTILLO, COAHUILA, Socio desde: 2012, 844 439 492 3,gmriojas@yahoo.com.mx
84,NOTARÍA 130, SALTILLO, COAHUILA, CARACTER: TITULAR, HUITZILOPOCHTLI 573, SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2019, 01 844 416 06 59,notaria130saltillo@gmail.com
85,NOTARÍA 26, TORREON, COAHUILA, CARACTER: TITULAR, AV. ABASOLO 35 PONIENTE INT. PRIMER PISO DEPS 6A, CENTRO  TORREON, COAHUILA, Socio desde: 2006, 01 871 712 29 79,notaria26torreon@gmail.com
86,NOTARÍA 99, SALTILLO, COAHUILA, CARACTER: TITULAR, PEDRO LYONNET 670 INT. A, LA SALLE  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 430 9494,np99saltillo@gmail.com
87,NOTARÍA 10, SALTILLO, COAHUILA, CARACTER: TITULAR, IGNACIO ALLENDE 218, CENTRO  SALTILLO, COAHUILA, Socio desde: 2016, 844 414 1007,not10slt@hotmail.com
88,NOTARÍA 25, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, JUAREZ PTE. 110, CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2018, 01 878 784 00 74 ,notaria25pn@gmail.com
89,NOTARÍA 80, SALTILLO, COAHUILA, CARACTER: TITULAR, BLVD. JUAN SAADE MURRA 709, TULIPANES  SALTILLO, COAHUILA, Socio desde: 2012, 01 844 906 0480,gagr05@hotmail.com
90,NOTARÍA 6, ACUÑA, COAHUILA, CARACTER: TITULAR, MADERO 301, CENTRO  ACUÑA, COAHUILA, Socio desde: 2003, 0187 7772 9064,lic_hectorcarmona@hotmail.com
91,NOTARÍA 18, TORREON, COAHUILA, CARACTER: TITULAR, RIO GUADALQUIVIR 688, NAVARRO  TORREON, COAHUILA, Socio desde: 2012, 01 871 712 7790,hectorivan_np18@hotmail.com
92,NOTARÍA 16, ACUÑA, COAHUILA, CARACTER: TITULAR, MADERO 290, CENTRO  ACUÑA, COAHUILA, Socio desde: 2018, 01 877 772 90 64,notaria16acuna@gmail.com
93,NOTARÍA 17, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, AV. 16 DE SEPTIEMBRE 309, LAS FUENTES  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2004, 0187 8782 6121,heriberto@notariapublica17.com
94,NOTARÍA 5, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, TERAN 106 OTE, CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2006, 01 878 782 5340,hj_ramos@prodigy.net.mx
95,NOTARÍA 43, CASTAÑOS, COAHUILA, CARACTER: TITULAR, MATAMOROS 229, CENTRO  CASTAÑOS, COAHUILA, Socio desde: 2018, 01 866 171 78 93,notariapublica43@outlook.com
96,NOTARÍA 23, MORELOS, COAHUILA, CARACTER: TITULAR, MORELOS 202, CENTRO  MORELOS, COAHUILA, Socio desde: 2018, 01 862 624 08 14,notariapublica23@hotmail.com
97,NOTARÍA 15, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, BRAVO 205 ORIENTE, PIEDRAS NEGRAS CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2016, 8787822215,hugo@notario15.com
98,NOTARÍA 92, ARTEAGA, COAHUILA, CARACTER: TITULAR, HIDALGO 3, CENTRO  ARTEAGA, COAHUILA, Socio desde: 2018, 01 844 483 10 08,notario_n92@hotmail.com
99,NOTARÍA 8, TORREON, COAHUILA, CARACTER: TITULAR, ZULOAGA 19, LOS ANGELES  TORREON, COAHUILA, Socio desde: 1994, ,lichugos@prodigy.net.mx
100,NOTARÍA 3, MONCLOVA, COAHUILA, CARACTER: TITULAR, ROBLE 2610 INT. LOCAL 1, SANTA MONICA  MONCLOVA, COAHUILA, Socio desde: 2018, 01 866 105 25 03,notaria3monclova@gmail.com
101,NOTARÍA 9, ALLENDE, COAHUILA, CARACTER: TITULAR, GUERRERO 214 SUR, CENTRO  ALLENDE, COAHUILA, Socio desde: 2019, 01844 86 90 928,lic_montemayor@hotmail.com
102,NOTARÍA 6, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, 16 DE SEPTIEMBRE 615 INT. LOCAL 5, SAN JOSE  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2014, ,notariopublico6riogrande@hotmail.com
103,NOTARÍA 3, TORREON, COAHUILA, CARACTER: TITULAR, AV ABASOLO 35 PONIENTE INT. SEGUNDO PISO 8, CENTRO  TORREON, COAHUILA, Socio desde: 2009, LOS MISMOS,jafaro@live.com
104,NOTARÍA 106, RAMOS ARIZPE, COAHUILA, CARACTER: TITULAR, BLVD PLAN DE GUADALUPE 276-E, ZONA CENTRO  RAMOS ARIZPE, COAHUILA, Socio desde: 2016, 4 85 32 63,contacto@notariapublica106.com
105,NOTARÍA 124, SALTILLO, COAHUILA, CARACTER: TITULAR, PASEO DE LAS LOMAS 355, RESIDENCIAL SAN PATRICIO  SALTILLO, COAHUILA, Socio desde: 2018, 01 844 317 52 29,notaria124.saltillo@gmail.com
106,NOTARÍA 8, NUEVA ROSITA, COAHUILA, CARACTER: TITULAR, AV. ADOLFO LOPEZ MATEOS S/N INT. 1E, CHAPULTEPEC  NUEVA ROSITA, COAHUILA, Socio desde: 2019, 01861 614 8031,jesusruiz@notario8.com
107,NOTARÍA 25, SALTILLO, COAHUILA, CARACTER: TITULAR, CALLE MONCLOVA 1445, REPUBLICA PONIENTE  SALTILLO, COAHUILA, Socio desde: 2006, 01 844 135 09 50,laraje@prodigy.net.mx
108,NOTARÍA 34, TORREON, COAHUILA, CARACTER: TITULAR, SERTOMA 100,  TORREON, COAHUILA, Socio desde: 2018, 01 871 690 12 39,jesusdeleon@notario34.mx
109,NOTARÍA 12, SALTILLO, COAHUILA, CARACTER: TITULAR, DR. LUIS MARIA SILLER SANCHEZ 415, DOCTORES  SALTILLO, COAHUILA, Socio desde: 1997, ,aguirre12@prodigy.net.mx
110,NOTARÍA 18, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, SAN JOSE 710, SAN JOSE  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2009, 01 878 783 4555,notaria18pn@hotmail.com
111,NOTARÍA 23, MONCLOVA, COAHUILA, CARACTER: TITULAR, MATAMOROS 217, CENTRO  MONCLOVA, COAHUILA, Socio desde: 2002, 0186 6633 5301,sarachojesus@prodigy.net.mx
112,NOTARÍA 3, PARRAS DE LA FUENTE, COAHUILA, CARACTER: TITULAR, REFORMA 3, CENTRO  PARRAS DE LA FUENTE, COAHUILA, Socio desde: 2006, 01 842 422 2583,jfarias6@gmail.com
113,NOTARÍA 57, TORREON, COAHUILA, CARACTER: TITULAR, AV. MORELOS 779 PTE, CENTRO  TORREON, COAHUILA, Socio desde: 2006, 01 871 712 0150,ciher57@hotmail.com
114,NOTARÍA 97, SALTILLO, COAHUILA, CARACTER: TITULAR, CUBA 198, LOS ALAMOS  SALTILLO, COAHUILA, Socio desde: 2012, 18444850344,notario97coahuila@hotmail.com
115,NOTARÍA 98, COAHUILA, COAHUILA, CARACTER: TITULAR, DR. MANUEL ORTIZ DE MONTELLANO 129, AMPLIACION LOS DOCTORES  COAHUILA, COAHUILA, Socio desde: 2012, 01 844 454 2050 ,jcesar@notaria98.com
116,NOTARÍA 26, FRONTERA, COAHUILA, CARACTER: TITULAR, CUAUHTEMOC 201, CENTRO  FRONTERA, COAHUILA, Socio desde: 2010, 01 866 635 7167,antoniojuaristi@yahoo.com.mx
117,NOTARÍA 3, CD. ACUÑA, COAHUILA, CARACTER: TITULAR, RAYON 185 OTE, CENTRO  CD. ACUÑA, COAHUILA, Socio desde: 2000, ,cordovat@prodigy.net.mx
118,NOTARÍA 82, SALTILLO, COAHUILA, CARACTER: TITULAR, PROLONGACION CHIAPAS 1062, REPUBLICA PONIENTE  SALTILLO, COAHUILA, Socio desde: 2012, ,notariapublica82saltillo@gmail.com
119,NOTARÍA 36, SALTILLO, COAHUILA, CARACTER: TITULAR, CALLE BRAVO 253 NTE, CENTRO  SALTILLO, COAHUILA, Socio desde: 1984, , jhsalinas@prodigy.net.mx
120,NOTARÍA 1, PIEDRAS NEGRAS, COAHUILA, CARACTER: TITULAR, ZARAGOZA 602, ZONA CENTRO  PIEDRAS NEGRAS, COAHUILA, Socio desde: 2018, 782 55 55,recepcionrgc@gmail.com
121,NOTARÍA 12, ACUÑA, COAHUILA, CARACTER: TITULAR, BOULEVARD ADOLFO LOPEZ MATEOS 2065, BENITO JUAREZ  ACUÑA, COAHUILA, Socio desde: 2014, ,notaria12acu@live.com
122,NOTARÍA 19, TORREON, COAHUILA, CARACTER: TITULAR, AV MATAMOROS PONIENTE 125, CENTRO  TORREON, COAHUILA, Socio desde: 2016, 01 871 741 1800,joseortiz@notaria19torreon.com
