,0,1,2,3,4,5,6,7,8,11,12
10,NOTARÍA 18, MARIANO ESCOBEDO, VERACRUZ, CARACTER: TITULAR, CAMINO A CHICOLA S/N, FRACC. LOS PINOS  MARIANO ESCOBEDO, VERACRUZ, Socio desde: 2011, ,notaria18me@correoprodigy.com,
11,NOTARÍA 23, CHINAMECA, VERACRUZ, CARACTER: TITULAR, AV. 16 DE SEPTIEMBRE S/N, BARRIO TONALAPA  CHINAMECA, VERACRUZ, Socio desde: 2010, 01 922 261 1468,aldues5@hotmail.com,
12,NOTARÍA 3, CORDOBA, VERACRUZ, CARACTER: TITULAR, AV. 2 100 INT. DESP 6, CENTRO  CORDOBA, VERACRUZ, Socio desde: 1997, 0127 1712 0774,notaria3cordoba@hotmail.com,
13,NOTARÍA 10, CORDOBA, VERACRUZ, CARACTER: TITULAR, AVENIDA 1 810, CORDOBA CENTRO  CORDOBA, VERACRUZ, Socio desde: 2016, 2717 179945,nota10cor@prodigy.net.mx,
14,NOTARÍA 30, VERACRUZ, VERACRUZ, CARACTER: TITULAR, 1RO. DE MAYO 655, FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 2001, LOS MISMOS,errasquin@notaria30veracruz.com.mx,
15,NOTARÍA 19, BANDERILLA, VERACRUZ, CARACTER: TITULAR, LIBERTAD 49 INT. 1, CENTRO  BANDERILLA, VERACRUZ, Socio desde: 2010, 01 228 811 2836,alfonso_26@hotmail.com,
16,NOTARÍA 21, AGUA DULCE, VERACRUZ, CARACTER: TITULAR, CALLE CUICHAPA 152, CUATRO CAMINOS  AGUA DULCE, VERACRUZ, Socio desde: 2012, ,alfredoheca18@hotmail.com,
17,NOTARÍA 18, VERACRUZ, VERACRUZ, CARACTER: TITULAR, DR. ALFREDO IGLESIAS 442, FRACCIONAMIENTO REFORMA  VERACRUZ, VERACRUZ, Socio desde: 2004, 0122 9931 8760,apichardo@notaria18veracruz.com,
18,NOTARÍA 9, VERACRUZ, VERACRUZ, CARACTER: TITULAR, ABASOLO 694 INT. ALTOS A Y B, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 22993254 67,notaria9_veracruz@hotmail.com,
19,NOTARÍA 2, PAPANTLA , VERACRUZ, CARACTER: TITULAR, JOSE AZUETA 198 INT. ALTOS, CENTRO  PAPANTLA , VERACRUZ, Socio desde: 2017, 01 784 842 6910,vagab@prodigy.net.mx,
20,NOTARÍA 9, LERDO DE TEJADA, VERACRUZ, CARACTER: TITULAR, JUAN DE LA LUZ ENRIQUEZ 101 INT. ALTOS, CENTRO  LERDO DE TEJADA, VERACRUZ, Socio desde: 2002, 01 284 94 416 16,notarianueve@hotmail.com,
21,NOTARÍA 35, EMILIANO ZAPATA, VERACRUZ, CARACTER: TITULAR, CARRETERA FEDERAL XALAPA VERACRUZ KM 14.82, MIRADORES DEL MAR  EMILIANO ZAPATA, VERACRUZ, Socio desde: 2011, ,notaria35.ez@gmail.com,
22,NOTARÍA 2, JALACINGO, VERACRUZ, CARACTER: TITULAR, URSULO GALVAN 84 INT. 3er PISO, CENTRO  JALACINGO, VERACRUZ, Socio desde: 2004, 0122 6318 2108,notaria2jalacingo@hotmail.com,
23,NOTARÍA 12, XALAPA, VERACRUZ, CARACTER: TITULAR, SAN ROQUE 101, UNIDADA VERACRUZANA  XALAPA, VERACRUZ, Socio desde: 2010, 01 228 817 6093,antonio_limon@hotmail.com,
24,NOTARÍA 61, BOCA DEL RIO, VERACRUZ, CARACTER: TITULAR, COSTA VERDE 51 ALTOS, FRACC. VIRIGINIA  BOCA DEL RIO, VERACRUZ, Socio desde: 2006, 01 229 937 7175,notaria61_veracruz@hotmail.com,
25,NOTARÍA 9, VERACRUZ, VERACRUZ, CARACTER: ADSCRITO, MIGUEL HIDALGO 801, BARRIO PETROLEO  VERACRUZ, VERACRUZ, Socio desde: 2017, 01 924 24 70 188,notaria_publica9@live.com.mx,
26,NOTARÍA 8, POZA RICA, VERACRUZ, CARACTER: ADSCRITO, AVENIDA 6 NORTE 508, OBRERA  POZA RICA, VERACRUZ, Socio desde: 2007, 01 782 82 38021,notaria8pozarica@notariadomexicano.org.mx,
27,NOTARÍA 51, EL TEJAR, VERACRUZ, CARACTER: ADSCRITO, INDEPENDENCIA 843 INT. E-ALTOS, CENTRO  EL TEJAR, VERACRUZ, Socio desde: 2017, 01 285 971 26 08,notaria51_ver@hotmail.com,
28,NOTARÍA 14, CAZONES DE HERRERA, VERACRUZ, CARACTER: TITULAR, REFORMA 140, CENTRO  CAZONES DE HERRERA, VERACRUZ, Socio desde: 2012, 01 784 887 0359,notariapublica14@hotmail.com,
29,NOTARÍA 10, TIHUATLAN, VERACRUZ, CARACTER: TITULAR, AVENIDA CUAUHTEMOC 87, CENTRO  TIHUATLAN, VERACRUZ, Socio desde: 2003, 01 746 84 303 85,notaria10pr@hotmail.com,
30,NOTARÍA 26, MINATITLAN, VERACRUZ, CARACTER: ADSCRITO, SALVADOR DIAZ MIRON 101, OBRERA  MINATITLAN, VERACRUZ, Socio desde: 2019, 045 922 12 201 14,carlosnotmina_42@hotmail.com,
31,NOTARÍA 10, TUXPAN, VERACRUZ, CARACTER: TITULAR, BOULEVARD REYES HEROLES 53-C, CENTRO  TUXPAN, VERACRUZ, Socio desde: 2011, 01 783 834 3636,notaria10-tuxpan@hotmail.com,
32,NOTARÍA 36, VERACRUZ, VERACRUZ, CARACTER: TITULAR, CONSTITUCION 124, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 1994, 01(229) 931-31-87,cce@notaria36.com.mx,
33,NOTARÍA 5, IXHUATLAN DEL CAFE, VERACRUZ, CARACTER: TITULAR, PORTAL JUAREZ 5-A, CENTRO  IXHUATLAN DEL CAFE, VERACRUZ, Socio desde: 2017, 012737372174,carlos_cardenas_morales@hotmail.com,
34,NOTARÍA 52, JAMAPA, VERACRUZ, CARACTER: TITULAR, CALLE NORTE 5 20, CENTRO  JAMAPA, VERACRUZ, Socio desde: 2011, ,notaria52jamapa@hotmail.com,
35,NOTARÍA 13, ORIZABA, VERACRUZ, CARACTER: TITULAR, COLON PONIENTE 58, CENTRO  ORIZABA, VERACRUZ, Socio desde: 1977, ,notpub13@prodigy.net.mx,
36,NOTARÍA 8, COATEPEC, VERACRUZ, CARACTER: TITULAR, ZARAGOZA 41, CENTRO  COATEPEC, VERACRUZ, Socio desde: 2010, 01 228 841 1589,notaria8coatepec@hotmail.com,
37,NOTARÍA 24, CORDOBA, VERACRUZ, CARACTER: TITULAR, AVENIDA 1 1200, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2011, ,not-24@hotmail.com,
38,NOTARÍA 45, ALVARADO, VERACRUZ, CARACTER: TITULAR, BLVD. BOCA DEL RIO ANTON LIZARDO 901 INT. LOCAL G-1, PLAZA VELEROS  ALVARADO, VERACRUZ, Socio desde: 2010, 01 229 956 4625,reynaud@notaria45alvarado.com,
39,NOTARÍA 60, VERACRUZ, VERACRUZ, CARACTER: TITULAR, CONSTITUCION 518, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2004, 01 229 938 0784,notaria60ver@prodigy.net.mx,
40,NOTARÍA 17, COATZACOALCOS, VERACRUZ, CARACTER: TITULAR, GUTIERREZ ZAMORA 403-B, ZONA CENTRO  COATZACOALCOS, VERACRUZ, Socio desde: 1983, 01 921 212 02 80,aroche74@hotmail.com,
41,NOTARÍA 20, VERACRUZ, VERACRUZ, CARACTER: ADSCRITO, AV. LOS GIRASOLES 4, FRACCIONAMIENTO LOS GIRASOLES  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 228 820 0085,notaria_20@hotmail.com,
42,NOTARÍA 7, TUXPAN, VERACRUZ, CARACTER: TITULAR, JOSE MA. MORELOS 59, ZONA CENTRO  TUXPAN, VERACRUZ, Socio desde: 2000, MISMO TELEFONO,nota7tuxver@prodigy.net.mx,
43,NOTARÍA 14, VERACRUZ, VERACRUZ, CARACTER: TITULAR, ZARAGOZA 439, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2003, 01 229 932 75 99,informes@notaria14ver.com,
44,NOTARÍA 5, ALTOTONGA, VERACRUZ, CARACTER: ADSCRITO, 16 DE SEPTIEMBRE 18-A, CENTRO  ALTOTONGA, VERACRUZ, Socio desde: 2019, 01 226 316 07 12,notaria5altotonga@hotmail.com,
45,NOTARÍA 31, XALAPA, VERACRUZ, CARACTER: ADSCRITO, GENERAL SAN MARTIN 3, LOMA ESMERALDA  XALAPA, VERACRUZ, Socio desde: 2014, ,notaria31xalapa@gmail.com,
46,NOTARÍA 2, TANTOYUCA, VERACRUZ, CARACTER: TITULAR, FRANCISCO I. MADERO 215 INT. ALTOS, CENTRO  TANTOYUCA, VERACRUZ, Socio desde: 2008, ,notaria2.tantoyuca@yahoo.com.mx,
47,NOTARÍA 6, PEROTE, VERACRUZ, CARACTER: TITULAR, PINO SUAREZ 11 INT. 2 Y 3, CENTRO  PEROTE, VERACRUZ, Socio desde: 2009, 01 282 82 5 0156,lic_claudiapeto@yahoo.com.mx,
48,NOTARÍA 16, NOGALES, VERACRUZ, CARACTER: TITULAR, AV. BENITO JUAREZ 110, CENTRO  NOGALES, VERACRUZ, Socio desde: 2010, ,not16nog@gmail.com,
49,NOTARÍA 6, XALAPA, VERACRUZ, CARACTER: TITULAR, CALLE PRINCIPAL 4 INT. TORRE CENTRO MAYOR 17 F, PASTORESA  XALAPA, VERACRUZ, Socio desde: 2019, 01 228 688 94 14,danielreyesmoran@hotmail.com,
50,NOTARÍA 56, ALVARADO, VERACRUZ, CARACTER: TITULAR, JOAQUIN MARTINEZ 10 INT. BIS, CENTRO  ALVARADO, VERACRUZ, Socio desde: 2011, 12979730278,notaria56alvarado@hotmail.com,
51,NOTARÍA 43, MEDELLIN, VERACRUZ, CARACTER: TITULAR, PLAYA DE VACAS 778, CENTRO  MEDELLIN, VERACRUZ, Socio desde: 2010, 01 (229) 688 55 03,notario43@hotmail.com,
52,NOTARÍA 5, ACAYUCAN, VERACRUZ, CARACTER: TITULAR, PORFIRIO DIAZ 5, CENTRO  ACAYUCAN, VERACRUZ, Socio desde: 2016, 019242453707,denisedestefan@hotmail.com,
53,NOTARÍA 25, XALAPA, VERACRUZ, CARACTER: TITULAR, AV ARAUCARIAS 56 INT. LOCAL 2-A, INDECO ANIMAS  XALAPA, VERACRUZ, Socio desde: 2013, 0122 88 12 9284,dulcerios@notaria25.com.mx,
54,NOTARÍA 3, VERACRUZ, VERACRUZ, CARACTER: TITULAR, CALLEJON HEROE DE NACOZARI 242 INT. 101, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2016, 22 99 3216 18,notaria3ver@hotmail.com ,
55,NOTARÍA 3, ORIZABA, VERACRUZ, CARACTER: TITULAR, AVENIDA COLON PONIENTE 345, CENTRO  ORIZABA, VERACRUZ, Socio desde: 2006, 01 272 725 8848,notpub3@prodigy.net.mx,
56,NOTARÍA 16, VERACRUZ, VERACRUZ, CARACTER: TITULAR, XICOTENCATL 1695, FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 2001, TEL. Y FAX,epanes@notaria16veracruz.com,
57,NOTARÍA 34, TLALNELHUAYOCAN, VERACRUZ, CARACTER: TITULAR, CALLE BENITO JUAREZ 4, OTILPAN  TLALNELHUAYOCAN, VERACRUZ, Socio desde: 2017, 2288346191,elviraarteagavega@gmail.com,
58,NOTARÍA 7, COATZACOALCOS, VERACRUZ, CARACTER: TITULAR, NICOLAS BRAVO 1009 INT. ALTOS, CENTRO  COATZACOALCOS, VERACRUZ, Socio desde: 2006, 01 921 212 6242,emadrazo7@yahoo.com.mx,
59,NOTARÍA 8, CORDOBA, VERACRUZ, CARACTER: TITULAR, AVENIDA 1 205, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2017, 2717121814,notaria8cordoba@gmail.com,
60,NOTARÍA 14, CORDOBA, VERACRUZ, CARACTER: TITULAR, AV. 3, EDIFICIO PLAZA JARDIN 104 INT. DESP 104, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2004,, 'com');notaria14corver@hotmail.com]
61,NOTARÍA 10, VILLA DE OLUTA, VERACRUZ, CARACTER: TITULAR, GUTIERREZ ZAMORA 44 INT. B, BARRIO PRIMERO  VILLA DE OLUTA, VERACRUZ, Socio desde: 2012, ,notariadiezoluta@hotmail.com,
62,NOTARÍA 6, TIERRA BLANCA, VERACRUZ, CARACTER: TITULAR, LIBERTAD 220, CENTRO  TIERRA BLANCA, VERACRUZ, Socio desde: 1999, ,pipenotario6@hotmail.com,
63,NOTARÍA 6, SAN ANDRES TUXTLA, VERACRUZ, CARACTER: TITULAR, BELISARIO DOMINGUEZ 16, CENTRO  SAN ANDRES TUXTLA, VERACRUZ, Socio desde: 1981, 01(294) 942-01-79,fercar06@hotmail.com,
64,NOTARÍA 10, CATEMACO, VERACRUZ, CARACTER: TITULAR, MORELOS 28, CENTRO  CATEMACO, VERACRUZ, Socio desde: 2014, ,notariapublica10_fmv@hotmail.com,
65,NOTARÍA 50, MEDELLIN DE BRAVO, VERACRUZ, CARACTER: TITULAR, CAMPO REDONDO 12 INT. LOCAL 493 B Y C, CENTRO  MEDELLIN DE BRAVO, VERACRUZ, Socio desde: 2010, 01 285 971 2826,notaria50medellin@hotmail.com,
66,NOTARÍA 18, COATZACOALCOS, VERACRUZ, CARACTER: TITULAR, AV. GUTIERREZ ZAMORA 413, CENTRO  COATZACOALCOS, VERACRUZ, Socio desde: 1997, LOS MISMOS,notaria_18@yahoo.com,
67,NOTARÍA 9, MINATITLAN, VERACRUZ, CARACTER: TITULAR, AV. H. COLEGIO MILITAR S/N, PETROLERA  MINATITLAN, VERACRUZ, Socio desde: 1993, LOS MISMOS,fravern9@prodigy.net.mx,
68,NOTARÍA 40, VERACRUZ, VERACRUZ, CARACTER: TITULAR, BLVD. MANUEL AVILA CAMACHO 1199, RICARDO FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 229 989 2929,fcoarias@prodigy.net.mx,
69,NOTARÍA 5, COATZACOALCOS, VERACRUZ, CARACTER: ADSCRITO, AVENIDA VICENTE GUERRERO 304 INT. 2, CENTRO  COATZACOALCOS, VERACRUZ, Socio desde: 2012, ,notaria5.ivanhillman@hotmail.com,
70,NOTARÍA 1, COATZACOALCOS, VERACRUZ, CARACTER: ADSCRITO, GUTIERREZ ZAMORA 323, CENTRO  COATZACOALCOS, VERACRUZ, Socio desde: 2004, 01 921 21 300 17 01,francisco@fmontesdeoca.com.mx,
71,NOTARÍA 17, CORDOBA, VERACRUZ, CARACTER: TITULAR, CALLE CUATRO 8, CENTRO  CORDOBA, VERACRUZ, Socio desde: 1994, 0127 1714 3520,not17cordoba.fpb@hotmail.com,
72,NOTARÍA 28, VERACRUZ, VERACRUZ, CARACTER: TITULAR, BLVD . AVILA CAMACHO 1199, RICARDO FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 1974, 01 229 989 2929,fcoarias@prodigy.net.mx,
73,NOTARÍA 3, COATEPEC, VERACRUZ, CARACTER: TITULAR, ALDAMA 8, CENTRO  COATEPEC, VERACRUZ, Socio desde: 1988, ,not3coatepec@hotmail.com,
74,NOTARÍA 9, TEOCELO, VERACRUZ, CARACTER: TITULAR, INDEPENDENCIA ORIENTE 34, CENTRO  TEOCELO, VERACRUZ, Socio desde: 2011, 01 228 821 0273,teocelo9@hotmail.com,
75,NOTARÍA 19, FORTIN DE LAS FLORES, VERACRUZ, CARACTER: TITULAR, AV. 7 PONIENTE 17, FRACC. FORTIN DE LAS FLORES  FORTIN DE LAS FLORES, VERACRUZ, Socio desde: 2010, ,notaria19fortin@hotmail.com,
76,NOTARÍA 37, XALAPA, VERACRUZ, CARACTER: TITULAR, JESUS REYES HEROLES 16, OBRERO CAMPESINA  XALAPA, VERACRUZ, Socio desde: 2011, ,notaria37xalapa@hotmail.com,
77,NOTARÍA 9, MISANTLA, VERACRUZ, CARACTER: TITULAR, DOCTOR CAMILO GONZALEZ 105, CENTRO  MISANTLA, VERACRUZ, Socio desde: 2019, 01 235 32 30 800,notario9misantla@gmail.com,
78,NOTARÍA 13, VERACRUZ, VERACRUZ, CARACTER: TITULAR, AV. VALENTIN GOMEZ FARIAS 1155, RICARDO FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 1998, ,notario13@gmail.com,
79,NOTARÍA 2, COATEPEC, VERACRUZ, CARACTER: TITULAR, JIMENEZ DEL CAMPILLO 31 INT. B, CENTRO  COATEPEC, VERACRUZ, Socio desde: 1984, ,gykawas@hotmail.com,
80,NOTARÍA 41, VERACRUZ, VERACRUZ, CARACTER: TITULAR, XICOTENCATL 270, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 229 931 2253,gerardogil@notaria41.mx,
81,NOTARÍA 3, TEMPOAL, VERACRUZ, CARACTER: TITULAR, ZARAGOZA 17 INT. ALTOS, CENTRO  TEMPOAL, VERACRUZ, Socio desde: 2011, 01 789 894 0039,notariatrestempoal@hotmail.com,
82,NOTARÍA 14, COSAMALOAPAN, VERACRUZ, CARACTER: TITULAR, VENUSTIANO CARRANZA 214 INT. 1ER. PISO, CENTRO  COSAMALOAPAN, VERACRUZ, Socio desde: 2011, 01 288 882 0170,notaria14cosamaloapan@hotmail.com,
83,NOTARÍA 1, VERACRUZ, VERACRUZ, CARACTER: TITULAR, INDEPENDENCIA 835 INT. 1ER PISO, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 229 932 8452,notaria1sousa@yahoo.com.mx,
84,NOTARÍA 23, AMATLAN DE LOS REYES, VERACRUZ, CARACTER: TITULAR, AV. MORELOS 2, CENTRO  AMATLAN DE LOS REYES, VERACRUZ, Socio desde: 2010, ,vitenotaria23@hotmail.com,
85,NOTARÍA 33, XALAPA, VERACRUZ, CARACTER: TITULAR, BENITO JUAREZ 137, CENTRO  XALAPA, VERACRUZ, Socio desde: 2011, ,notaria33_xalapa@hotmail.com,
86,NOTARÍA 2, COSAMALOAPAN, VERACRUZ, CARACTER: TITULAR, AV. VENUSTIANO CARRANZA 115, CENTRO  COSAMALOAPAN, VERACRUZ, Socio desde: 2000, 01(288) 882-49-19,notaria2cosver@hotmail.com,
87,NOTARÍA 13, XALAPA, VERACRUZ, CARACTER: TITULAR, ROA BARCENA 22, CENTRO  XALAPA, VERACRUZ, Socio desde: 2012, 8170380,notaria13xalapa@hotmail.com,
88,NOTARÍA 14, XALAPA, VERACRUZ, CARACTER: TITULAR, JOSE MARIA MATA 8, CENTRO  XALAPA, VERACRUZ, Socio desde: 2000, 818-07-64,dganot14@hotmail.com,
89,NOTARÍA 59, ALVARADO, VERACRUZ, CARACTER: TITULAR, BLVD. RIVIERA VERACRUZANA EDIFICIO 345 INT. 1ER PISO, FRACC. EL CONCHAL  ALVARADO, VERACRUZ, Socio desde: 2011, 01 229 956 5000,notario@alvarado59.com,
90,NOTARÍA 19, VERACRUZ, VERACRUZ, CARACTER: TITULAR, AV. GENERAL PRIM 331 INT. DEP. 3, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2019, 01 229 93 24 060,titular@notaria19ver.com,
91,NOTARÍA 2, VERACRUZ, VERACRUZ, CARACTER: TITULAR, MADERO 506 INT. 522, CENTRO  VERACRUZ, VERACRUZ, Socio desde: 2006, 01 229 932 3987,fepublica@hotmail.com,
92,NOTARÍA 12, COATZINTLA, VERACRUZ, CARACTER: TITULAR, FELIPE BARRIOZABAL 4, SECTOR COATZINTLA  COATZINTLA, VERACRUZ, Socio desde: 2018, 01 782 825 77 49,jmendezj5@hotmail.com,
93,NOTARÍA 27, VERACRUZ, VERACRUZ, CARACTER: TITULAR, GOMEZ FARIAS 750, FLORES MAGON  VERACRUZ, VERACRUZ, Socio desde: 1998, 01(229) 931-82-02,notaria27veracruz@hotmail.com,
94,NOTARÍA 9, ALAMO VERACRUZ, VERACRUZ, CARACTER: TITULAR, ENRIQUE C REBSAMEN 2, CENTRO  ALAMO VERACRUZ, VERACRUZ, Socio desde: 2013, 17658446557,jenniferdelangel@hotmail.com,
95,NOTARÍA 4, TUXPAN , VERACRUZ, CARACTER: TITULAR, RAFAEL MORENO 81, INFONAVIT TENECHACO  TUXPAN , VERACRUZ, Socio desde: 2016, 783 83 53 868,notaria4tuxpan@gmail.com,
96,NOTARÍA 28, MOLOACAN, VERACRUZ, CARACTER: TITULAR, VALENTIN GOMEZ FARIAS 8 INT. LOCAL 2, CENTRO  MOLOACAN, VERACRUZ, Socio desde: 1987, 9232750129,not28moloacan@hotmail.com,
97,NOTARÍA 26, FORTIN, VERACRUZ, CARACTER: TITULAR, BOULEVARD CORDOBA FORTIN KM 335 25, ALBERTO ROSALES  FORTIN, VERACRUZ, Socio desde: 2007, ,info@notaria26fortin.com,
98,NOTARÍA 17, VERACRUZ, VERACRUZ, CARACTER: TITULAR, ERNESTO DOMINGUEZ 311, FRACC. REFORMA  VERACRUZ, VERACRUZ, Socio desde: 1999, 01(229) 931-07-11,notaria17ver@prodigy.net.mx,
99,NOTARÍA 11, VERACRUZ, VERACRUZ, CARACTER: TITULAR, ERNESTO DOMINGUEZ 311, FRACC. REFORMA  VERACRUZ, VERACRUZ, Socio desde: 1972, 01(229) 9-31-07-11,notaria11ver@prodigy.net.mx,
100,NOTARÍA 6, XICO, VERACRUZ, CARACTER: TITULAR, MIGUEL HIDALGO 23, CENTRO  XICO, VERACRUZ, Socio desde: 2013, ,notaria6xico@hotmail.com,
101,NOTARÍA 5, SAN RAFAEL, VERACRUZ, CARACTER: TITULAR, DIAZ MIRON 9-BIS INT. 204, CENTRO  SAN RAFAEL, VERACRUZ, Socio desde: 2016, 232 3250630,jhpr.not5@gmail.com,
102,NOTARÍA 26, BANDERILLA, VERACRUZ, CARACTER: TITULAR, NICOLAS BRAVO 73 INT. B, ZONA CENTRO  BANDERILLA, VERACRUZ, Socio desde: 2007, 01 228 811 2269,jlince@notariaveintiseis.com,
103,NOTARÍA 12, VERACRUZ, VERACRUZ, CARACTER: TITULAR, JUAN DE DIOS PEZA 671, ZARAGOZA  VERACRUZ, VERACRUZ, Socio desde: 1994, ,not12ver@prodigy.net.mx,
104,NOTARÍA 2, SAN ANDRES TUXTLA, VERACRUZ, CARACTER: TITULAR, PINO SUAREZ 4, CENTRO  SAN ANDRES TUXTLA, VERACRUZ, Socio desde: 2013, 12949422363,notariadostuxtla@hotmail.com,
105,NOTARÍA 1, COATEPEC, VERACRUZ, CARACTER: TITULAR, CALLE 3A DE 16 DE SEPTIEMBRE 43 D, CENTRO COATEPEC  COATEPEC, VERACRUZ, Socio desde: 2015, 01228 816 9476,jorge@notaria1coatepec.com,
106,NOTARÍA 2, CORDOBA, VERACRUZ, CARACTER: TITULAR, AV. 2 206, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2014, 01 271 712 7002,not2cord@yahoo.com,
107,NOTARÍA 5, COATEPEC, VERACRUZ, CARACTER: TITULAR, CONSTITUCION 84, CENTRO  COATEPEC, VERACRUZ, Socio desde: 1994, ,jst_not5@hotmail.com,
108,NOTARÍA 38, VERACRUZ, VERACRUZ, CARACTER: TITULAR, CALZADA ISABEL LA CATOLICA 280, REFORMA  VERACRUZ, VERACRUZ, Socio desde: 2010, 01 229 100 2486,grupotiburcio@gmail.com,
109,NOTARÍA 26, MINATITLAN, VERACRUZ, CARACTER: TITULAR, AVENIDA MIGUEL HIDALGO 142 ALTOS, CENTRO  MINATITLAN, VERACRUZ, Socio desde: 2017, 01 922 2241 773,notaria26mver@outlook.es,
110,NOTARÍA 5, COSAMALOAPAN, VERACRUZ, CARACTER: ADSCRITO, AV. JOSE MARIA MORELOS Y PAVON 201, CENTRO  COSAMALOAPAN, VERACRUZ, Socio desde: 2009, 01 288 882 2504,jogarus@hotmail.com,
111,NOTARÍA 10, AYAHUALULCO, VERACRUZ, CARACTER: TITULAR, INDEPENDENCIA 48, CENTRO  AYAHUALULCO, VERACRUZ, Socio desde: 2011, ,notaria10polito.sanchez@hotmail.com,
112,NOTARÍA 18, CORDOBA, VERACRUZ, CARACTER: TITULAR, CALLE 7 500, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2017, 012717124414,notaria18cordoba@gmail.com,
113,NOTARÍA 2, ORIZABA, VERACRUZ, CARACTER: TITULAR, AV. COLON OTE. 333, CENTRO  ORIZABA, VERACRUZ, Socio desde: 1982, ,notaria2marquez@prodigy.net.mx,
114,NOTARÍA 10, VERACRUZ, VERACRUZ, CARACTER: ADSCRITO, AV 2 DE ABRIL 1189, FRACC. REFORMA  VERACRUZ, VERACRUZ, Socio desde: 2017, 01 229 931 85 88,notja70@hotmail.com,
115,NOTARÍA 6, ACAYUCAN, VERACRUZ, CARACTER: TITULAR, CALLE OCAMPO 343, CENTRO DE LA CD.  ACAYUCAN, VERACRUZ, Socio desde: 1996, TELS. Y FAX,carlosnot6@gmail.com,
116,NOTARÍA 8, XALAPA, VERACRUZ, CARACTER: TITULAR, IGNACIO ALLENDE 63 -A, CENTRO  XALAPA, VERACRUZ, Socio desde: 2018, 01 228 818 28 12,erobles@notaria8xalapa.com,
117,NOTARÍA 7, CORDOBA, VERACRUZ, CARACTER: TITULAR, CALLE 2 125, CENTRO  CORDOBA, VERACRUZ, Socio desde: 2005, 0127 1712 4646,notarialvarez@hotmail.com,
