,0,1,2,3,4,5,6,7,8,11
36,NOTARÍA 56, LOS REYES, MICHOACAN, CARACTER: TITULAR, PORTAL GUERRERO 18 INT. 3, CENTRO  LOS REYES, MICHOACAN, Socio desde: 2019, 01 354 5421 112,notaria56lr@prodigy.net.mx
37,NOTARÍA 18, ZAMORA, MICHOACAN, CARACTER: TITULAR, AMADO NERVO 117 OTE, CENTRO  ZAMORA, MICHOACAN, Socio desde: 1973, 01 351-512-31-41,martinez@zra.megared.net.mx
38,NOTARÍA 138, MORELIA, MICHOACAN, CARACTER: TITULAR, MANUEL DE LA PEÑA Y PEÑA 265, CHAPULTEPEC NTE.  MORELIA, MICHOACAN, Socio desde: 2004, 01 443 324 98 88,notaria138@hotmail.com
39,NOTARÍA 188, MORELIA, MICHOACAN, CARACTER: TITULAR, BATALLA DE LA ANGOSTURA 59, COL. CHAPULTEPEC NORTE  MORELIA, MICHOACAN, Socio desde: 2015, 01 443 68 86 370,notario188@hotmail.com
40,NOTARÍA 144, TARIMBARO, MICHOACAN, CARACTER: TITULAR, AVENIDA ERANDENI 700 INT. 38 PLAZA ERANDINI, FRACCIONAMIENTO ERANDENI  TARIMBARO, MICHOACAN, Socio desde: 2010, 01 443 343 04 45,notaria144@hotmail.com
41,NOTARÍA 87, TACAMBARO, MICHOACAN, CARACTER: TITULAR, JOSE MA MORELOS 56, CENTRO  TACAMBARO, MICHOACAN, Socio desde: 2016, 01 459 59 62 479,not87tacambaro@gmail.com
42,NOTARÍA 37, ZACAPU, MICHOACAN, CARACTER: TITULAR, PLAZA FRAY JACOBO DACIANO 4, CENTRO  ZACAPU, MICHOACAN, Socio desde: 2004, 01 436 36 307 17,not37zacapu@hotmail.com
43,NOTARÍA 162, ZITACUARO, MICHOACAN, CARACTER: TITULAR, CALLE 5 DE MAYO SUR 31 INT. 2, CENTRO  ZITACUARO, MICHOACAN, Socio desde: 2008, 01 715 1567 259,gerardoluvianonotario162@yahoo.es
44,NOTARÍA 160, VISTA HERMOSA, MICHOACAN, CARACTER: TITULAR, CAPITAN AZUETA 77 INT. B, CENTRO  VISTA HERMOSA, MICHOACAN, Socio desde: 2011, ,notaria_publica_160@hotmail.com
45,NOTARÍA 107, ZINAPECUARO, MICHOACAN, CARACTER: TITULAR, AV. MORELOS 22, CENTRO  ZINAPECUARO, MICHOACAN, Socio desde: 1999, ,not.grim@hotmail.com
46,NOTARÍA 79, URUAPAN, MICHOACAN, CARACTER: TITULAR, AV. LATINOAMERICA 1950, FRACC. SAN JOSE OBRERO  URUAPAN, MICHOACAN, Socio desde: 1993, 01 452-523-67-11,notariapub79@prodigy.net.mx
47,NOTARÍA 71, TANGANCICUARO , MICHOACAN, CARACTER: TITULAR, RAMON SILVA AL VAREZ 171 INT. B, CENTRO  TANGANCICUARO , MICHOACAN, Socio desde: 2016, 01 355 55 35 298,gsuarez_lic@hotmail.com
48,NOTARÍA 70, COAHUAYANA DE HIDALGO, MICHOACAN, CARACTER: TITULAR, PROLONGACION AVENIDA CONSTITUCION 780, CENTRO  COAHUAYANA DE HIDALGO, MICHOACAN, Socio desde: 2016, 01 313 32 700 50,hamemeruiz@hotmail.com
49,NOTARÍA 158, TARIMBARO, MICHOACAN, CARACTER: TITULAR, FRANCISCO JAVIER MINA ORIENTE 553, CENTRO  TARIMBARO, MICHOACAN, Socio desde: 2011, 01 443 387 6699,notariapublica.158@hotmail.com
50,NOTARÍA 140, URUAPAN, MICHOACAN, CARACTER: TITULAR, COLOMBIA 8077, PASEOS DE LOS ANGELES  URUAPAN, MICHOACAN, Socio desde: 2009, 01 452 503 0567,notaria140mich@hotmail.com
51,NOTARÍA 84, ARTEAGA, MICHOACAN, CARACTER: TITULAR, AV. LAZARO CARDENAS 196, CENTRO  ARTEAGA, MICHOACAN, Socio desde: 1999, ,notariapublica84@live.com.mx
52,NOTARÍA 5, MORELIA, MICHOACAN, CARACTER: TITULAR, GENERAL ANAYA 439, CHAPULTEPEC SUR  MORELIA, MICHOACAN, Socio desde: 1989, 01 443-324-54-07,notaria.5.mich@hotmail.com
53,NOTARÍA 136, MORELIA, MICHOACAN, CARACTER: TITULAR, AVENIDA CAMELINAS 2180 INT. A, FRACC CAMELINAS  MORELIA, MICHOACAN, Socio desde: 2014, ,horaciovillicana@gmail.com
54,NOTARÍA 67, JACONA, MICHOACAN, CARACTER: TITULAR, AMADO NERVO ORIENTE 79, CENTRO  JACONA, MICHOACAN, Socio desde: 2008, 01 35 15 161 606,ibmnot67@prodigy.net.mx
55,NOTARÍA 90, PATZCUARO, MICHOACAN, CARACTER: TITULAR, AHUMADA 10, CENTRO  PATZCUARO, MICHOACAN, Socio desde: 2010, 01 434 342 5344,notaria90patz@gmail.com
56,NOTARÍA 114, PATZCUARO, MICHOACAN, CARACTER: TITULAR, PORTAL ARTEAGA 2, CENTRO  PATZCUARO, MICHOACAN, Socio desde: 2010, 01 434 342 3148,notaria_114@hotmail.com
57,NOTARÍA 97, MORELIA, MICHOACAN, CARACTER: TITULAR, VIRREY DE MENDOZA 228, CENTRO  MORELIA, MICHOACAN, Socio desde: 2014, ,notaria97@hotmail.com
58,NOTARÍA 63, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, H. ESCUELA NAVAL MILITAR 526, CENTRO  LAZARO CARDENAS, MICHOACAN, Socio desde: 2010, 01 753 537 0487,notariapublica_63_lzc@hotmail.com
59,NOTARÍA 113, APATZINGAN, MICHOACAN, CARACTER: TITULAR, FRANCISCO J. MUJICA 18 OTE, CENTRO  APATZINGAN, MICHOACAN, Socio desde: 2004, 01 453 534 03 43,notaria113@hotmail.com
60,NOTARÍA 16, LA PIEDAD, MICHOACAN, CARACTER: TITULAR, 42263 77, CENTRO  LA PIEDAD, MICHOACAN, Socio desde: 2006, LOS MISMOS,notario16mich@hotmail.com
61,NOTARÍA 166, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, PLAZA TABACHINES LOCAL 20, CENTRO  LAZARO CARDENAS, MICHOACAN, Socio desde: 2012, ,notariapublica166@hotmail.com
62,NOTARÍA 182, TARIMBARO, MICHOACAN, CARACTER: TITULAR, CARRETERA MORELIA SALAMANCA 6260, LOS ANGELES  TARIMBARO, MICHOACAN, Socio desde: 2016, 443 343 08 45,notaria182tarimbaro@gmail.com
63,NOTARÍA 179, MORELIA, MICHOACAN, CARACTER: TITULAR, MATURINO GILBERTI 43, LA RINCONADA  MORELIA, MICHOACAN, Socio desde: 2014, ,javiercald@hotmail.com
64,NOTARÍA 117, PATZCUARO, MICHOACAN, CARACTER: TITULAR, IBARRA 82, CENTRO  PATZCUARO, MICHOACAN, Socio desde: 2002, (01434)3-42-58-77,javiernotario117@hotmail.com
65,NOTARÍA 130, PENJAMILLO, MICHOACAN, CARACTER: TITULAR, MORELOS 25 INT. 7, CENTRO  PENJAMILLO, MICHOACAN, Socio desde: 2016, 01 359 52 40196,notariapublica130@hotmail.com
66,NOTARÍA 125, MORELIA, MICHOACAN, CARACTER: TITULAR, BELISARIO DOMINGUEZ 67 INT. DESPACHO 3, CENTRO  MORELIA, MICHOACAN, Socio desde: 2005, 01 44 33 15 65 93,notaria125jtp@prodigy.net.mx
67,NOTARÍA 103, TACAMBARO, MICHOACAN, CARACTER: TITULAR, PORTAL MATAMOROS 9, CENTRO  TACAMBARO, MICHOACAN, Socio desde: 2014, ,notario103@gmail.com
68,NOTARÍA 55, HUETAMO, MICHOACAN, CARACTER: TITULAR, AQUILES SERDAN 11, CENTRO  HUETAMO, MICHOACAN, Socio desde: 2013, 01435 102 2305,notaria55michoacan@hotmail.com
69,NOTARÍA 132, MORELIA, MICHOACAN, CARACTER: TITULAR, JUAN ESCUTIA 575, CHAPULTEPEC SUR  MORELIA, MICHOACAN, Socio desde: 2008, 01 443 315 0664,notaria132@gmail.com
70,NOTARÍA 8, LA PIEDAD , MICHOACAN, CARACTER: TITULAR, SIMON BOLIVAR 55, CENTRO  LA PIEDAD , MICHOACAN, Socio desde: 2016, 35 25 22 36 88,notariaocholapiedad@hotmail.com
71,NOTARÍA 73, LA PIEDAD, MICHOACAN, CARACTER: TITULAR, 16 DE SEPTIEMBRE 50, CENTRO  LA PIEDAD, MICHOACAN, Socio desde: 2011, 01 352 522 45 31,notaria73mich@yahoo.com.mx
72,NOTARÍA 189, QUERENDARO, MICHOACAN, CARACTER: TITULAR, HIDALGO 17 INT. B, CENTRO  QUERENDARO, MICHOACAN, Socio desde: 2016, 014513526726,notaria189@hotmail.com
73,NOTARÍA 129, ZAMORA, MICHOACAN, CARACTER: TITULAR, MORELOS SUR 590, JARDINES DE CATEDRAL  ZAMORA, MICHOACAN, Socio desde: 2013, 01 3515120121,arguello@zra.megared.net.mx
74,NOTARÍA 154, CHARO, MICHOACAN, CARACTER: TITULAR, EMILIANO ZAPATA 139, CENTRO  CHARO, MICHOACAN, Socio desde: 2012, ,notariacalderon154@hotmail.com
75,NOTARÍA 151, LA PIEDAD , MICHOACAN, CARACTER: TITULAR, PORTAL MORELOS 18 INT. 18, CENTRO  LA PIEDAD , MICHOACAN, Socio desde: 2016, 352 52 20001,herjus03@hotmail.com
76,NOTARÍA 38, ZITACUARO, MICHOACAN, CARACTER: TITULAR, 5 DE MAYO SUR 41 INT. A, CENTRO  ZITACUARO, MICHOACAN, Socio desde: 2018, 01 715 153 84 85,notario38@hotmail.com
77,NOTARÍA 150, MORELIA, MICHOACAN, CARACTER: TITULAR, PANAMA 104, LAS AMERICAS  MORELIA, MICHOACAN, Socio desde: 2009, 01 443 204 0249,notaria150@gmail.com
78,NOTARÍA 21, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, AV. MELCHOR OCAMPO 388 INT. PLANTA BAJA, TERCER SECTOR  LAZARO CARDENAS, MICHOACAN, Socio desde: 2004, 01 753 53 753 16,notariapublica21michoacan@hotmail.com
79,NOTARÍA 1, MORELIA, MICHOACAN, CARACTER: TITULAR, AVENIDA ACUEDUCTO 394, CHAPULTEPEC NORTE  MORELIA, MICHOACAN, Socio desde: 2008, 01 443 314 7428,not1solorzano@hotmail.com
80,NOTARÍA 7, MORELIA, MICHOACAN, CARACTER: TITULAR, MELCHOR OCAMPO 50 Y 52, CENTRO  MORELIA, MICHOACAN, Socio desde: 2017, 01 443 31 20 231,juanadolfo.cano@notariasiete.mx
81,NOTARÍA 30, MORELIA, MICHOACAN, CARACTER: TITULAR, RIO TEPALCATEPEC 134, VENTURA PUENTE  MORELIA, MICHOACAN, Socio desde: , 3 14 34 38,notaria30mlm@gmail.com
82,NOTARÍA 23, JIQUILPAN, MICHOACAN, CARACTER: TITULAR, GENERAL ORNELAS 89 INT. 5, CENTRO  JIQUILPAN, MICHOACAN, Socio desde: 2000, ,notario23jm@prodigy.net.mx
83,NOTARÍA 98, LOS REYES, MICHOACAN, CARACTER: TITULAR, ALLENDE NORTE 18 INT. A, CENTRO  LOS REYES, MICHOACAN, Socio desde: 1994, ,maldonadovalenciajm@prodigy.net.mx
84,NOTARÍA 131, ZAMORA, MICHOACAN, CARACTER: TITULAR, GUERRERO OTE 20 INT. B, CENTRO  ZAMORA, MICHOACAN, Socio desde: 2018, 01 351 512 44 45,jrr1313@hotmail.com
85,NOTARÍA 143, SAHUAYO , MICHOACAN, CARACTER: TITULAR, GUERRERO 178, CENTRO  SAHUAYO , MICHOACAN, Socio desde: 2019, 01 353 53 2 42 87,julionotario143@gmail.com
86,NOTARÍA 111, ZAMORA, MICHOACAN, CARACTER: TITULAR, CORREGIDORA OTE. 35, CENTRO  ZAMORA, MICHOACAN, Socio desde: 2009, ,kdrv241@hotmail.com
87,NOTARÍA 86, MORELIA, MICHOACAN, CARACTER: TITULAR, AV. FRANCISCO I. MADERO OTE 739, CENTRO  MORELIA, MICHOACAN, Socio desde: 2000, 01 443* 3-13-32-54,notario86morelia@gmail.com
88,NOTARÍA 69, ZINAPECUARO, MICHOACAN, CARACTER: TITULAR, AVENIDA HIDALGO 42 INT. LETRA A, CENTRO  ZINAPECUARO, MICHOACAN, Socio desde: 2010, ,servinleonardo@hotmail.com
89,NOTARÍA 170, URUAPAN, MICHOACAN, CARACTER: TITULAR, CAMELINAS 33, Fracc. Huertas del Cupatitzio  URUAPAN, MICHOACAN, Socio desde: 2012, ,colegionacional@notaria170.com
90,NOTARÍA 28, ZACAPU, MICHOACAN, CARACTER: TITULAR, HIDALGO 5, CENTRO  ZACAPU, MICHOACAN, Socio desde: 2016, 436 36 30 589,nanina28@hotmail.com
91,NOTARÍA 62, APATZINGAN, MICHOACAN, CARACTER: SUPLENTE, AV. CONSTITUCION DE 1814 SUR 15 INT. 3 Y 4, CENTRO  APATZINGAN, MICHOACAN, Socio desde: 2009, 01 453 534 0746,notaria62mich@hotmail.com
92,NOTARÍA 123, MORELIA, MICHOACAN, CARACTER: TITULAR, VIRREY DE MENDOZA 1785 INT. B, FELIX IRETA  MORELIA, MICHOACAN, Socio desde: 2006, 01 443 340 0122,lcge@prodigy.net.mx
93,NOTARÍA 10, APATZINGAN , MICHOACAN, CARACTER: SUPLENTE, FRANCISCO J. MUJICA PONIENTE 27 INT. 1, CENTRO  APATZINGAN , MICHOACAN, Socio desde: 2018, 01 453 534 05 06,notaria10@apatzingan.com
94,NOTARÍA 57, ZITACUARO, MICHOACAN, CARACTER: TITULAR, 5 DE MAYO SUR 1, CENTRO  ZITACUARO, MICHOACAN, Socio desde: 2010, ,robles3110@hotmail.com
95,NOTARÍA 2, ZAMORA DE HIDALGO, MICHOACAN, CARACTER: TITULAR, MADERO SUR 317, ZAMORA DE HIDALGO CENTRO  ZAMORA DE HIDALGO, MICHOACAN, Socio desde: 2015, 3515 121119,fernandoalcocer@notaria2.mx
96,NOTARÍA 173, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, AVENIDA MELCHOR OCAMPO 12 INT. 1, 2DO. SECTOR FIDELAC  LAZARO CARDENAS, MICHOACAN, Socio desde: 2012, 01 737 537 5497,loyafam@yahoo.com
97,NOTARÍA 33, TACAMBARO, MICHOACAN, CARACTER: TITULAR, ABASOLO 34, CENTRO  TACAMBARO, MICHOACAN, Socio desde: 2013, ,licfertrevino@live.com.mx
98,NOTARÍA 11, URUAPAN, MICHOACAN, CARACTER: TITULAR, AV. CANANEA 850 INT. 11, LOS ANGELES  URUAPAN, MICHOACAN, Socio desde: 1993, 01 452-524-22-84,luisloya@notariaoncemich.com
99,NOTARÍA 41, LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, NICOLAS BRAVO 189, CENTRO  LAZARO CARDENAS, MICHOACAN, Socio desde: 1976, ,not41lcmich@gmail.com
100,NOTARÍA 186, CIUDAD LAZARO CARDENAS, MICHOACAN, CARACTER: TITULAR, AVENIDA LAZARO CARDENAS 1983-ALTOS, CENTRO  CIUDAD LAZARO CARDENAS, MICHOACAN, Socio desde: 2015, 01 753 537 7226,notaria186@outlook.com
101,NOTARÍA 122, MUGICA, MICHOACAN, CARACTER: TITULAR, AV. LAZARO CARDENAS 181 NTE, CENTRO  MUGICA, MICHOACAN, Socio desde: 2002, 0142 5535 3097,notary_122@hotmail.com
102,NOTARÍA 39, SAHUAYO, MICHOACAN, CARACTER: TITULAR, ABASOLO 46, CENTRO  SAHUAYO, MICHOACAN, Socio desde: 1990, 01 353-532-12-40,magabar@prodigy.net.mx
103,NOTARÍA 43, COALCOMAN, MICHOACAN, CARACTER: TITULAR, ZARAGOZA 13 INT. A, CENTRO  COALCOMAN, MICHOACAN, Socio desde: 2007, 01 424 53 30761,licmoreno43@hotmail.com
104,NOTARÍA 163, MARAVATIO, MICHOACAN, CARACTER: TITULAR, MELCHOR OCAMPO 5 ALTOS, CENTRO  MARAVATIO, MICHOACAN, Socio desde: 2011, 01 447 478 4349,notaria163maravatio@hotmail.com
105,NOTARÍA 95, MORELIA, MICHOACAN, CARACTER: TITULAR, AVENIDA CAMELINAS 3233 INT. 214, LAS AMERICAS  MORELIA, MICHOACAN, Socio desde: 2019, 0144 33 24 05 62,notaria_95mich@hotmail.com
106,NOTARÍA 60, MORELIA, MICHOACAN, CARACTER: TITULAR, ALVARO OBREGON 172, CENTRO  MORELIA, MICHOACAN, Socio desde: 2008, LOS MISMOS,notaria60_cano@yahoo.com.mx
107,NOTARÍA 120, MORELIA, MICHOACAN, CARACTER: TITULAR, AV. DEL ESTUDIANTE 124, MATAMOROS  MORELIA, MICHOACAN, Socio desde: 2002, (01443)314-4416,ocharan120@yahoo.com.mx
108,NOTARÍA 89, MORELIA, MICHOACAN, CARACTER: SUPLENTE, SEBASTIAN LERDO DE TEJADA 72, CENTRO  MORELIA, MICHOACAN, Socio desde: 1994, MISMOS,notaria.89@hotmail.com
109,NOTARÍA 34, MORELIA, MICHOACAN, CARACTER: TITULAR, 20 DE NOVIEMBRE 64, CENTRO  MORELIA, MICHOACAN, Socio desde: 2001, 01 443 312 33 90,notaria34morelia@prodigy.net.mx
110,NOTARÍA 153, ACUITZIO DEL CANJE, MICHOACAN, CARACTER: TITULAR, PORTAL HIDALGO 8 INT. ALTOS, CENTRO  ACUITZIO DEL CANJE, MICHOACAN, Socio desde: 2013, 4343882401,notaria153mich@hotmail.com
111,NOTARÍA 176, JOSE SIXTO VERDUZCO, MICHOACAN, CARACTER: TITULAR, PLAZA PRINCIPAL 64B, CENTRO  JOSE SIXTO VERDUZCO, MICHOACAN, Socio desde: 2013, ,notaria.176@hotmail.com
112,NOTARÍA 105, MORELIA, MICHOACAN, CARACTER: TITULAR, AV. FRANCISCO I. MADERO OTE 556, CENTRO  MORELIA, MICHOACAN, Socio desde: 1998, 01 443* 313-97-21,notaria105@yahoo.com.mx
113,NOTARÍA 169, LA PIEDAD, MICHOACAN, CARACTER: TITULAR, MADERO 130 INT. PLANTA BAJA, CENTRO  LA PIEDAD, MICHOACAN, Socio desde: 2012, 01 352 522 0814,notariapublica169@hotmail.com
114,NOTARÍA 77, QUIROGA, MICHOACAN, CARACTER: TITULAR, ALDAMA 2, CENTRO  QUIROGA, MICHOACAN, Socio desde: 2014, ,notariapublicano.77@hotmail.com
115,NOTARÍA 149, ZAMORA , MICHOACAN, CARACTER: TITULAR, OCAMPO PONIENTE 48, CENTRO  ZAMORA , MICHOACAN, Socio desde: 2016, 351 51 23 769,notariapublica149@hotmail.com
116,NOTARÍA 165, MORELIA, MICHOACAN, CARACTER: TITULAR, PISPERAMA 219, VISTA BELLA  MORELIA, MICHOACAN, Socio desde: 2012, ,notaria165arellano@hotmail.com
117,NOTARÍA 75, LA PIEDAD, MICHOACAN, CARACTER: TITULAR, MARIANO JIMENEZ 186 INT. ALTOS, CENTRO  LA PIEDAD, MICHOACAN, Socio desde: 2004, 01 352 52 220 66,notaria75@hotmail.com
118,NOTARÍA 76, MARAVATIO, MICHOACAN, CARACTER: TITULAR, CALLE ALVARO OBREGON 96, CENTRO  MARAVATIO, MICHOACAN, Socio desde: 1988, 01 447-478-21-45,moisam96@hotmail.com
119,NOTARÍA 50, URUAPAN, MICHOACAN, CARACTER: TITULAR, NICOLAS BRAVO 6 INT. 1, CENTRO  URUAPAN, MICHOACAN, Socio desde: 1999, ,notaria50mich@prodigy.net.mx
120,NOTARÍA 133, MORELIA, MICHOACAN, CARACTER: SUPLENTE, H. COLEGIO MILITAR 678, CHAPULTEPEC ORIENTE  MORELIA, MICHOACAN, Socio desde: 2015, 443 312 7454,notaria133@hotmail.com
