,0,1,2,3,4,5,6,7,8,11,12
15,NOTARÍA 306, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CALLE EMETERIO B GOMEZ 1325, LOS ARCOS  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2017, 8341862328,notaria306victoria@gmail.com,
16,NOTARÍA 266, REYNOSA, TAMAULIPAS, CARACTER: ADSCRITO, AGUASCALIENTES ESQUINA CON MICHOACAN 375, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2016, 8996883325,notariapublica266@gmail.com,
17,NOTARÍA 164, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 204 INT. PLANTA BAJA, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1992, TEL Y FAX,azcarraga@notaria164.com.mx,
18,NOTARÍA 213, VALLE HERMOSO, TAMAULIPAS, CARACTER: TITULAR, JOSE GARCIA CARDENAS 425, VALLE HERMOSO CENTRO  VALLE HERMOSO, TAMAULIPAS, Socio desde: 2015, 01 894 842 0058,notaria213@hotmail.com,
19,NOTARÍA 64, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, GONZALEZ 56, CENTRO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2004, 0186 8812 4345,cceel@prodigy.net.mx,
20,NOTARÍA 126, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, 20 DE NOVIEMBRE 101, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2005, 0183 3212 9604,jurisphc@prodigy.net.mx,
21,NOTARÍA 195, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, HEROE DE NACATAZ 2404, ZONA CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2011, 01 867 712 3557,notaria195@canturosas.com,
22,NOTARÍA 271, TAMPICO, TAMAULIPAS, CARACTER: ADSCRITO, AYUNTAMIENTO 2013, VERGEL  TAMPICO, TAMAULIPAS, Socio desde: 2018, 01 833 213 14 55,recepcion@notaria271.com.mx,
23,NOTARÍA 295, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, PORFIRIO DIAZ NTE. 815 INT. ALTOS, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 1993, 01(899)9-22-12-65,notaria295@dlt.com.mx,
24,NOTARÍA 312, REYNOSA, TAMAULIPAS, CARACTER: SUPLENTE, CALLE FUENTE DE MINERVA 400, LAS FUENTES  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 924 0817,cesarmascorro@live.com.mx,
25,NOTARÍA 268, CD. MANTE, TAMAULIPAS, CARACTER: TITULAR, CANALES 108 PTE, CENTRO  CD. MANTE, TAMAULIPAS, Socio desde: 1987, ,notaria_268@hotmail.com,
26,NOTARÍA 32, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE CUARTA 158, ZONA CENTRO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2011, 01 868 812 7437,cynthia@np32.com,
27,NOTARÍA 134, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, HERRERA 4 Y 5 9, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2000, 01(868) 812-34-00,egarcia@gvasc.com,
28,NOTARÍA 107, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, PORFIRIO DIAZ NORTE 740, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2015, 01 899 922 4249,notaria107@prodigy.net.mx,
29,NOTARÍA 248, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, GUADALUPE VICTORIA NORTE 885, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 922 04 18,notariapublica248@prodigy.net.mx,
30,NOTARÍA 235, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, CUERNAVACA 106, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2007, 01 899 922 4272,emmalicia@hotmail.com,
31,NOTARÍA 288, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OBREGON 117 PTE, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1999, 01 833 212 17 32,licpumarejonot288@hotmail.com,
32,NOTARÍA 12, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, PROLONGACION CALLE TAMPICO 114 INT. 8, FRACC. VISTA HERMOSA  TAMPICO, TAMAULIPAS, Socio desde: 2007, 01 833 217 0644,enriquevillegas_12@hotmail.com,
33,NOTARÍA 103, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, PRIMERA 244 INT. C, JARDIN  MATAMOROS, TAMAULIPAS, Socio desde: 2010, 01 868 812 0909,info@velardedanache.com,
34,NOTARÍA 36, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, ALDAMA 1112, SECTOR CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1999, ,notpub36nl@gmail.com,
35,NOTARÍA 323, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, HEROES DE NACATAZ 1945, OJO CALIENTE  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2016, 867 7122236,eutimiopuente@yahoo.com.mx,
36,NOTARÍA 296, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, OCCIDENTAL 508, AMPLIACION RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 995 35 11,notaria296@prodigy.net.mx,
37,NOTARÍA 91, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, CONSTITUCION 107, FRACCIONAMIENTO RIO BRAVO  RIO BRAVO, TAMAULIPAS, Socio desde: 2006, 01 899 934 0269,notariapublica91@hotmail.com,
38,NOTARÍA 265, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, SAUCE 201, ALTAVISTA  TAMPICO, TAMAULIPAS, Socio desde: 2005, 0183 3213 2270,fbarreraglz@notaria265.com,
39,NOTARÍA 305, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, HERON RAMIREZ 375 INT. A, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2005, TELS. Y FAX,licfgttitular@notaria305.com.mx,
40,NOTARÍA 63, VALLE HERMOSO, TAMAULIPAS, CARACTER: TITULAR, EDUARDO CHAVEZ S/N INT. ALTOS, CENTRO  VALLE HERMOSO, TAMAULIPAS, Socio desde: 2000, 0189 4842 0763,notaria63vh2003@yahoo.com.mx,
41,NOTARÍA 68, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, COLON 360 OTE, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2005, 01 899 922 49 68,gabriel@soberon.com.mx,
42,NOTARÍA 256, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, CARRETERA TAMPICO MANTE 604 INT. LOCAL 1, MEXICO  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 228 5660,notariapublica256@prodigy.net.mx,
43,NOTARÍA 56, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, COAHUILA 3705, JUAREZ  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2009, 01 867 715 3315,gccnot@hotmail.com,
44,NOTARÍA 34, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, RÍO MANTE 2420 INT. DESP. 9, PROL. LONGORIA  REYNOSA, TAMAULIPAS, Socio desde: 2004, 01 899 9233637,notaria@notariapublica34.mx,
45,NOTARÍA 319, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CALLE ANAYA OTE. 1193, FRACCIONAMIENTO RESIDENCIAL LAS PALMAS  CD. VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 314 2595,nota319@hotmail.com,
46,NOTARÍA 157, ALTAMIRA, TAMAULIPAS, CARACTER: TITULAR, QUINTERO 14 INT. B, ZONA CENTRO  ALTAMIRA, TAMAULIPAS, Socio desde: 1998, 01(833)2-64-23-68,oficina@notaria157.mx,
47,NOTARÍA 301, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, COLON 300, CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2018, 01 899 922 60 53,notaria_301@hotmail.com,
48,NOTARÍA 119, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, COLON EDIF. C.I.S.A. 201 NORTE INT. DESP. 108, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1980, ,diaz_dolly@prodigy.net.mx,
49,NOTARÍA 123, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, AV. SONORA 326, FRACC. RIO BRAVO, ZONA CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 1980,, 'com.mx');notaria123@yahoo.com.mx]
50,NOTARÍA 18, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, MORELOS 815 OTE, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 2000, ,notaria18@gmail.com,
51,NOTARÍA 23, TAMPICO, TAMAULIPAS, CARACTER: ADSCRITO, ANDADOR DE LAS ROSAS 22-A INT. CENTRO COMERCIAL PLAZA PALMAS, PETROLERA  TAMPICO, TAMAULIPAS, Socio desde: 2015, 833 227 2727,np23tampico@gmail.com,
52,NOTARÍA 310, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, AV HIDALGO 5100 INT. EDIFICIO GAMA, FRACC. CHAIREL PETROLERA  TAMPICO, TAMAULIPAS, Socio desde: 2013, ,galvannotario310@gmail.com,
53,NOTARÍA 232, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 103 OTE INT. DESP. 206 , ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2012, 01833 212 3662,notaria_232@hotmail.com,
54,NOTARÍA 33, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE GONZALEZ 604 INT. ALTOS, ZONA CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2004, 01 868 813 80 34,j.martinez@notaria33tamaulipas.com.mx,
55,NOTARÍA 202, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OLMOS 210 NTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2004, 01 833 212 42 42,jacruz37@hotmail.com,
56,NOTARÍA 136, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, MONTERREY 255 OTE INT. ALTOS, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 1993, LOS MISMOS,jesus_cardoza@hotmail.com,
57,NOTARÍA 299, H. MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, CALLE CUARTA 1307, ZONA CENTRO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2011, 01 868 816 2654,pedro299@prodigy.net.mx,
58,NOTARÍA 306, VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, EMETERIO B. GOMEZ 1325, FRACC. LOS ARCOS  VICTORIA, TAMAULIPAS, Socio desde: 2018, 01 834 186 23 28,lopezsaldivar01@gmail.com,
59,NOTARÍA 156, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, OLIVIA RAMIREZ 809, FRACCIONAMIENTO SIERRA GORDA  VICTORIA, TAMAULIPAS, Socio desde: 2011, ,lic_roche@yahoo.com,
60,NOTARÍA 1, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, FRAY ANDRES DE OLMOS 106 NTE INT. ALTOS, CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1999, 01 833 212 13 99,joaquin@arguellesnotaria.com,
61,NOTARÍA 271, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, AV. AYUNTAMIENTO 2013, VERGEL  TAMPICO, TAMAULIPAS, Socio desde: 2010, 01 833 213 1455,recepcion@notaria271.com.mx,
62,NOTARÍA 120, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, PROLONGACION LAGO DE CHAPALA 5629 INT. 2, FRACC. LOS ENCINOS  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2010, ,jorgecerna@hotmail.com,
63,NOTARÍA 150, MATAMOROS, TAMAULIPAS, CARACTER: ASPIRANTE, QUINTA 1510, ZONA CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 1994, 01(868)812 2472,jvelarde@notariojvelarde.com,
64,NOTARÍA 82, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, JUAN B. TIJERINA 639 SUR, GUADALUPE MAINERO  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2018, 01834 315 14 14,jricardo76@hotmail.com,
65,NOTARÍA 140, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, AV. TIBURCIO GARZA ZAMORA 945, FERNANDEZ GOMEZ  REYNOSA, TAMAULIPAS, Socio desde: 2006, 01 899 922 4702,garciajg@np140.mx,
66,NOTARÍA 188, NUEVO LAREDO, TAMAULIPAS, CARACTER: ADSCRITO, OAXACA 4157, ANAHUAC  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2006, 01 867 719 3015,llara@notaria188.com.mx,
67,NOTARÍA 162, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, RIO CONCHOS 414 ALTOS, SAN FRANCISCO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2014, ,notaria162@hotmail.com,
68,NOTARÍA 116, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, BLVD. LOMA REAL 407, FRACC. LOMAS DEL CHAIREL  TAMPICO, TAMAULIPAS, Socio desde: 1983, LOS MISMOS,jmhaces@hotmail.com,
69,NOTARÍA 204, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, C. EMILIANO P. NAFARRETE , SAN FRANCISCO  VICTORIA, TAMAULIPAS, Socio desde: 2011, 01 834 315 7000,licjosema@hotmail.com,
70,NOTARÍA 196, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, ANAHUAC 2217, MADERO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2011, 01 867 719 0307,notario@notaria196.mx,
71,NOTARÍA 252, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, IGNACIO ZARAGOZA 265 INT. LOCAL 1, ZONA CENTRO  REYNOSA, TAMAULIPAS, Socio desde: 1996, 01(899)922-82-89,notaria252_cp@prodigy.net.mx,
72,NOTARÍA 155, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, OBREGON 509 PONIENTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 21 25 466,notaria155jrg@prodigy.net.mx,
73,NOTARÍA 110, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, VICTORIA 5 Y 6 57, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01 868 812 3732,tommarin_notaria110@hotmail.com,
74,NOTARÍA 274, REYNOSA, TAMAULIPAS, CARACTER: ADSCRITO, JUAN B TIJERINA 310, RIBEREÑA  REYNOSA, TAMAULIPAS, Socio desde: 2011, ,juan-mtzceballos@hotmail.com,
75,NOTARÍA 29, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, MACLOVIO HERRERA 2140, FRACCIONAMIENTO OJO CALIENTE  NUEVO LAREDO, TAMAULIPAS, Socio desde: 1994, 01 867 713 50 98,garciaurteaga@yahoo.com.mx,
76,NOTARÍA 176, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, PINO SUAREZ NORTE 609, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2008, LOS MISMOS,jjluna488@hotmail.com,
77,NOTARÍA 3, H. MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, AV. ALVARO OBREGON 12 INT. DESP 219, JARDIN  H. MATAMOROS, TAMAULIPAS, Socio desde: 2006, 01 868 812 0625,notaria3jmgz@hotmail.com,
78,NOTARÍA 171, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, LUCIANO GUERRERO 101, LAURO AGUIRRE  TAMPICO, TAMAULIPAS, Socio desde: 2008, 01 833 214 13 84,julian@notaria171tampico.com,
79,NOTARÍA 105, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, HIDALGO 2804, AGUILA  TAMPICO, TAMAULIPAS, Socio desde: 2011, 01 833 375 0455,notaria105tampico@hotmail.com,
80,NOTARÍA 254, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, HERRERA 703, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2005, 0186 8813 7074,lauramaelia@hotmail.com,
81,NOTARÍA 113, TAMPICO, TAMAULIPAS, CARACTER: ADSCRITO, AQUILES SERDAN 119 SUR, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2010, 01 833 212 1485,npcorona@prodigy.net.mx,
82,NOTARÍA 173, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, EUCALIPTO 104, ALTAVISTA  TAMPICO, TAMAULIPAS, Socio desde: 2010, MISMOS EXT. 104,licliliana@prodigy.net.mx,
83,NOTARÍA 109, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, 4A. ABASOLO Y MATAMOROS 169, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 1994, TEL Y FAX,lucianoramirezg@hotmail.com,
84,NOTARÍA 40, MANTE, TAMAULIPAS, CARACTER: TITULAR, OCAMPO 102 NTE, ZONA CENTRO  MANTE, TAMAULIPAS, Socio desde: 2004, 01 831 232 88 93,luisangel40@prodigy.net.mx,
85,NOTARÍA 259, REYNOSA, TAMAULIPAS, CARACTER: TITULAR, VERACRUZ 397, RODRIGUEZ  REYNOSA, TAMAULIPAS, Socio desde: 2010, 899 922 4009,notaria259@bhlex.mx,
86,NOTARÍA 58, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, CERO Y DOBLE CERO JUAREZ 1923, HIDALGO  VICTORIA, TAMAULIPAS, Socio desde: 2011, ,lavin_neto@hotmail.com,
87,NOTARÍA 228, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, HIDALGO 337 INT. A, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2006, 01 834-31 51 967,notaria228@hotmail.com,
88,NOTARÍA 197, MANTE, TAMAULIPAS, CARACTER: TITULAR, OCAMPO 300 NTE, ZONA CENTRO  MANTE, TAMAULIPAS, Socio desde: 2004, 01 83 12 32 21 45,notaria197@hotmail.com,
89,NOTARÍA 247, MANTE, TAMAULIPAS, CARACTER: TITULAR, HIDALGO SUR 518, CENTRO  MANTE, TAMAULIPAS, Socio desde: 2017, 8312 322553,luisperfecto@prodigy.net.mx,
90,NOTARÍA 262, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, ALVARO OBREGON 116-A OTE., ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 1996, ,quintana_labra@hotmail.com,
91,NOTARÍA 72, MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, 7A. MORELOS Y GONZALEZ 120 INT. A, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01868 81 22437,notaria72tam@prodigy.net.mx,
92,NOTARÍA 77, RIO BRAVO, TAMAULIPAS, CARACTER: ADSCRITO, CHIHUHUA 700, ZONA CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 2006, 01 899 934 8811,notaria77tamaulipas@hotmail.com,
93,NOTARÍA 206, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, AV. HIDALGO 950 OTE, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 1995, 01 834 312 07 80,contactos_np@notaria206.com,
94,NOTARÍA 218, VALLE HERMOSO, TAMAULIPAS, CARACTER: ADSCRITO, CALLE PRIMERO DE MAYO 309, CENTRO  VALLE HERMOSO, TAMAULIPAS, Socio desde: 2009, 01 894 842 1018,l_delafuente50@hotmail.com,
95,NOTARÍA 316, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, 10 Y 11 OLIVIA RAMIREZ 727, FRACCIONAMIENTO SIERRA GORDA  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2010, ,notariapublica316@hotmail.com,
96,NOTARÍA 325, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, GUERRERO 523, CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2011, 01 834 134 1874,nptam325@hotmail.com,
97,NOTARÍA 149, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, GUTIERREZ 3314, CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2017, 867-7121646,notaria149@yahoo.com.mx,
98,NOTARÍA 20, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, EDUARDO PEREZ CASTAÑEDA 919 INT. LOCAL 10, FRACC. VILLARREAL  VICTORIA, TAMAULIPAS, Socio desde: 2017, 01 834 11 01 575,notariapublica20victoria@gmail.com,
99,NOTARÍA 283, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: TITULAR, SINALOA 214-D, PERIODISTA  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2017, 01 834 314 6689,mansursanchezabogados@gmail.com,
100,NOTARÍA 129, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, MACLOVIO HERRERA 2032, FERROCARRIL  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2000, ,themis_andalco@hotmail.com,
101,NOTARÍA 267, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, FRAY ANDRES DE OLMOS 106 NTE, ZONA CENTRO  TAMPICO, TAMAULIPAS, Socio desde: 2000, ,lourdes@arguellesnotaria.com,
102,NOTARÍA 225, H. MATAMOROS, TAMAULIPAS, CARACTER: ADSCRITO, C. LAGUNA STA.MARIA 115, SAN FRANCISCO  H. MATAMOROS, TAMAULIPAS, Socio desde: 2000, 0186 8813 8109,liccarmen14@hotmail.com,
103,NOTARÍA 261, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, MATIAS S CANALES 517, GUADALUPE MAINERO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2000, 0183 4312 2897,quintero_mc@hotmail.com,
104,NOTARÍA 124, CD. VICTORIA, TAMAULIPAS, CARACTER: SUPLENTE, MANUEL GONZALEZ JR. 310 NTE, ZONA CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 31 22216,garzarivaseduardo@hotmail.com,
105,NOTARÍA 6, VICTORIA, TAMAULIPAS, CARACTER: TITULAR, EMILIANO P NAFARRETE 330, ZONA CENTRO  VICTORIA, TAMAULIPAS, Socio desde: 2013, ,notariapublica6@hotmail.com,
106,NOTARÍA 21, TAMPICO, TAMAULIPAS, CARACTER: TITULAR, GARDENIA 100-A, FLORES  TAMPICO, TAMAULIPAS, Socio desde: 2010, ,marines_leal@hotmail.com,
107,NOTARÍA 37, MATAMOROS, TAMAULIPAS, CARACTER: TITULAR, CALLE CUARTA 171, CENTRO  MATAMOROS, TAMAULIPAS, Socio desde: 2007, 01 868 812 5068,malago44@prodigy.net.mx,
108,NOTARÍA 97, NUEVO LAREDO, TAMAULIPAS, CARACTER: TITULAR, DOCTOR MIER 3113, CENTRO  NUEVO LAREDO, TAMAULIPAS, Socio desde: 2006, 01 867 712 1817,licmario_a_gzz@hotmail.com,
109,NOTARÍA 249, RIO BRAVO, TAMAULIPAS, CARACTER: TITULAR, CONSTITUCION 600, CENTRO  RIO BRAVO, TAMAULIPAS, Socio desde: 2005, 01 899 93 403 80,marlo.44@hotmail.com,
110,NOTARÍA 41, CD. VICTORIA, TAMAULIPAS, CARACTER: TITULAR, FRANCISCO I. MADERO NTE 750, CENTRO  CD. VICTORIA, TAMAULIPAS, Socio desde: 2000, ,notariamercedes@hotmail.com,
111,NOTARÍA 302, ALTAMIRA, TAMAULIPAS, CARACTER: ADSCRITO, MATAMOROS 106 A SUR, ALTAMIRA  ALTAMIRA, TAMAULIPAS, Socio desde: 2018, 01 833 26 48 632,notaria_302@hotmail.com,
112,NOTARÍA 45, CIUDAD VICTORIA, TAMAULIPAS, CARACTER: ADSCRITO, MATIAS S. CANALES 825, ZONA CENTRO  CIUDAD VICTORIA, TAMAULIPAS, Socio desde: 2009, 01 834 314 6932,msanchez720412@hotmail.com,
